,SNo.,company,amount
0,1,Primal Projects Private Limited,"60,000,000.00"
1,2,Neccon Power & Infra Limited,"2,726,224.28"
2,3,B & A Limited,"2,250,817.00"
3,4,Indian Renewable Energy Development Agency Limited,"1,499,000.00"
4,5,Manik Chand And Sons (Jewellers) Private  Limited,"800,000.00"
5,6,Madison Incentives Management Private Limited,"744,800.00"
6,7,Rgvn (North East) Microfinance Limited,"692,556.00"
7,8,North Eastern Development Finance Corporation Limited,"414,000.00"
