,SNo.,company,amount
234,235,Seattle Power Solutions Private Limited,"400,000.00"
235,236,Tyson Enterprises Private Limited,"400,000.00"
236,237,Morgan Stanley India Securities Private Limited,"400,000.00"
237,238,Saba Software India Private Limited,"400,000.00"
238,239,Hurix Systems Private Limited,"300,000.00"
239,240,A.T.E. Private Limited,"300,000.00"
240,241,Mindset Securities Private Limited,"300,000.00"
241,242,Adam Fabriwerk Private Limited,"300,000.00"
242,243,Iifl Wealth Finance Limited,"300,000.00"
243,244,Peass Industrial Engineers Private Limited,"300,000.00"
244,245,Creative Stylo Packs Private Limited,"300,000.00"
245,246,Micro Housing Finance Corporation Limited,"200,000.00"
246,247,Kkr India Asset Finance Private Limited,"200,000.00"
247,248,Patani Securities Private Limited,"200,000.00"
248,249,L&T; Housing Finance Limited,"200,000.00"
249,250,Techno Process Equipments (India) Private Limited,"200,000.00"
250,251,Novex Poly Films Private Limited,"200,000.00"
251,252,Uni Klinger Limited,"200,000.00"
252,253,Nuevo Consultancy Services Private Limited,"200,000.00"
253,254,The New Piece Goods Bazar Company Limited,"200,000.00"
254,255,Arofine Polymers Private Limited,"100,000.00"
255,256,Idbi Bank Limited,"100,000.00"
256,257,The Oriental Insurance Company Limited,"100,000.00"
257,258,Shriram Transport Finance Company Limited,"100,000.00"
258,259,Hema Laboratories Pvt Ltd,"100,000.00"
259,260,Kkr India Advisors Private Limited,"100,000.00"
260,261,Yesha Electricals Private Limited,"100,000.00"
261,262,Temasek Holdings Advisors India Private Limited,"100,000.00"
262,263,Clean Max Enviro Energy Solutions Private Limited,"100,000.00"
263,264,Shriram Housing Finance Limited,"100,000.00"
264,265,Shardul Securities Limited,"100,000.00"
265,266,Polysil Irrigation Systems Private Limited,"100,000.00"
266,267,Bluechip Insurance Broking Private Limited,0.00
267,268,Kanunga Metals Private Limited,0.00
268,269,Learning Mate Solutions Private Limited,0.00
269,270,N A Sportz Interactive Private Limited,0.00
270,271,Lexi Private Limited,0.00
271,272,M J Shares And Securities Private Limited,0.00
272,273,E-Emphasys Infotech Private Limited,0.00
273,274,Getty Images Media India Private Limited,0.00
274,275,Indiafirst Life Insurance Company Limited,0.00
275,276,Ifiunik Pharmaceuticals Limited,0.00
276,277,Fortune Intercontinental Private Limited,0.00
277,278,Sanvo Resorts Private Limited,0.00
278,279,A G Superstructures Private Limited,0.00
279,280,Gardenia Cosmocare Private Limited,0.00
280,281,Vindhyachal Hydro Power Private Limited,0.00
281,282,Nulife Global Medical Devices Private Limited,0.00
282,283,Inspire Films Private Limited,0.00
283,284,Sustainable Agro-Commercial Finance Limited,0.00
284,285,Edelweiss Tokio Life Insurance Company Limited,0.00
285,286,Sirmaxo Chemicals Pvt Ltd,0.00
286,287,Adventz Securities Enterprises Limited,0.00
287,288,Yang Ming Line (India) Private Limited,0.00
288,289,Ashish Fiscal Services Private Limited,0.00
289,290,Tata Sons Limited,0.00
290,291,Tata Industries Limited,0.00
291,292,Merind Limited,0.00
292,293,Riaan Ventures Private Limited,0.00
293,294,Cpl Aromas Private Limited,0.00
294,295,B Arunkumar Capital And Credit Services Private Limited,0.00
295,296,Lekar Pharma Limited,0.00
296,297,Advanced Bio-Agro Tech Limited,0.00
297,298,M Pallonji Shipping Pvt Ltd,0.00
298,299,Chokhani Securities Limited,0.00
299,300,Chemocid Impex Private Limited,0.00
300,301,Nagarwalla Enginering Company Private Limited,0.00
301,302,Bharat Containers (Nagpur) Pvt Ltd,0.00
302,303,Microworld Software Services Private Limited,0.00
303,304,Akashdeep International Private Limited,0.00
304,305,Hemani Chemiorganic Private Limited,0.00
305,306,Panatone Finvest Limited,0.00
306,307,Tyresoles (India) Private Limited,0.00
307,308,Electralloy Special Steel Castings Private Limited,0.00
308,309,Seahorse Ship Agencies Pvt Ltd,0.00
309,310,Sbi Life Insurance Company Limited,0.00
310,311,Gabs Investments Private Limited,0.00
311,312,Tradelink Exim (India) Private Limited,0.00
312,313,Radha Krishna Properties Private Limited,0.00
313,314,Dimple Realtors Private Limited,0.00
314,315,Tmf Services India Private Limited,0.00
315,316,Thakur Fininvest Private Limited,0.00
316,317,Ashrit Holdings Limited,0.00
317,318,Sethi & Sethi Comfort Products Private Limited,0.00
318,319,Scorpio Marine Management (India) Private Limited,0.00
319,320,B.V.Chinai And Co. (India) Private Limited,0.00
320,321,Soex India Private Limited,0.00
321,322,Nahar Builders And Developers Limited,0.00
322,323,Cargo Service Center India Private Limited,0.00
323,324,Aksr Corporate Advisors Private Limited,0.00
324,325,Erudite Eduventures Private Limited,0.00
325,326,Ican Investments Advisors Private Limited,0.00
326,327,Wilson Pen Private Limited,0.00
327,328,Grand Royale Enterprises Limited,0.00
328,329,C N Sanghavi And Company (Forwards) Private Limited,0.00
329,330,Borsad Tobacco Company Private Limited,0.00
330,331,Hamlet Constructions (India ) Private Limited,0.00
331,332,Bangla Entertainment Private Limited,0.00
332,333,I R Technology Services Private Limited,0.00
333,334,Teesta Retail Private Limited,0.00
334,335,Scil Ventures Limited,0.00
335,336,Airoplast Private Limited,0.00
336,337,Manba Finance Limited,0.00
337,338,Vividh Finvest Private Limited,0.00
338,339,Harit Exports Limited,0.00
339,340,Shree Madhur Realtors Private Limited,0.00
340,341,Beeline Impex Private Limited,0.00
341,342,Rapport Outdoor Advertising Private Limited,0.00
342,343,Media Research Users Council,0.00
343,344,Atlas Equifin Private Limited,0.00
344,345,Dynamic Prestress Projects And Services Private Limited,0.00
345,346,Maq Software Hyderabad Private Limited,0.00
346,347,Sadafuli Finvest Pvt Ltd(Tr Co From Maharashtra),0.00
347,348,Jamnalal Sons Private Limited,0.00
348,349,Arti Properties Private Limited,0.00
349,350,Byramjee Jeejeebhoy Private Limited,0.00
350,351,Matrix Waste Management Private Limited,0.00
351,352,Makwell Plastisizers Private Limited,0.00
352,353,Jnj Holdings Private Limited,0.00
353,354,Siro Clinpharm Private Limited,0.00
354,355,Ronuk Metafin Private Limited,0.00
355,356,Millennium Consulting (India) Private Limited,0.00
356,357,Shreyas Morakhia And Famiily Assets Private Limited,0.00
357,358,Nova Synthetic Limited,0.00
358,359,Fem Constructions (India) Private Limited,0.00
359,360,Beam Developers Private Limited,0.00
360,361,Hamburg Sud India Private Limited,0.00
361,362,Xander Finance Private Limited,0.00
362,363,Anand Rathi Global Finance Limited,0.00
363,364,Dynamic Prestress India Pvt Ltd,0.00
364,365,Scrabble Digital Limited,0.00
365,366,H And M Housing Finance And Leasing Private Limited,0.00
366,367,Webex Communications (India) Private Limited,0.00
367,368,Aditya Birla Power Company Limited,0.00
368,369,Seaprincess Hotels And Properties Private Limited,0.00
369,370,Marriott Hotels India Private Limited (Trf.),0.00
370,371,Concordia International (India) Services Private Limited,0.00
371,372,Magnus Properties Private Limited,0.00
372,373,Prescient Wealth Management Private Limited,0.00
373,374,Nbu Bearings Private Limited,0.00
374,375,Idfc Financial Holding Company Limited,0.00
375,376,Nirmal Bang Financial Services Private Limited,0.00
376,377,Usha Garments Manufacturing Company Private Limited,0.00
377,378,Vertex Newton Projects Private Limited,0.00
378,379,Advanced Technical And Management Consultants Private Limited,0.00
379,380,Shree Krishna Woollen Mills Private Limited,0.00
380,381,Micro Units Development & Refinance Agency Limited,0.00
381,382,Ashish Estates And Properties Pvt Ltd,0.00
382,383,Spectrum Johnson Tiles Private Limited,0.00
383,384,Safex Fire Services Limited,0.00
384,385,Prozone Intu Properties Limited,0.00
385,386,Chandurkar Investments Pvt Ltd,0.00
386,387,Amazia Fashion Private Limited,0.00
387,388,Yuvak Ventures Private Limited,0.00
388,389,Advanced Realty Private Limited,0.00
389,390,Multimodal Storage Solutions Private Limited,0.00
390,391,N Mohanlal And Company Private Limited,0.00
391,392,Rare Rose Premises Private Limited,0.00
392,393,Devu Tools Private Limited,0.00
393,394,Dhwaja Shares & Securities Private Limited,0.00
394,395,Cheay Investments Pvt Ltd,0.00
395,396,Aquarius India Manufacturing & Sourcing Private Limited,0.00
396,397,Hafsha Trading Private Limited,0.00
397,398,General Insurance Corporation Of India,0.00
398,399,Crowe Boda And Company Private Limited,0.00
399,400,Bhimrajka Impex Limited,0.00
400,401,Logus Realty Private Limited,0.00
401,402,Baumer Technologies India Private Limited,0.00
402,403,Dhwaja Commodity Services Private Limited,0.00
403,404,Jeetay Investments Pvt Ltd,0.00
404,405,Techno Tarp And Polymers Private Limited,0.00
405,406,Shree Nirmal Exports Private Limited,0.00
406,407,Home First Finance Company India Private  Limited,0.00
407,408,Radiant International Private Limited,0.00
408,409,Anurag Electronics (Gujarat) Pvt Ltd,0.00
409,410,Laser Sos (India) Private Limited,0.00
410,411,Barodawala Properties Private Limited,0.00
411,412,Neoworth Commercial Pvt Ltd,0.00
412,413,Biyani Financial Services Private Limited,0.00
413,414,Hercules Pigments Private Limited,0.00
414,415,Jaykal Exports Private Limited,0.00
415,416,Adventz Finance Private Limited,0.00
416,417,Allied Aviation Pvt Ltd,0.00
417,418,Fosma Maritime Institute And Research Organisation,0.00
418,419,Vedang Cellular Services Private Limited,0.00
419,420,Naman Finance And Investment Pvt Ltd,0.00
420,421,Viraj Estate Private Limited,0.00
421,422,Cisco Development India Private Limited,0.00
422,423,Saville Estates Private Limited,0.00
423,424,Alpex Holdings Private Limited,0.00
424,425,Ambernath Organics Private Limited,0.00
425,426,Aims Impex Private Limited,0.00
426,427,Matrix India Asset Advisors Private Limited,0.00
427,428,Thansau Decors Private Limited,0.00
428,429,Premier Opticals Pvt Ltd,0.00
429,430,Zen Pharma Private Limited,0.00
430,431,Accolade Properties Private Limited,0.00
431,432,Datamatics Business Solutions Limited,0.00
432,433,Antique Finance Private Limited,0.00
433,434,Psa Chemicals And Pharmaceuticals Pvt Ltd,0.00
434,435,Stci Finance Limited,0.00
435,436,Wilhelmsen Ship Management (India) Private Limited,0.00
436,437,Retailers Association'S Skill Council Of  India,0.00
437,438,Freight Connection India Private Limited,0.00
438,439,Samta Investrade Private Limited,0.00
439,440,Sofotel Infra Private Limited,0.00
440,441,Mobileum Technologies Private Limited,0.00
441,442,Napean Finvest Private Limited,0.00
442,443,Asha Penn Color Private Limited,0.00
443,444,Niharika Steel And Chemicals Private Limited,0.00
444,445,Sonu Realtor Private Limited,0.00
445,446,Neela Telefilms Private Limited,0.00
446,447,Diamond And Gem Development Corporation Ltd,0.00
447,448,Rahu Health And Medical Tourism Private Limited,0.00
448,449,Controlcase International Private Limited,0.00
449,450,Potential Builders Pvt Ltd,0.00
450,451,Mk Profinlease Private Limited,0.00
451,452,Welex Laboratories Private Limited,0.00
452,453,Lonza India Private Limited,0.00
453,454,Junish Composites (India) Private Limited,0.00
454,455,Paycraft Solutions Private Limited,0.00
455,456,Rajshri Entertainment Private Limited,0.00
456,457,Indo American Jewellery Limited,0.00
457,458,India Infoline Finance Limited,0.00
458,459,Award Offset Printers And Packaging Private Limited,0.00
459,460,Dk Web-Tech Private Limited,0.00
460,461,Honavar Electrodes Private Limited,0.00
461,462,Edelweiss Finvest Private Limited,0.00
462,463,Inspira Bio-Pharm Private Limited,0.00
463,464,Xpanxion International Private Limited,0.00
464,465,Genteel Trading Company Private Limited,0.00
465,466,B P Marine Academy,0.00
466,467,E-City Digital Cinemas Private Limited,0.00
467,468,Star Gold Private Limited,0.00
468,469,Max Spare Limited,0.00
469,470,Chanakya International Private Limited,0.00
470,471,Edelweiss Finance & Investments Limited,0.00
471,472,Zenith Securities And Investment Limited,0.00
472,473,Unique Pharmaceutical Laboratories Limited,0.00
