,SNo.,company,amount
0,1,Reliance Infrastructure Limited,"321,600,000.00"
1,2,Hdfc Bank Limited,"71,000,000.00"
2,3,Icici Home Finance Company Limited,"59,500,000.00"
3,4,Il&Fs; Financial Services Limited,"52,200,000.00"
4,5,Jm Financial Products Limited,"47,000,000.00"
5,6,Citicorp Finance (India) Limited,"29,100,000.00"
6,7,Ecgc Limited,"26,400,000.00"
7,8,Bachhraj And Company Private Limited,"26,200,000.00"
8,9,Jm Financial Asset Reconstruction Company Limited,"20,500,000.00"
9,10,Reliance Home Finance Limited,"20,400,000.00"
10,11,Kotak Mahindra Prime Limited,"20,000,000.00"
11,12,Capri Global Capital Limited,"16,300,000.00"
12,13,Reliance General Insurance Company Limited,"16,300,000.00"
13,14,Idbi Federal Life Insurance Company Limited,"15,900,000.00"
14,15,Tata Capital Housing Finance Limited,"15,000,000.00"
15,16,Bses Rajdhani Power Limited,"14,800,000.00"
16,17,Morgan Stanley India Primary Dealer Private Limited,"14,500,000.00"
17,18,Aditya Birla Finance Limited,"14,500,000.00"
18,19,Goldman Sachs (India) Capital Markets Private Limited,"14,300,000.00"
19,20,L&T; Infrastructure Finance Company Limited,"13,400,000.00"
20,21,The New India Assurance Company Limited,"13,300,000.00"
21,22,Jm Financial Credit Solutions Limited,"13,100,000.00"
22,23,Mahindra Rural Housing Finance Limited,"12,900,000.00"
23,24,M. Pallonji Logistics Private Limited,"12,600,000.00"
24,25,Kotak Mahindra Old Mutual Life Insurance  Limited,"12,000,000.00"
25,26,Tata Investment Corporation Limited,"11,900,000.00"
26,27,Gagandeep Credit Capital Private Limited,"11,100,000.00"
27,28,Reliance Nippon Life Insurance Company Limited,"11,100,000.00"
28,29,Dharmayug Investments Ltd,"10,500,000.00"
29,30,Barclays Securities (India) Private Limited,"10,400,000.00"
30,31,Indostar Capital Finance Limited,"10,200,000.00"
31,32,Sbi Dfhi Limited,"10,000,000.00"
32,33,A. K. Capital Finance Private Limited,"10,000,000.00"
33,34,Infina Finance Private Limited,"10,000,000.00"
34,35,J. P. Morgan Advisors India Private Limited,"9,800,000.00"
35,36,J.P. Morgan Securities India Private Limited,"9,200,000.00"
36,37,Credit Suisse Finance (India) Private Limited,"9,000,000.00"
37,38,Aditya Birla Sun Life Insurance Company Limited,"8,400,000.00"
38,39,Capital First Limited,"8,100,000.00"
39,40,Volkswagen Finance Private Limited,"7,700,000.00"
40,41,Rbl Bank Limited,"7,600,000.00"
41,42,Reliance Strategic Investments Limited,"7,300,000.00"
42,43,Govik Electricals Private Limited,"7,000,000.00"
43,44,Hdb Financial Services Limited,"7,000,000.00"
44,45,Altico Capital India Private Limited,"6,800,000.00"
45,46,Goldman Sachs (India) Finance Private Limited,"6,400,000.00"
46,47,Pnb Housing Finance Limited,"6,400,000.00"
47,48,Bajaj Sevashram Private Limited,"6,200,000.00"
48,49,L&T; Infra Debt Fund Limited,"6,000,000.00"
49,50,Reliance Ventures Limited,"5,300,000.00"
50,51,Bajaj Finance Limited,"5,300,000.00"
51,52,Jsw Holdings Limited,"5,100,000.00"
52,53,Engineering And Agencies Pvt Ltd,"5,000,000.00"
53,54,Bajaj Allianz Life Insurance Company Limited,"5,000,000.00"
54,55,Dcb Bank Limited,"5,000,000.00"
55,56,Winro Commercial (India) Ltd,"5,000,000.00"
56,57,Propellum Infotech Private Limited,"5,000,000.00"
57,58,Chevron Phillips Chemicals India Private  Limited,"4,800,000.00"
58,59,Julius Baer Capital (India) Private Limited,"4,300,000.00"
59,60,Ambit Private Limited,"4,200,000.00"
60,61,Synergia Life Sciences Private Limited,"4,000,000.00"
61,62,Nomura Capital (India) Private Limited,"3,900,000.00"
62,63,Neelammegha Investment And Trading Co Pvt Ltd,"3,800,000.00"
63,64,Hdfc Holdings Limited,"3,800,000.00"
64,65,Baroda Industries Private Limited,"3,600,000.00"
65,66,L&T; Finance Holdings Limited,"3,500,000.00"
66,67,Hdfc Credila Financial Services Private Limited,"3,400,000.00"
67,68,Infrastructure Leasing And Financial Services Limited,"3,200,000.00"
68,69,Rational Art And Press Private Limited,"3,200,000.00"
69,70,Tata Aig General Insurance Company Limited,"3,100,000.00"
70,71,Idfc Limited,"3,100,000.00"
71,72,Dewan Housing Finance Corporation Limited,"3,100,000.00"
72,73,Amore Jewels Private Limited,"3,100,000.00"
73,74,Global Aviation Services Private Limited,"3,000,000.00"
74,75,Irep Credit Capital Private Limited,"3,000,000.00"
75,76,Hdfc Investments Limited,"3,000,000.00"
76,77,C M Jain Impex And Investments Private Limited,"3,000,000.00"
77,78,Kotak Mahindra Investments Limited,"3,000,000.00"
78,79,Hdfc Standard Life Insurance Company Limited,"2,900,000.00"
79,80,Pegasus Assets Reconstruction Private Limited,"2,800,000.00"
80,81,Nutron Pharmaceuticals Private Limited,"2,700,000.00"
81,82,Alco Company Private Limited,"2,700,000.00"
82,83,Raheja Qbe General Insurance Company Limited,"2,700,000.00"
83,84,Saraswati Commercial (India) Ltd,"2,700,000.00"
84,85,Hamilton & Company Limited,"2,700,000.00"
85,86,Paragon Property Enterprises Private Limited,"2,500,000.00"
86,87,Aesthetic Builders Private Limited,"2,500,000.00"
87,88,Bellwether Capital Private Limited,"2,500,000.00"
88,89,Kc Maritime (India) Limited,"2,500,000.00"
89,90,Parle Bisleri Private Limited,"2,500,000.00"
90,91,Edelweiss Housing Finance Limited,"2,500,000.00"
91,92,Goodwill Warehousing Private Limited,"2,500,000.00"
92,93,Aquamarine Realty Private Limited,"2,500,000.00"
93,94,Beehive Communications Private Limited,"2,500,000.00"
94,95,Sound Securities Private Limited,"2,500,000.00"
95,96,L&T; Finance Limited,"2,400,000.00"
96,97,Pakona Engineers (India)Pvt Ltd,"2,400,000.00"
97,98,Ambit Finvest Private Limited,"2,200,000.00"
98,99,Neutron Enterprises Private Limited,"2,200,000.00"
99,100,Il&Fs; Tamil Nadu Power Company Limited,"2,100,000.00"
100,101,Industrial Investment Trust Limited,"2,100,000.00"
101,102,Sharekhan Commodities Private Limited,"2,100,000.00"
102,103,Hd Fire Protect Private Limited,"2,100,000.00"
103,104,Apax Partners India Advisers Private Limited,"2,000,000.00"
104,105,Resin Distributors Limited,"2,000,000.00"
105,106,Kkr India Financial Services Private Limited,"2,000,000.00"
106,107,Ronuplate Private Limited.,"2,000,000.00"
107,108,Abhiraj Trading And Investments Private Limited,"2,000,000.00"
108,109,Tata Capital Limited,"1,900,000.00"
109,110,Reliance Welfare Association,"1,900,000.00"
110,111,Aadhar Housing Finance Limited,"1,900,000.00"
111,112,Acg Inspection Systems Private Limited,"1,900,000.00"
112,113,Idfc Bank Limited,"1,900,000.00"
113,114,Bhishma Realty Limited,"1,800,000.00"
114,115,Si Investments And Broking Private Limited,"1,800,000.00"
115,116,Eurokids International Private Limited,"1,700,000.00"
116,117,The Swastik Safe Deposit And Investments  Ltd,"1,700,000.00"
117,118,Elan Pharma (India) Private Limited,"1,700,000.00"
118,119,Enam Asset Management Company Private Lmited,"1,700,000.00"
119,120,Bachhraj Factories Private Limited,"1,600,000.00"
120,121,Valmet Automation Private Limited,"1,600,000.00"
121,122,Axis Bank Limited,"1,600,000.00"
122,123,Pil Mumbai Private Limited,"1,600,000.00"
123,124,Macquarie Finance (India) Private Limited,"1,500,000.00"
124,125,Icpa Health Products Ltd,"1,500,000.00"
125,126,Bdr Lifesciences Private Limited,"1,500,000.00"
126,127,Syntel Solutions (India) Private Limited,"1,500,000.00"
127,128,Bang Equity Broking Private Limited,"1,500,000.00"
128,129,Mystique Realty Private Limited,"1,500,000.00"
129,130,Amerigo Realty Private Limited,"1,500,000.00"
130,131,Thakorlal Hiralal Exports Private Limited,"1,400,000.00"
131,132,Spencer International Hotels Limited,"1,400,000.00"
132,133,Camart Finance Limited,"1,400,000.00"
133,134,Wallem Shipmanagement (India) Private Limited,"1,400,000.00"
134,135,Cdsl Ventures Limited,"1,400,000.00"
135,136,Crest Ventures Limited,"1,400,000.00"
136,137,Kangaroo Kids Education Limited,"1,400,000.00"
137,138,Mahaavir Universal Homes Private Limited,"1,300,000.00"
138,139,Legasis Services Private Limited,"1,300,000.00"
139,140,Futura Commercials Private Limited,"1,300,000.00"
140,141,Coface India Credit Management Services Private Limited,"1,300,000.00"
141,142,India Index Services And Products Limited,"1,300,000.00"
142,143,Moody International (India) Private Limited,"1,300,000.00"
143,144,The Associated Auto Parts Private Limited,"1,200,000.00"
144,145,Dhanki Securities Private Limited,"1,200,000.00"
145,146,Sudarshan Fiscal Services Pvt Ltd,"1,200,000.00"
146,147,Marwah Steels Private Limited,"1,200,000.00"
147,148,Forevermark Diamonds Private Limited,"1,200,000.00"
148,149,Advent India Pe Advisors Private Limited,"1,200,000.00"
149,150,Anibrain Digital Technologies Private Limited,"1,200,000.00"
150,151,Gavs Technologies Private Limited,"1,200,000.00"
151,152,Commtel Networks Private Limited,"1,200,000.00"
152,153,Tcfc Finance Limited,"1,200,000.00"
153,154,Cisco Systems Capital (India) Private Limited,"1,200,000.00"
154,155,Chorus Call Conferencing Services India Private Limited,"1,200,000.00"
155,156,Messe Frankfurt Trade Fairs India Private Limited,"1,100,000.00"
156,157,Nexus India Capital Advisors Private Limited,"1,100,000.00"
157,158,Anand Investment Private Limited,"1,100,000.00"
158,159,Mehboob Production Private Limited,"1,100,000.00"
159,160,Future Generali India Insurance Company Limited,"1,100,000.00"
160,161,Omidyar Network India Advisors Private Limited,"1,100,000.00"
161,162,Zodiac Finsec And Holdings Limited,"1,100,000.00"
162,163,Aavishkaar Venture Management Services Private Limited,"1,100,000.00"
163,164,Bses Yamuna Power Limited,"1,100,000.00"
164,165,India Infoline Housing Finance Limited,"1,100,000.00"
165,166,G.D.Birla Medical Research And Education  Foundation,"1,100,000.00"
166,167,Hinduja Finance Limited,"1,100,000.00"
167,168,Birla Management Centre Services Limited,"1,100,000.00"
168,169,Hapag-Lloyd India Private Limited,"1,000,000.00"
169,170,Sykes And Ray Equities (India ) Ltd,"1,000,000.00"
170,171,Ram Ratna Infrastructure Pvt Limited,"1,000,000.00"
171,172,Nomura Fixed Income Securities Private Limited,"1,000,000.00"
172,173,Siddhesh Capital Market Services Private  Limited,"1,000,000.00"
173,174,Fedbank Financial Services Limited,"1,000,000.00"
174,175,Christie'S India Private Limited,"1,000,000.00"
175,176,Sarovar Hotels Private Limited,"1,000,000.00"
176,177,Bang Securities Private Limited,"1,000,000.00"
177,178,Ratanchand Investment Private Limited,"1,000,000.00"
178,179,Citec Engineering India Private Limited,"1,000,000.00"
179,180,Star Chemicals (Bombay) Private Limited,"1,000,000.00"
180,181,Lakhani Dyestuffs Private Limited,"900,000.00"
181,182,Altitude Investments Private Limited,"900,000.00"
182,183,Propiedades Realties Private Limited,"900,000.00"
183,184,Zeus Air Services Private Limited,"900,000.00"
184,185,Hi-Point Services (India) Private Limited,"900,000.00"
185,186,Hsbc Professional Services (India) Private Limited,"900,000.00"
186,187,Synergy Synthetics Private Limited,"900,000.00"
187,188,Pdm Media (India) Private Limited,"800,000.00"
188,189,Moldex Composites Private Limited,"800,000.00"
189,190,Karun Carpets Private Limited,"800,000.00"
190,191,Priyanka Finance Private Limited,"800,000.00"
191,192,Idfc Infrastructure Finance Limited,"800,000.00"
192,193,Ind-Finance And Securities Trust Private  Limited,"800,000.00"
193,194,Af-Taab Investment Company Limited,"800,000.00"
194,195,Deutsche India Holdings Private Limited,"800,000.00"
195,196,New Silk Route Advisors Private Limited,"800,000.00"
196,197,Janalakshmi Financial Services Limited,"800,000.00"
197,198,Navdeep Chemicals Private Limited,"700,000.00"
198,199,Shanteri Investment Private Limited,"700,000.00"
199,200,Spa Holdings Private Limited,"700,000.00"
200,201,Capital First Home Finance Limited,"700,000.00"
201,202,Maritime Services Private Limited,"700,000.00"
202,203,Geecee Investments Limited,"700,000.00"
203,204,Indrajit Power Private Limited,"700,000.00"
204,205,Radius Corporate Solutions (India) Private Limited,"700,000.00"
205,206,Valuequest Investment Advisors Private Limited,"700,000.00"
206,207,Vistra Itcl (India) Limited,"600,000.00"
207,208,The Anglo Scottish Education Society,"600,000.00"
208,209,Securities Investment Management Private  Limited,"600,000.00"
209,210,Healthindia Insurance Tpa Services Private Limited,"600,000.00"
210,211,Ehara Engineering Pvt Ltd,"600,000.00"
211,212,P H Financial And Investment Consultants  Pvt Ltd,"600,000.00"
212,213,Irclass Systems And Solutions Private Limited,"600,000.00"
213,214,Brookfield India Office Parks Private Limited,"500,000.00"
214,215,Motilal Oswal Financial Services Limited,"500,000.00"
215,216,Dgp Securities Limited,"500,000.00"
216,217,Powermaster Engineers Private Limited,"500,000.00"
217,218,Oilex Enginers (India) Pvt Ltd,"500,000.00"
218,219,Pashupati Capital Services Private Limited,"500,000.00"
219,220,Edelweiss Retail Finance Limited,"500,000.00"
220,221,Orix Leasing & Financial Services India Limited,"500,000.00"
221,222,Helion Advisors Private Limited,"500,000.00"
222,223,Cafco Consultants Limited,"500,000.00"
223,224,Sbicap Trustee Company Limited,"500,000.00"
224,225,Tata Trustee Company Limited,"500,000.00"
225,226,Tata Capital Financial Services Limited,"500,000.00"
226,227,Meso Private Limited,"500,000.00"
227,228,Pentel Stationery (India) Private Limited,"500,000.00"
228,229,Syntel Global Private Limited,"400,000.00"
229,230,General Industrial Controls Pvt Ltd,"400,000.00"
230,231,Pinky Ventures Private Limited,"400,000.00"
231,232,Suparna Chemicals Limited,"400,000.00"
232,233,Illuminati Trading Private Limited,"400,000.00"
233,234,Tata Cleantech Capital Limited,"400,000.00"
