,SNo.,company,amount
0,1,Reliance Ventures Limited,"20,000,000.00"
1,2,Edelweiss Financial Services Limited,"3,300,000.00"
2,3,Grameen Koota Financial Services Private  Limited,"1,900,000.00"
3,4,Volkswagen Finance Private Limited,"1,400,000.00"
4,5,Kotak Mahindra Bank Limited,"1,000,000.00"
5,6,Crompton Greaves Consumer Electricals Limited,"600,000.00"
6,7,Ador Welding Limited,"600,000.00"
7,8,Tata Trustee Company Limited,"500,000.00"
8,9,Tata Investment Corporation Limited,"300,000.00"
9,10,Gmm Pfaudler Limited,"300,000.00"
10,11,Kevin Enterprises Private Limited,"300,000.00"
11,12,Pfeiffer Vacuum (India) Private Limited,"300,000.00"
12,13,Accutest Research Laboratories India Private Limited,"300,000.00"
13,14,Dai-Ichi Karkaria Limited,"300,000.00"
14,15,Black & Veatch Private Limited,"300,000.00"
15,16,Mahindra Rural Housing Finance Limited,"100,000.00"
16,17,National Bulk Handling Corporation Private Limited,0.00
17,18,Timesofmoney Private Limited,0.00
