,SNo.,company,amount
0,1,Acg Pharma Technologies Private Limited,"7,800,000.00"
1,2,Paranjape Autocast Private Limited,"5,900,000.00"
2,3,Acg Pharmapack Private Limited,"5,900,000.00"
3,4,Indusind Bank Ltd.,"5,800,000.00"
4,5,Rieter India Private Limited,"2,900,000.00"
5,6,Mitcon Consultancy & Engineering Services Limited,"2,800,000.00"
6,7,Axis Bank Limited,"2,300,000.00"
7,8,Here Solutions India Private Limited,"2,200,000.00"
8,9,Spicer India Private Limited,"1,600,000.00"
9,10,Maharashtra Scooters Ltd,"1,200,000.00"
10,11,Green Infra Wind Energy Limited,"1,000,000.00"
11,12,Black & Veatch Private Limited,"700,000.00"
12,13,Green Power Sugars Limited,"500,000.00"
13,14,Dbxento Systems Private Limited,"500,000.00"
14,15,India Index Services And Products Limited,"400,000.00"
15,16,Mutha Founders Pvt Ltd,"400,000.00"
16,17,Micro Housing Finance Corporation Limited,"100,000.00"
17,18,Aquapharm Chemicals Private Limited,"100,000.00"
18,19,Shri Dutt India Private Limited,"100,000.00"
19,20,Chandukaka Saraf And Sons Private Limited,"100,000.00"
20,21,Green Infra Solar Farms Limited,0.00
21,22,Cipy Poly Urethanes Private Limited,0.00
22,23,Crane Process Flow Technologies (India) Private Limited,0.00
23,24,Ajwani Infrastructure Private Limited,0.00
24,25,Gera Developments Private Limited,0.00
