,SNo.,company,amount
0,1,Lubrizol India Private Limited,"23,800,000.00"
1,2,Reliance Power Limited,"13,600,000.00"
2,3,Indiabulls Housing Finance Limited,"10,000,000.00"
3,4,India Infoline Finance Limited,"10,000,000.00"
4,5,Dsp Merrill Lynch Capital Limited,"10,000,000.00"
5,6,Star Union Dai-Ichi Life Insurance Company Limited,"6,700,000.00"
6,7,Nomura Capital (India) Private Limited,"6,200,000.00"
7,8,Idbi Bank Limited,"6,000,000.00"
8,9,Nyk Line (India) Private Limited,"5,800,000.00"
9,10,Nocil Limited,"5,000,000.00"
10,11,Globeop Financial Services Technologies (India) Private Limited,"4,600,000.00"
11,12,Hsbc Investdirect Financial Services (India) Limited,"4,200,000.00"
12,13,Advanced Enzyme Technologies Limited,"3,800,000.00"
13,14,J K Investors(Bombay) Limited,"3,800,000.00"
14,15,The New India Assurance Company Limited,"3,700,000.00"
15,16,Here Solutions India Private Limited,"3,700,000.00"
16,17,Tata Capital Housing Finance Limited,"3,200,000.00"
17,18,A K Capital Services Limited,"3,000,000.00"
18,19,Sri Krishna Pharmaceuticals Limited,"3,000,000.00"
19,20,Dhfl Pramerica Life Insurance Company Limited,"2,800,000.00"
20,21,Nomura Fixed Income Securities Private Limited,"2,700,000.00"
21,22,Sbi Capital Markets Limited,"2,600,000.00"
22,23,Ameya Logistics Private Limited,"2,500,000.00"
23,24,Ups Jetair Express Private Limited,"2,400,000.00"
24,25,Manba Finance Limited,"2,300,000.00"
25,26,Indostar Capital Finance Limited,"2,100,000.00"
26,27,Arihant Industrial Corporation Limited,"2,100,000.00"
27,28,Mindstix Software Labs Private Limited,"1,900,000.00"
28,29,Suryoday Small Finance Bank Limited,"1,700,000.00"
29,30,Dewan Housing Finance Corporation Limited,"1,600,000.00"
30,31,Metmill Footwear Private Limited,"1,500,000.00"
31,32,Gruh Finance Limited,"1,500,000.00"
32,33,Insight Business Machines Private Limited,"1,300,000.00"
33,34,Croda India Company Private Limited,"1,200,000.00"
34,35,Vidarbha Industries Power Limited,"1,100,000.00"
35,36,Godrej Consoveyo Logistics Automation Limited,"1,100,000.00"
36,37,Camlin Fine Sciences Limited,"1,000,000.00"
37,38,Experis It Private Limited,"1,000,000.00"
38,39,Idbi Intech Limited,"1,000,000.00"
39,40,Bluechip Insurance Broking Private Limited,"1,000,000.00"
40,41,Kkr India Financial Services Private Limited,"1,000,000.00"
41,42,Rpg Life Sciences Limited,"900,000.00"
42,43,Monginis Foods Private Limited,"900,000.00"
43,44,Volkswagen Finance Private Limited,"900,000.00"
44,45,Progility Technologies Private Limited,"900,000.00"
45,46,Advanced Bio-Agro Tech Limited,"800,000.00"
46,47,Nirmal Industrial Controls Private Limited,"800,000.00"
47,48,Micro Pneumatics Private Limited,"700,000.00"
48,49,Karamtara Engineering Private Limited,"600,000.00"
49,50,Indoco Remedies Limited,"600,000.00"
50,51,Nomura Financial Advisory And Securities  (India) Private Limited,"600,000.00"
51,52,Infrastructure Leasing And Financial Services Limited,"600,000.00"
52,53,Bayer Pharmaceuticals Private Limited,"500,000.00"
53,54,Si Investments And Broking Private Limited,"500,000.00"
54,55,Jsw Holdings Limited,"500,000.00"
55,56,House Of Anita Dongre Limited,"500,000.00"
56,57,Kkr India Advisors Private Limited,"500,000.00"
57,58,India Index Services And Products Limited,"500,000.00"
58,59,Sbi Macquarie Infrastructure Management Private Limited,"400,000.00"
59,60,Macquarie Finance (India) Private Limited,"400,000.00"
60,61,Indo Borax & Chemicals Limited,"400,000.00"
61,62,Cosmo Chemicals Private Limited,"300,000.00"
62,63,Innoven Capital India Private Limited,"300,000.00"
63,64,Scope T And M Private Limited,"300,000.00"
64,65,Adam Fabriwerk Private Limited,"300,000.00"
65,66,Ambit Finvest Private Limited,"200,000.00"
66,67,Aptar Pharma India Private Limited,"200,000.00"
67,68,Spaco Technologies (India) Private Limited,"200,000.00"
68,69,Capita India Private Limited,"200,000.00"
69,70,Powermaster Engineers Private Limited,"200,000.00"
70,71,Tropical Clothing Company Private Limited,"100,000.00"
71,72,Glory Global Solutions (South Asia) Private Limited,"100,000.00"
72,73,Trimurti Fabricators Private Limited,"100,000.00"
73,74,Parle Elizabeth Tools Private Limited,"100,000.00"
74,75,Euronet Services India Private Limited,"100,000.00"
75,76,Siro Clinpharm Private Limited,"100,000.00"
76,77,Dinesh Engineers Private Limited,0.00
77,78,E-Emphasys Solutions Private Limited,0.00
78,79,Jm Financial Credit Solutions Limited,0.00
79,80,Perkinelmer (India) Private Limited,0.00
80,81,Vector Management Consulting Private Limited.,0.00
81,82,Pitambari Products Private Limited,0.00
82,83,Om Sagar Engineering Private Limited,0.00
83,84,Jupiter Life Line Hospitals Limited,0.00
84,85,Shoft Shipyard Private Limited,0.00
85,86,Parle Global Technologies Private Limited,0.00
86,87,Zero Microfinance And Savings Support Pr Ivate Limited,0.00
87,88,Cbc Corporation (India) Private Limited,0.00
88,89,Antony Lara Enviro Solutions Private Limited,0.00
89,90,Sunny Housing India Private Limited,0.00
90,91,Perrigo Laboratories India Private Limited,0.00
91,92,Mody Pumps (India) Private Limited,0.00
92,93,Rajasthan Sun Technique Energy Private Limited,0.00
93,94,Cu Inspections & Certifications India Private Limited,0.00
94,95,Rosa Power Supply Company Limited,0.00
95,96,Reliance Capital Ltd,0.00
96,97,Custom Capsules Private Limited,0.00
97,98,Edicon Pneumatic Tool Company Private Limited,0.00
98,99,Govik Electricals Private Limited,0.00
99,100,Profab Engineers Private Limited,0.00
100,101,Reliance Cleangen Limited,0.00
101,102,Kkr India Asset Finance Private Limited,0.00
102,103,Sasan Power Limited,0.00
103,104,Magma Itl Finance Limited,0.00
104,105,Samalkot Power Limited,0.00
105,106,Hinduja Finance Limited,0.00
106,107,Sbi General Insurance Company Limited,0.00
107,108,Irclass Systems And Solutions Private Limited,0.00
108,109,Ness Software Services Private Limited,0.00
109,110,Aditya Birla Capital Limited,0.00
110,111,Leena Power-Tech Engineers Private Limited,0.00
111,112,Morningstar India Private Limited,0.00
