,SNo.,company,amount
0,1,Bajaj Allianz Life Insurance Company Limited,"153,000,000.00"
1,2,Bajaj Allianz General Insurance Company Limited,"50,000,000.00"
2,3,Ajeet Seeds Private Limited,"31,100,000.00"
3,4,Bajaj Holdings & Investment Limited.,"9,500,000.00"
4,5,Mahyco Monsanto Biotech (India) Private Limited,"4,500,000.00"
5,6,Molecular Connections Private Limited,"4,100,000.00"
6,7,Infrastructure Leasing And Financial Services Limited,"3,500,000.00"
7,8,Wapcos Limited,"3,400,000.00"
8,9,Bharat Agri Fert & Realty Limited,"2,600,000.00"
9,10,India Infoline Finance Limited,"2,500,000.00"
10,11,Aurangabad Electricals Limited,"2,500,000.00"
11,12,Bajaj Finance Limited,"2,000,000.00"
12,13,Volkswagen Finance Private Limited,"1,700,000.00"
13,14,Marathwada Auto Compo Private Limited,"1,500,000.00"
14,15,Morganite Crucible (India) Limited,"1,500,000.00"
15,16,Domex E-Data Private Limited,"1,400,000.00"
16,17,Fainger Leser Valves Pvt Ltd,"1,100,000.00"
17,18,Il&Fs; Tamil Nadu Power Company Limited,"1,100,000.00"
18,19,Metalman Auto Private Limited,"900,000.00"
19,20,Pil Mumbai Private Limited,"800,000.00"
20,21,Star Chemicals (Bombay) Private Limited,"600,000.00"
21,22,Umasons Auto Compo Private Limited,"600,000.00"
22,23,Omr Bagla Automotive Systems India Limited,"500,000.00"
23,24,Indoco Remedies Limited,"500,000.00"
24,25,Rbl Bank Limited,"300,000.00"
25,26,Crompton Greaves Consumer Electricals Limited,"300,000.00"
26,27,Minex Metallurgical Company Limited,"300,000.00"
27,28,Suttatti Enterprises Private Limited,"100,000.00"
28,29,Poonawalla Holdings Pvt Ltd,"100,000.00"
29,30,Blue Cross Laboratories Private Limited,"100,000.00"
30,31,Bajaj Auto Holdings Limited,0.00
31,32,Altico Capital India Private Limited,0.00
32,33,Bg Li-In Electricals Limited,0.00
33,34,Gangamai Industries And Constructions Limited,0.00
34,35,Taiyo Lucid Private Limited,0.00
35,36,Dhoot Transmission Private Limited,0.00
36,37,Align Components Private Limited,0.00
37,38,Varsa Plastic Industries Private Limited,0.00
38,39,Clad Metal India Private Limited,0.00
39,40,Sanjeev Auto Parts Manufacturers Private Limited,0.00
40,41,Sudarshan Saur Shakti Private Limited,0.00
