,SNo.,company,amount
0,1,Jyoti Ceramic Industries Private Limited,"11,000,000.00"
1,2,Koso India Private Limited,"8,100,000.00"
2,3,India Ratings And Research Private Limited,"6,000,000.00"
3,4,Lord India Private Limited,"5,500,000.00"
4,5,Kunkel Wagner (India) Pvt Ltd,"5,000,000.00"
5,6,Bagzone Lifestyles Private Limited,"4,500,000.00"
6,7,Rishabh Instruments Pvt Ltd,"3,900,000.00"
7,8,Rothe Erde India Private Limited,"3,500,000.00"
8,9,Msl Driveline Systems Limited,"3,400,000.00"
9,10,Spicer India Private Limited,"3,100,000.00"
10,11,Tata Capital Housing Finance Limited,"3,000,000.00"
11,12,Sula Vineyards Private Limited,"2,800,000.00"
12,13,Harsh Constructions Private Limited,"2,700,000.00"
13,14,Altico Capital India Private Limited,"2,500,000.00"
14,15,Wallace Flour Mills Company Private Limited,"2,000,000.00"
15,16,Fortuna Engineering Private Limited,"1,000,000.00"
16,17,Lucy Electric India Private Limited,"1,000,000.00"
17,18,Catapharma Chemicals Private Limited,"1,000,000.00"
18,19,Gabriel India Limited,"900,000.00"
19,20,Anand Automotive Private Limited,"900,000.00"
20,21,Vadivarhe Speciality Chemicals Limited,"700,000.00"
21,22,Alicon Castalloy Limited,"700,000.00"
22,23,Ansys Software Private Limited,"600,000.00"
23,24,Blue Cross Laboratories Private Limited,"500,000.00"
24,25,Poddar Tyres Limited,"500,000.00"
25,26,Cupid Limited,"500,000.00"
26,27,All Services Global Private Limited,"300,000.00"
27,28,Adam Fabriwerk Private Limited,"300,000.00"
28,29,Right Tight Fastners Private Limited,"200,000.00"
29,30,Bnp Paribas India Solutions Private Limited,"200,000.00"
30,31,Indo-Russian Aviation Limited,"200,000.00"
31,32,D'Decor Home Fabrics Private Limited,"100,000.00"
32,33,Morarjee Textiles Limited,"100,000.00"
33,34,Hdfc Holdings Limited,0.00
34,35,Arrow Textiles Limited,0.00
35,36,Delta Finochem Private Limited,0.00
36,37,Sahyadri Farmers Producer Company Limited,0.00
37,38,Dhumal Poultry Equipmente Private Limited,0.00
38,39,Tecna Weldcon India Private Limited,0.00
