,SNo.,company,amount
0,1,Coal India Ltd Govt Of India Undertaking,"174,971,000.00"
1,2,Cesc Ltd,"141,388,260.00"
2,3,Infosys Limited,"70,000,000.00"
3,4,Noida Power Company Limited,"23,000,000.00"
4,5,Indianoil Petronas Private Limited,"19,700,000.00"
5,6,Maithan Alloys Ltd.,"10,000,000.00"
6,7,Srei Equipment Finance Limited,"9,365,000.00"
7,8,Russell Credit Ltd,"9,000,000.00"
8,9,Crescent Power Limited,"7,700,000.00"
9,10,R S Software (India) Ltd.,"7,500,000.00"
10,11,South City Projects (Kolkata) Limited,"6,932,000.00"
11,12,Joy Global (India) Limited,"6,100,000.00"
12,13,Srei Infrastructure Finance Limited,"5,500,000.00"
13,14,Saregama India Limited,"5,400,000.00"
14,15,J G Hosiery Private Limited,"5,163,000.00"
15,16,Hsbc Electronic Data Processing India Private Limited,"5,110,605.00"
16,17,Upl Limited,"5,100,000.00"
17,18,Kusum Healthcare Private Limited,"5,000,000.00"
18,19,Pricewaterhousecoopers Service Delivery Center (Kolkata) Private Limited,"4,525,000.00"
19,20,Ecl Finance Limited,"4,025,650.00"
20,21,Aradhana Investments Ltd,"4,000,000.00"
21,22,Warren Tea Limited,"4,000,000.00"
22,23,M.N. Dastur & Company (P) Ltd.,"3,020,000.00"
23,24,Neptunus Power Plant Services Private Limited,"3,000,000.00"
24,25,Apollo Gleneagles Hospital Limited,"2,920,000.00"
25,26,International Conveyors Ltd.,"2,750,000.00"
26,27,West Bengal Infrastructure Development Finance Corpn Ltd (Wbgovt Company),"2,550,000.00"
27,28,Tata Capital Financial Services Limited,"2,500,000.00"
28,29,Dollar Industries Limited,"2,000,000.00"
29,30,Nipur Chemicals Limited,"2,000,000.00"
30,31,Dhunseri Tea & Industries Limited,"2,000,000.00"
31,32,Srijan Realty Private Limited,"1,890,000.00"
32,33,Baazar Retail Limited,"1,707,200.00"
33,34,Saj Food Products Private Limited,"1,694,000.00"
34,35,Stellar Information Technology Private Limited,"1,675,000.00"
35,36,Fortune Park Hotels Limited,"1,618,000.00"
36,37,Rdb Realty & Infrastructure Limited,"1,551,000.00"
37,38,Vardhan Ltd.,"1,550,000.00"
38,39,Mangalam Fashions Limited,"1,500,000.00"
39,40,Rites Limited,"1,300,000.00"
40,41,Saraogi Udyog Private Limited,"1,297,000.00"
41,42,Kajaria Ceramics Limited,"1,200,000.00"
42,43,The Peerless General Finance & Investment Co Ltd,"1,110,000.00"
43,44,Jekay International Track Pvt. Ltd.,"1,010,000.00"
44,45,Siara Engineering Private Limited,"1,000,000.00"
45,46,Sundaram Bnp Paribas Home Finance Limited,"1,000,000.00"
46,47,Dharam Pal Prem Chand Ltd,"1,000,000.00"
47,48,Welspun Solar Ap Private Limited,"1,000,000.00"
48,49,Container Corporation Of India Limited,"1,000,000.00"
49,50,Braithwaite & Co Ltd,"958,000.00"
50,51,R.V. Investment And Dealers Ltd,"950,500.00"
51,52,Esab India Limited,"948,000.00"
52,53,Bhandari Automobiles Private Limited,"872,900.00"
53,54,Jms Mining Services Private Limited,"800,000.00"
54,55,Kirtivardhan Finvest Services Limited,"800,000.00"
55,56,Gloster Limited,"700,000.00"
56,57,Rural Electrification Corporation Limited,"683,080.00"
57,58,Bmw Industries Limited,"525,000.00"
58,59,Adventz Finance Private Limited,"500,000.00"
59,60,Jet Age Securities Pvt Ltd,"500,000.00"
60,61,Rsm Builders & Securities Private Limited,"500,000.00"
61,62,Magma Fincorp Limited,"461,000.00"
62,63,Adhunik Industries Limited,"451,000.00"
63,64,Linc Pen & Plastics Ltd,"450,000.00"
64,65,Ambuja Neotia Holdings Private Limited,"379,167.00"
65,66,Jet Age Finance Pvt. Ltd.,"374,000.00"
66,67,Induss Food Products & Equipments Limited,"312,000.00"
67,68,Exide Industries Limited,"300,000.00"
68,69,Novartis India Limited,"300,000.00"
69,70,International Combustion (India) Ltd,"300,000.00"
70,71,La Opala R G Limited,"297,000.00"
71,72,Sucden India Private Limited,"271,000.00"
72,73,Tata Autocomp Systems Limited,"235,000.00"
73,74,Topsel Pvt Ltd,"205,309.00"
74,75,Hi-Tech Systems & Services Ltd.,"200,000.00"
75,76,Ifb Industries Ltd,"160,000.00"
76,77,J V Gokal And Company Private Limited,"145,099.00"
77,78,Godrej Properties Limited,"100,000.00"
78,79,Ansys Software Private Limited,"100,000.00"
79,80,Strassenburg Pharmaceuticals Ltd.,"100,000.00"
80,81,Intrasoft Technologies Limited,"72,800.00"
81,82,T P Roy Chowdhury & Co Private Limited,"60,000.00"
82,83,Betex India Limited (Co Tr From Maha ),"51,000.00"
83,84,Alchemy Capital Management Private Limited,"50,000.00"
84,85,Infosoft Global Private Limited,"30,000.00"
85,86,Binaguri Tea Co Pvt Ltd,"20,000.00"
86,87,Great Eastern Energy Corporation Limited,"8,000.00"
87,88,Family Credit Limited,"8,000.00"
88,89,Adhunik Infrastructures Private Limited,"5,580.00"
89,90,Bma Stainless Limited,0.00
90,91,Infinity Infotech Parks Limited,0.00
91,92,Shalimar Wires Industries Limited,0.00
