,SNo.,company,amount
0,1,Powerlinks Transmission Limited,"12,461,000.00"
1,2,Sahara India Life Insurance Company Limited,"6,220,500.00"
2,3,Colgate-Palmolive (India) Limited,"5,500,000.00"
3,4,The Seksaria Biswan Sugar Factory Limiited,"3,207,874.00"
4,5,Bharat Heavy Electricals Limited,"3,000,000.00"
5,6,Huawei Telecommunications (India) Company Private Limited,"2,983,619.00"
6,7,Ecl Finance Limited,"2,507,000.00"
7,8,Su-Kam Power Systems Limited,"2,500,000.00"
8,9,Ubs Securities India Private Limited,"2,475,000.00"
9,10,Ptc Industries Limited,"2,112,915.00"
10,11,K M Sugar Mills Limited,"2,052,753.00"
11,12,Afcons Infrastructure Limited,"2,000,000.00"
12,13,Shreyas Morakhia And Famiily Assets Private Limited,"1,500,000.00"
13,14,Worldwide Safety Private Limited,"1,500,000.00"
14,15,Medhaj Techno Concept Private Limited,"1,477,000.00"
15,16,Paarth Infrabuild Private Limited.,"1,200,000.00"
16,17,Sonata Finance Private Limited,"1,125,251.00"
17,18,Ikm Investors Private Limited,"1,125,000.00"
18,19,Power Grid Corporation Of India Limited,"1,108,000.00"
19,20,Aryan Exporters Private Limited,"1,100,000.00"
20,21,Rim Jhim Ispat Limted,"1,000,000.00"
21,22,Sandoz Private Limited,"1,000,000.00"
22,23,Sharekhan Commodities Private Limited,"1,000,000.00"
23,24,India Pesticides Limited.,"962,000.00"
24,25,Idbi Bank Limited,"699,500.00"
25,26,Datavision Systems Private Limited,"683,380.00"
26,27,Ralson (India) Limited,"639,615.00"
27,28,Encardio Rite Electronics Private Limited,"600,000.00"
28,29,Amrit Bottlers Pvt Ltd,"600,000.00"
29,30,Omidyar Network India Advisors Private Limited,"318,235.00"
30,31,Bse Limited,"300,000.00"
31,32,Eldeco City Private Limited,"251,284.00"
32,33,Shalimar Corp Limited,"250,000.00"
33,34,Torpedo Shoes Private Limited,"200,000.00"
34,35,Brijwasi Bullions And Jewellers Private Limited (Transfered From Up),"191,210.00"
35,36,Eldeco Housing And Industries Limited,"112,332.00"
36,37,Hindustan Aeronautics Limited,"108,000.00"
37,38,Superhouse Limited,"100,000.00"
38,39,Veer-O-Metals Private Limited,"100,000.00"
39,40,Adient India Private Limited,"90,000.00"
40,41,C. S. Infraconstruction Limited,"48,405.00"
41,42,Can Fin Homes Limited,"31,100.00"
42,43,Amar Ujala Publications Limited,"12,000.00"
43,44,Bajaj Auto Limited.,0.00
44,45,Wabco India Limited,0.00
