,SNo.,company,amount
0,1,Rites Limited,"7,200,000.00"
1,2,Indian Railway Finance Corporation Limited,"4,327,400.00"
2,3,Sukhbir Agro Energy Limited,"455,000.00"
3,4,Ircon International Limited,16.90
