,SNo.,company,amount
0,1,Indian Oil Corpn. Limited,"84,400,000.00"
1,2,Rites Limited,"6,900,000.00"
2,3,Nec Technologies India Private Limited,"3,200,000.00"
3,4,Dhanuka Agritech Limited,"3,000,000.00"
4,5,Kei Industries Limited,"2,500,000.00"
5,6,Hal Offshore Limited,"2,234,000.00"
6,7,Jubilant Foodworks Limited,"2,000,000.00"
7,8,S S A International Ltd,"1,500,000.00"
8,9,Radisys India Private Limited,"1,492,500.00"
9,10,Dhanuka Laboratories Limited,"1,000,000.00"
10,11,Raghu Trading And Investment Company Private Limited,"500,000.00"
11,12,Jay Jagdamba Profile Engineering Products Limited,"480,000.00"
12,13,Shardul Securities Limited,"349,000.00"
13,14,Nimbus India Limited,"310,000.00"
14,15,Badulipar Ltd,"300,000.00"
15,16,Genuine Stock Brokers Private Limited,"250,000.00"
16,17,Cuprum Bagrodia Limited,"200,000.00"
17,18,The Oriental Insurance Company Limited,"43,720.00"
18,19,Vacmet India Limited,"28,837.00"
19,20,Usher Agro Limited,0.00
