,SNo.,company,amount
0,1,B.L. Agro Industries Limited,"6,437,264.00"
1,2,P F I L Securities Limited,"2,000,000.00"
2,3,Khandelwal Edible Oils Limited,"962,764.00"
3,4,Power Grid Corporation Of India Limited,"646,000.00"
4,5,Il & Fs Education & Technology Services Limited,"81,472.00"
