,SNo.,company,amount
0,1,Rural Electrification Corporation Limited,"41,555,944.00"
1,2,Hindustan Aeronautics Limited,"13,700,000.00"
2,3,Indofil Industries Limited,"1,000,000.00"
3,4,Adithya Automotive Applications Private Limited,"800,000.00"
4,5,North End Foods Marketing Private Limited,"670,000.00"
