,SNo.,company,amount
0,1,Mohan Spintex India Limited,"8,800,000.00"
1,2,Shriram City Union Finance Limited,"6,200,000.00"
2,3,Sri Dhanalakshmi Cotton And Rice Mills Private Limited,"2,700,000.00"
3,4,The K C P Limited,"200,000.00"
4,5,Chemtech Acids And Chemicals Pvt Ltd,0.00
