,SNo.,company,amount
0,1,Ccl Products (India) Limited,"5,500,000.00"
1,2,Shriram City Union Finance Limited,"3,600,000.00"
2,3,Bhavya Cements Limited,"2,900,000.00"
3,4,Kotak Mahindra Bank Limited,"1,600,000.00"
4,5,Power Grid Corporation Of India Limited,"1,300,000.00"
5,6,Prasuna Vamsikrishna Spinning Mills Private Limited,"1,100,000.00"
6,7,Amaravathi Textiles Pvt Ltd,"900,000.00"
7,8,Tracks & Towers Infratech Private Limited (Part Ix),"800,000.00"
8,9,Virat Crane Industries Limited,"300,000.00"
9,10,Mumbai Waste Management Limited,"200,000.00"
10,11,Sri Dhanalakshmi Cotton And Rice Mills Private Limited,"200,000.00"
11,12,Chemtech Acids And Chemicals Pvt Ltd,"100,000.00"
12,13,Kanakadurga Finance Limited,"100,000.00"
13,14,Delhi Msw Solutions Limited,"100,000.00"
14,15,Sangam Milk Producer Company Limited,0.00
15,16,Deccan Tobacco Exports Private Limited,0.00
16,17,Vijayawada Tollway Private Limited,0.00
17,18,Kallam Brothers Cottons Private Limited,0.00
18,19,Hyderabad Integrated Msw Limited,0.00
