,SNo.,company,amount
0,1,Power Grid Corporation Of India Limited,"11,000,000.00"
1,2,North Eastern Development Finance Corporation Limited,"6,100,000.00"
2,3,Nomura Fixed Income Securities Private Limited,"5,900,000.00"
3,4,Rgvn (North East) Microfinance Limited,"700,000.00"
4,5,Kei Industries Limited,"200,000.00"
5,6,Rungta Agencies Pvt Ltd,0.00
6,7,Mukand Systems And Networking Private Limited,0.00
7,8,Srei Infrastructure Finance Limited,0.00
