,SNo.,company,amount
0,1,The Malayala Manorama Co Ltd,"2,363,000.00"
1,2,Midas Treads (India) Private Limited,"1,855,980.00"
2,3,Muthoot Fincorp Limited,"1,676,580.00"
3,4,Standard Treads Pvt Ltd,"1,454,500.00"
4,5,The South Indian Bank Limited,"650,000.00"
5,6,Cochin Shipyard Limited,"300,000.00"
6,7,Escapade Resorts Pvt Ltd,"100,000.00"
7,8,Reliance Ventures Limited,"36,000.00"
