,SNo.,company,amount
0,1,Kapil Consultancy Services Private Limited,"7,000,000.00"
1,2,Visaka Industries Ltd.,"5,200,000.00"
2,3,Wonderla Holidays Limited,"3,400,000.00"
3,4,Excel Crop Care Ltd,"800,000.00"
4,5,La Opala R G Limited,"500,000.00"
5,6,Virchow Biotech Private Limited,"400,000.00"
