,SNo.,company,amount
0,1,Bajaj Auto Limited.,"200,000,000.00"
1,2,Sopariwala Exports Private Limited,"144,000,000.00"
2,3,Aurobindo Pharma Ltd,"102,677,793.01"
3,4,Godrej Consumer Products Limited,"52,500,000.00"
4,5,Palepu Pharma Private Limited,"30,000,000.00"
5,6,Bharat Dynamics Limited,"22,651,000.00"
6,7,Deloitte Consulting India Private Limited,"22,506,784.00"
7,8,Synchrony International Services Private  Limited,"17,719,115.00"
8,9,Krishnapatnam Port Company Limited,"15,400,000.00"
9,10,Visaka Industries Ltd.,"15,300,000.00"
10,11,Qualcomm India Private Limited,"14,200,000.00"
11,12,Pioneer Builderrs Limited,"10,000,000.00"
12,13,Goldman Sachs Services Private Limited,"9,500,000.00"
13,14,Ocean Sparkle Limited,"8,490,000.00"
14,15,D. E. Shaw India Private Limited,"7,885,495.00"
15,16,P L Raju Constructions Limited,"7,550,000.00"
16,17,Unitedhealth Group Information Services Private Limited,"6,400,000.00"
17,18,Broadridge Financial Solutions (India) Private Limited,"6,000,000.00"
18,19,Yashoda Healthcare Services Privatelimited,"5,800,000.00"
19,20,Laurus Labs Limited,"5,310,000.00"
20,21,Hbl Power Systems Limited,"5,105,000.00"
21,22,Gland Pharma Ltd,"5,000,000.00"
22,23,Neuland Laboratories Ltd.,"4,260,000.00"
23,24,Invesco (Hyderabad) Private Limited,"4,133,364.00"
24,25,Mold-Tek Packaging Limited,"4,110,705.00"
25,26,Prokarma Softech Private Limited,"4,000,000.00"
26,27,Tci Hi-Ways Private Limited,"4,000,000.00"
27,28,Dst Worldwide Services India Privatelimited,"3,900,000.00"
28,29,Xilinx India Technology Services Private  Limited,"3,730,230.00"
29,30,Honour Lab Limited,"3,573,478.00"
30,31,Salesforce.Com India Private Limited,"3,300,000.00"
31,32,Orient Blackswan Private Limited,"3,199,449.00"
32,33,Shodhana Laboratories Limited,"3,116,000.00"
33,34,Cigniti Technologies Limited,"3,103,780.00"
34,35,Hsbc Software Development (India) Private Limited,"3,100,000.00"
35,36,Hitachi Consulting Software Services India Private Limited,"3,000,000.00"
36,37,Pridhvi Asset Reconstruction And Securitisation Company Limited,"3,000,000.00"
37,38,Huawei Telecommunications (India) Company Private Limited,"2,983,619.00"
