,SNo.,company,amount
0,1,Nava Bharat Ventures Limited,"35,976,000.00"
1,2,Nava Bharat Energy India Limited,"11,917,310.00"
2,3,Kakatiya Cement Sugar And Industries Limited,"2,803,000.00"
3,4,Madhucon Sugar And Power Industries Limited,"1,189,000.00"
4,5,Associated Broadcasting Company Private Limited,0.00
