,SNo.,company,amount
0,1,Ve Commercial Vehicles Limited,"29,130,000.00"
1,2,Container Corporation Of India Limited,"8,850,000.00"
2,3,Agarwal Coal Corporation Private Limited,"6,540,000.00"
3,4,Gruh Finance Limited,"3,521,900.00"
4,5,Symbiotec Pharmalab Private Limited,"2,534,886.00"
5,6,Agarwal Fuel Corporation Private Limited,"2,300,000.00"
6,7,Prakash Asphaltings And Toll Highways (India) Limited,"2,300,000.00"
7,8,Agarwal Transport Corporation Private Limited,"2,200,000.00"
8,9,National Steel And Agro Industries Limited,"1,362,000.00"
9,10,Mittal Appliances Limited,"1,261,884.00"
10,11,Ujaas Energy Limited,"1,163,500.00"
11,12,Shakti Pumps (India) Limited,"1,131,611.00"
12,13,Aavantika Gas Limited,"1,100,000.00"
13,14,Impetus Infotech (India) Private Limited,"1,054,000.00"
14,15,Prataap Snacks Limited,"1,022,000.00"
15,16,Sunrise Containers Limited,"1,000,000.00"
16,17,Pratibha Syntex Limited,"1,000,000.00"
17,18,Fullerton India Credit Company Limited,"884,955.00"
18,19,Wingify Software Private Limited,"720,000.00"
19,20,Roman Catholic Diocess Of Agra Private Limited,"600,000.00"
20,21,Aakash Global Foods Private Limited,"545,000.00"
21,22,Brightstar Infrastructure Private Limited,"542,255.00"
22,23,Enter 10 Television Private Limited,"500,000.00"
23,24,Sundaram Packaging India Private Limited,"474,339.00"
24,25,Ruchi Global Limited,"430,000.00"
25,26,Agarmin Coalwashery Private Limited,"310,000.00"
26,27,Barbeque-Nation Hospitality Limited,"300,000.00"
27,28,Anik Industries Limited,"250,000.00"
28,29,Kriti Industries (India)Limited,"217,000.00"
29,30,Bajrang Agro Industries Private Limited,"202,000.00"
30,31,Nsil Exports Limited,"200,000.00"
31,32,Arihant Capital Markets Limited,"200,000.00"
32,33,Blue Dart Express Limited,"200,000.00"
33,34,Silver Realties And Infrastructure Private Limited,"144,500.00"
34,35,Cleartrail Technologies Private Limited,"100,000.00"
35,36,Mcs Trading Company Private Limited,"95,277.00"
36,37,Balaji Wafers Private Limited,"75,000.00"
37,38,Swastik Coal Corporation Private Limited,"51,000.00"
38,39,Dtdc Express Limited,"50,000.00"
39,40,Hindustan Equipments Private Limited,"44,150.00"
40,41,Glenmark Pharmaceuticals Limited,"40,000.00"
41,42,Ima-Pg India Private Limited,"30,000.00"
42,43,Rama Phosphates Limited,"30,000.00"
43,44,Commercial Syn Bags Limited,"21,500.00"
44,45,Naman Equipments & Constructions (India)  Private Limited,"21,000.00"
45,46,Micromax Informatics Limited,0.00
46,47,Arka Carbon Fuels Private Limited,0.00
47,48,Telemart Shopping Network Private Limited,0.00
48,49,Ayushajay Construction Private Limited,0.00
49,50,Regent Beers And Wines Limited,0.00
50,51,Kohinoor Elastics Pvt Ltd,0.00
51,52,Rrhl Realty Limited,0.00
52,53,Jade Blue Lifestyle India Limited,0.00
53,54,Ad- Manum Finance Limited,0.00
54,55,Infobeans Technologies Limited,0.00
