,SNo.,company,amount
0,1,Cg Power And Industrial Solutions Limited,"104,500,000.00"
1,2,Bharat Heavy Electricals Limited,"55,857,000.00"
2,3,Birla Sun Life Insurance Company Limited,"7,600,000.00"
3,4,Omega Renk Bearings Private Limited,"5,485,771.00"
4,5,Indusind Bank Ltd.,"4,800,000.00"
5,6,Mp Online Limited,"4,000,000.00"
6,7,Vinod Kumar Shukla Constructions Pvt Ltd,"3,000,000.00"
7,8,Power Grid Corporation Of India Limited,"2,900,000.00"
8,9,Madhya Pradesh Agro Food Industries Limited,"2,693,500.00"
9,10,D.B. Corp Limited,"1,958,826.00"
10,11,Equitas Micro Finance Limited,"1,022,384.00"
11,12,Dilip Buildcon Limited,"515,000.00"
12,13,Jehan Numa Palace Hotel Pvt Ltd,"500,000.00"
13,14,Ag8 Ventures Limited,"400,000.00"
14,15,Can Fin Homes Limited,"194,600.00"
15,16,Star Delta Transformers Limited,"100,000.00"
16,17,Benara Udyog Limited,0.00
17,18,Sagar Manufacturers Private Limited,0.00
18,19,Nsb Bpo Solutions Private Limited,0.00
19,20,The Madhya Pradesh State Mining Corporation Limited,0.00
20,21,Madhya Pradesh State Civil Suppliescorporation Limited,0.00
