,SNo.,company,amount
0,1,Excel Crop Care Ltd,"6,624,000.00"
1,2,Prama Hikvision India Private Limited,"2,500,000.00"
2,3,Acrysil Limited,"2,073,340.00"
3,4,Lakhani Dyestuffs Private Limited,"1,500,000.00"
4,5,Gujarat Gas Limited,"1,000,000.00"
5,6,James Walker Inmarco Industries Private Limited,"800,000.00"
6,7,Paschim Gujarat Vij Company Limited,"795,083.00"
7,8,The Bhavnagar Salt And Industrial Works Private Limited,"610,800.00"
8,9,Arjav Diamonds (India) Private Limited,"525,000.00"
9,10,Mono Steel (India) Limited,"227,000.00"
10,11,Steel Cast Limited,"57,119.00"
11,12,Navdeep Chemicals Private Limited,"50,000.00"
12,13,Madhu Silica Private Limited,741.22
13,14,Kalthia Engineering And Construction Limited,0.00
