,SNo.,company,amount
0,1,Wadhwagroup Holdings Private Limited,"25,000,000.00"
1,2,M3 Investment Private Limited,"10,100,000.00"
2,3,Minix Holdings Private Limited,"6,800,000.00"
3,4,Mixon Holdings Private Limited,"4,200,000.00"
4,5,Bilakhia Holdings Private Limited,"3,500,000.00"
5,6,Sun Pharma Laboratories Limited,"2,980,000.00"
6,7,Hardcastle Petrofer Private Limited,"2,475,505.00"
7,8,Powerband Industries Private Limited,"1,827,440.00"
8,9,Jewelex India Private Limited,"1,500,000.00"
9,10,Payal Properties Private Limited,"1,400,000.00"
10,11,Marco Infrastructure Holdings Private Limited,"1,300,000.00"
11,12,Shri Damodar Yarn Manufacturing Pvt Ltd,"1,294,449.00"
12,13,Golkunda Diamonds And Jewellery Limited,"1,000,000.00"
13,14,Bengal Finance And Investment Private Limited,"1,000,000.00"
14,15,Asha Penn Color Private Limited,"943,105.00"
15,16,Rudolf Atul Chemicals Limited,"650,000.00"
16,17,Hema Dyechem Private Limited,"628,825.00"
17,18,Cs Specialty Chemicals Private Limited,"425,000.00"
18,19,Jasani India Private Limited,"400,000.00"
19,20,Prasad Koch Technik Private Limited,"249,000.00"
20,21,K Patel Chemo-Pharma Private Limited,"200,000.00"
21,22,Jaysynth Dyestuff (India) Limited,"200,000.00"
22,23,Royal Distillery Private Limited,"151,000.00"
23,24,Khemani Distilleries Private Limited,"151,000.00"
24,25,N R Agarwal Industries Limited,"112,500.00"
25,26,Shardul Securities Limited,"52,000.00"
26,27,Shree Ajit Pulp And Paper Limited,"50,000.00"
27,28,Pragya Equities Private Limited,"50,000.00"
28,29,Mazagon Dock Shipbuilders Limited,2.07
29,30,Upl Limited,0.00
