,SNo.,company,amount
0,1,Sanghi Industries Limited,"20,918,217.00"
1,2,Archean Chemical Industries Private Limited,"10,034,000.00"
2,3,Agrocel Industries Private Limited,"7,285,000.00"
3,4,Welspun Global Brands Limited,"6,610,000.00"
4,5,Bombay Minerals Limited,"6,011,339.00"
5,6,Excel Crop Care Ltd,"5,561,000.00"
6,7,Khajrana Ganesh Properties Private Limited,"3,440,000.00"
7,8,Ashok Alco-Chem Limited,"2,500,000.00"
8,9,Navneet Education Limited,"2,400,000.00"
9,10,Rishi Kiran Logistics Private Limited,"1,947,476.00"
10,11,Man Industries (India) Limited,"1,467,437.00"
11,12,Bhimji Velji Sorathia Construction Private Limited,"1,388,315.00"
12,13,Fiem Industries Limited,"1,250,000.00"
13,14,Act Infraport Limited,"1,100,000.00"
14,15,Ashapura Arcadia Logistic Private Limited,"1,000,000.00"
15,16,Excel Industries Limited,"696,000.00"
16,17,Power Grid Corporation Of India Limited,"675,000.00"
17,18,Ehara Engineering Pvt Ltd,"671,000.00"
18,19,Ratnamani Metals And Tubes Limited,"669,960.00"
19,20,Meriton Infotech Pvt Ltd,"511,000.00"
20,21,Eicher Goodearth Private Limited.,"500,000.00"
21,22,Gujarat Credo Mineral Industries Limited,"452,000.00"
22,23,Usv Private Limited,"440,000.00"
23,24,Bunge India Private Limited,"193,836.00"
24,25,Shaily Engineering Plastics Limited,"100,000.00"
25,26,Genus Electrotech Limited,"12,000.00"
26,27,Nsl Renewable Power Private Limited,0.00
27,28,Welspun Enterprises Limited,0.00
