,SNo.,company,amount
0,1,Reliance Retail Limited,"32,500,000.00"
1,2,Mangal Keshav Securities Limited,"12,650,000.00"
2,3,Nirma Chemical Works Private Limited,"12,500,000.00"
3,4,Balaji Wafers Private Limited,"8,284,750.00"
4,5,Fm Pbw Bearings Private Limited,"3,650,000.00"
5,6,Turbo Bearings Private Limited,"2,300,000.00"
6,7,Forge And Forge Private Limited,"2,000,000.00"
7,8,Prashant Castech Private Limited,"1,812,000.00"
8,9,Equitas Micro Finance Limited,"1,634,391.00"
9,10,Patel Infrastructure Private Limited,"1,500,000.00"
10,11,Essen Multipack Limited,"1,383,805.00"
11,12,Gujarat Intrux Limited,"1,343,203.00"
12,13,Shree Maruti Courier Services Private Limited,"1,202,000.00"
13,14,Paschim Gujarat Vij Company Limited,"1,040,000.00"
14,15,Intricast Private Limited,"1,000,000.00"
15,16,Apar Industries Limited,"1,000,000.00"
16,17,Maco Corporation (India) Private Limited,"1,000,000.00"
17,18,Bengal Finance And Investment Private Limited,"600,000.00"
18,19,Marwadi Commodity Broker Private Limited,"350,000.00"
19,20,Kunal Structure (India) Private Limited,"265,000.00"
20,21,Classic Network Private Limited,"225,000.00"
21,22,Iron Triangle Limited,"150,000.00"
22,23,Rajoo Engineers Limited,"110,000.00"
23,24,Antique Marbonite Private Limited,"45,002.00"
24,25,Falcon Pumps Private Limited,"16,730.00"
25,26,Gujarat Automotive Gears Limited,"15,325.00"
26,27,Gujarat Forgings Private Limited,20.00
27,28,Dharmanandan Diamonds Private Limited,0.00
28,29,Phoenix Projects Private Limited,0.00
29,30,Gopal Snacks Private Limited,0.00
30,31,Balaji Multiflex Private Limited,0.00
31,32,Rolex Rings Private Limited,0.00
32,33,Dml Exim Private Limited,0.00
33,34,Sunshine Tiles Company Private Limited,0.00
