,SNo.,company,amount
52,53,Goyal And Co (Constructions)Pvt Ltd,"2,000,000.00"
53,54,Synpol Products Private Limited,"2,000,000.00"
54,55,Navin Fluorine International Limited,"2,000,000.00"
55,56,Shreenath Smart Technologies Private Limited,"1,850,000.00"
56,57,Udhay-Vj Realty Private Limited,"1,840,000.00"
57,58,Finar Limited,"1,808,000.00"
58,59,Agriculture Insurance Company Of India Limited,"1,700,000.00"
59,60,Cadmach Machinery Company Private Limited,"1,660,000.00"
60,61,Zydus Healthcare Limited,"1,629,000.00"
61,62,Shilp Gravures Limited,"1,622,000.00"
62,63,Psp Projects Limited,"1,600,000.00"
63,64,Nirma Industries Private Limited,"1,600,000.00"
64,65,Kushal Tradelink Limited,"1,578,000.00"
65,66,M & B Engineering Limited,"1,575,000.00"
66,67,Ashish Infracon Private Limited,"1,550,000.00"
67,68,M.S. Khurana Engineering Limited,"1,520,000.00"
68,69,Dhariyal Polymers Pvt Ltd,"1,430,690.00"
69,70,Jagson Colorchem Limited,"1,353,100.00"
70,71,Unison Pharmaceuticals Private Limited,"1,348,526.00"
71,72,Sayaji Industries Limited,"1,304,000.00"
72,73,Intas Pharmaceuticals Limited,"1,247,998.06"
73,74,Silver Touch Technologies Limited,"1,213,254.00"
74,75,Disha Microfin Private Limited,"1,200,487.00"
75,76,Shairu Gems Diamonds Private Limited,"1,200,000.00"
76,77,Gumpro Drilling Fluids Private Limited,"1,200,000.00"
77,78,Chartered Speed Private Limited,"1,136,748.00"
78,79,Naroda Enviro Projects Limited,"1,041,874.00"
79,80,Ahmedabad Strips Private Limited,"1,002,100.00"
80,81,Poddar Tyres Limited,"1,000,000.00"
81,82,Sharda Cropchem Limited,"1,000,000.00"
82,83,Blue Tex Private Limited,"950,000.00"
83,84,Snl Financial (India) Private Limited,"945,884.00"
84,85,Arvindbhai Bechardas Jewellers Private Limited,"910,300.00"
85,86,Jacobs Engineering India Private Limited,"910,000.00"
86,87,Galaxy Avenue Private Limited,"900,000.00"
87,88,Omni Lens Pvt Ltd,"826,435.00"
88,89,Fis Solutions (India) Private Limited,"800,000.00"
89,90,E-Infochips Limited,"800,000.00"
90,91,Adani Infrastructure And Developers Private Limited,"800,000.00"
91,92,Motif India Infotech Private Limited,"799,509.00"
92,93,Khandwala Enterprise Private Limited,"710,000.00"
93,94,Skf India Limited,"710,000.00"
94,95,Asap Fluids Private Limited,"700,000.00"
95,96,Greenstone Agro Product And Infrastructure Private Limited,"697,733.00"
96,97,Hardware Tools And Machinery Projects Private Limited,"688,028.00"
97,98,National Multi-Commodity Exchange Of India Limited,"670,300.00"
98,99,Apollo Hospitals International Limited,"633,795.00"
99,100,El Dorado Biotech Private Limited,"633,366.00"
100,101,Emerald Cars Private Limited,"591,750.00"
101,102,Music Broadcast Limited,"569,000.00"
102,103,Ambuja Intermediates Private Limited,"540,500.00"
103,104,Prudent Corporate Advisory Services Limited,"508,000.00"
104,105,Innoven Capital India Private Limited,"500,000.00"
105,106,Aksharchem (India ) Limited,"500,000.00"
106,107,Swagat Infrastructure Private Limited,"493,000.00"
107,108,Tommy Hilfiger Arvind Fashion Private Limited,"410,000.00"
108,109,Finecure Pharmaceuticals Limited,"387,400.00"
109,110,R S B Cottex Limited,"312,000.00"
110,111,Advent Envirocare Technology Pvt Ltd,"300,000.00"
111,112,Ansys Software Private Limited,"300,000.00"
112,113,Sunshine Tiles Company Private Limited,"300,000.00"
113,114,Lubrizol Advanced Materials India Private Limited,"300,000.00"
114,115,Fortune Gilts Private Limited,"284,204.00"
115,116,Parikh Enterprises Private Limited,"279,550.00"
116,117,Macro Bars And Wires (India) Pvt Ltd,"250,000.00"
117,118,Tradex Polymers Pvt Ltd,"250,000.00"
118,119,Rajhans Infracon (India) Private Limited,"232,050.00"
119,120,Rjp Infrastructure Private Limited,"226,711.00"
120,121,Sai Consulting Engineers Private Limited,"200,000.00"
121,122,Sintex Industries Limited,"200,000.00"
122,123,Raajratna Metal Industries Ltd,"200,000.00"
123,124,Kryfs Power Components Limited,"200,000.00"
124,125,Lama Rice Private Limited,"199,000.00"
125,126,Aries Organics Private Limited,"150,000.00"
126,127,Rushil Decor Limited,"143,000.00"
127,128,Yesha Electricals Private Limited,"125,000.00"
128,129,Ami Lifesciences Pvt Ltd,"125,000.00"
129,130,Admark Polycoats Private Limited,"112,500.00"
130,131,Namra Finance Limited,"100,000.00"
131,132,The Associated Auto Parts Private Limited,"80,000.00"
132,133,Kiri Industries Limited,"64,000.00"
133,134,Parker Bullion Private Limited,"59,000.00"
134,135,Kitchen Xpress Overseas Limited,"58,750.00"
135,136,Duke Plasto Technique Private Limited,"51,000.00"
136,137,Navdeep Chemicals Private Limited,"50,000.00"
137,138,Mahalaxmi Infracontract Private Limited,"47,000.00"
138,139,Priya Softweb Solutions Private Limited,"39,900.00"
139,140,Neelikon Food Dyes And Chemicals Limited,"26,000.00"
140,141,Anwesha Engineering & Projects Limited,"25,000.00"
141,142,Nj Indiainvest Private Limited,"25,000.00"
142,143,Fairchem Speciality Limited,"22,220.00"
143,144,Betex India Limited (Co Tr From Maha ),"11,000.00"
144,145,Chemical And Mineral Industries Pvt Ltd,"11,000.00"
145,146,Rishi Fibc Solutions Private Limited,"10,000.00"
146,147,Arvind Brands & Retail Limited,"4,831.00"
147,148,Shiva Pharmachem Limited,"3,750.00"
148,149,Adani Estates Private Limited,7.84
149,150,Balaji Multiflex Private Limited,0.00
150,151,Jyotirmay Jewels Private Limited,0.00
151,152,Bajaj Auto Limited.,0.00
152,153,N G Realty Private Limited,0.00
153,154,Pricewaterhousecoopers Private Limited,0.00
154,155,Skaps Industries India Private Limited,0.00
155,156,Sterling Addlife India Private Limited,0.00
156,157,Marck Remedies Private Limited,0.00
157,158,Mink Tradecom Private Limited,0.00
158,159,Rkc Infrabuilt Private Limited,0.00
159,160,Landmark Cars Private Limited,0.00
160,161,Sarjan Realities Limited,0.00
161,162,Flagship Realty Private Limited,0.00
162,163,Asahi Songwon Colors Limited (Lucky Laminates),0.00
163,164,Arvind Smartspaces Limited,0.00
164,165,Cadila Pharmaceuticals Limited,0.00
165,166,Eris Lifesciences Private Limited,0.00
166,167,Vulcan Industrial Engineering Company Limited,0.00
