,SNo.,company,amount
0,1,Gujarat Mineral Development Corporation Limited,"428,930,270.00"
1,2,Cadila Healthcare Limited,"144,560,000.00"
2,3,Arvind Limited,"72,700,000.00"
3,4,Dishman Pharmaceuticals And Chemicals Limited,"60,000,000.00"
4,5,Zydus Hospira Oncology Private Limited,"56,880,000.00"
5,6,Infosys Limited,"50,000,000.00"
6,7,Claris Lifesciences Limited,"30,500,000.00"
7,8,India Infoline Finance Limited,"23,000,000.00"
8,9,Rural Electrification Corporation Limited,"21,858,456.00"
9,10,Zydus Wellness Limited,"19,842,000.00"
10,11,Adani Gas Limited,"19,700,000.00"
11,12,Astral Poly Technik Limited,"18,300,000.00"
12,13,Adani Wilmar Limited,"16,300,000.00"
13,14,Maharashtra Eastern Grid Power Transmission Company Limited,"14,900,000.00"
14,15,Torrent Power Limited,"12,336,417.00"
15,16,Hetero Drugs Limited,"11,859,881.00"
16,17,Ganesh Housing Corporation Limited,"10,411,334.00"
17,18,Deep Industries Limited,"8,038,000.00"
18,19,Meghmani Organics Limited,"7,000,000.00"
19,20,Jsk Industries Private Limited,"7,000,000.00"
20,21,Gruh Finance Limited,"6,626,000.00"
21,22,Gsp Crop Science Private Limited,"5,727,000.00"
22,23,Sahitya Mudranalaya Pvt Ltd,"5,118,000.00"
23,24,Gujarat State Investment Limited,"5,100,000.00"
24,25,Bajaj Finance Limited,"5,000,000.00"
25,26,Gujarat Tea Processors And Packers Limited,"5,000,000.00"
26,27,Bengal Finance And Investment Private Limited,"5,000,000.00"
27,28,Essar Bulk Terminal Paradip Limited,"5,000,000.00"
28,29,Khs Machinery Private Limited,"4,951,834.00"
29,30,Sadbhav Engineering Limited,"4,600,000.00"
30,31,Biochem Pharmaceutical Industries Limited Part Ix,"4,544,000.00"
31,32,Metroglobal Limited,"4,354,000.00"
32,33,Ferromatik Milacron India Private Limited,"4,000,000.00"
33,34,Nirma Credit And Capital Private Limited,"4,000,000.00"
34,35,Nila Infrastructures Limited,"3,800,000.00"
35,36,Ariba Technologies India Private Limited,"3,500,000.00"
36,37,Jay Chemical Industries Limited,"3,495,701.00"
37,38,Adani Infra (India) Limited,"3,400,000.00"
38,39,Ratnamani Metals And Tubes Limited,"3,092,046.00"
39,40,Edelweiss Financial Services Limited,"3,000,000.00"
40,41,63 Moons Technologies Limited,"3,000,000.00"
41,42,Lincoln Pharmaceuticals Ltd,"2,910,000.00"
42,43,Sbi Dfhi Limited,"2,895,554.00"
43,44,Maheshwari (Thaltej) Complex Private Limited,"2,800,000.00"
44,45,Cygnet Infotech Private Limited,"2,655,830.00"
45,46,Akshar Impex Private Limited,"2,500,000.00"
46,47,Cims Hospital Private Limited,"2,498,963.00"
47,48,The Karur Vysya Bank Limited,"2,200,000.00"
48,49,Kloeckner Desma Machinery Private Limited,"2,155,000.00"
49,50,Aia Engineering Limited,"2,095,000.00"
50,51,Gujarat Microwax Private Limited,"2,068,432.00"
51,52,Tata Aia Life Insurance Company Limited,"2,000,000.00"
