,SNo.,company,amount
0,1,Techno Electric & Engineering Company Limited,"20,000,000.00"
1,2,Gujarat Road And Infrastructure Company Limited,"6,790,146.00"
2,3,Kalpataru Power Transmission Limited,"3,738,000.00"
3,4,Power Grid Corporation Of India Limited,"3,479,000.00"
4,5,Sfp Sons (India) Private Limited,"1,678,000.00"
5,6,Gruh Finance Limited,"1,064,922.00"
6,7,Aspee Agro Equipment Pvt Ltd,"740,000.00"
7,8,E-Infochips Limited,"500,000.00"
8,9,Majesco Software And Solutions India Private Limited,"500,000.00"
9,10,Gujarat Tea Processors And Packers Limited,"500,000.00"
10,11,East India Commodites Private Limited,"400,000.00"
11,12,Majesco Limited,"300,000.00"
12,13,Omni Lens Pvt Ltd,"201,000.00"
13,14,Unique Estates Development Company Limited,"200,000.00"
14,15,Amrapali Industries Limited,"137,700.00"
15,16,Gujarat Credo Mineral Industries Limited,"120,000.00"
16,17,Gujarat Gas Limited,"75,000.00"
17,18,Turakhia Overseas Pvt Ltd,"50,600.00"
