,SNo.,company,amount
0,1,Rajasthan Gum Private Limited,"25,000,000.00"
1,2,Anish Infracon India Private Limited,"2,200,000.00"
2,3,Jewelex India Private Limited,"1,900,000.00"
3,4,Tipsons Financial Services Private Limited,"1,701,293.00"
4,5,Munjal Auto Industries Limited,"750,000.00"
5,6,Pioneer Investcorp Limited,"500,000.00"
6,7,Apcotex Industries Limited,"190,000.00"
7,8,Gujarat Ambuja Exports Limited,"174,751.00"
8,9,Arvindbhai Bechardas Jewellers Private Limited,0.00
