,SNo.,company,amount
0,1,Schaeffler India Limited,"62,900,000.00"
1,2,Gujarat Industries Power Company Ltd.,"61,405,828.00"
2,3,Alembic Pharmaceuticals Limited,"37,950,000.00"
3,4,Madhya Gujarat Vij Company Limited,"12,045,304.00"
4,5,Koch Chemical Technology Group India Private Limited,"9,977,456.00"
5,6,Gujarat Road And Infrastructure Company Limited,"9,944,254.00"
6,7,Abb India Limited,"9,900,000.00"
7,8,Container Corporation Of India Limited,"8,708,000.00"
8,9,Ineos Styrolution India Limited,"8,543,228.00"
9,10,Rishi Fibc Solutions Private Limited,"7,245,376.00"
10,11,Voltamp Transformers Limited,"7,075,466.00"
11,12,Jewelex India Private Limited,"6,500,000.00"
12,13,L&T; Hydrocarbon Engineering Limited,"6,100,000.00"
13,14,Ge T&D; India Limited,"5,820,000.00"
14,15,Transpek-Silox Industry Private Limited,"5,580,000.00"
15,16,Gujarat Urja Vikas Nigam Limited,"5,100,000.00"
16,17,Indian Railway Finance Corporation Limited,"5,000,000.00"
17,18,Shiva Pharmachem Limited,"3,976,212.00"
18,19,Koshambh Multitred Pvt Ltd,"3,253,000.00"
19,20,Panasonic Energy India Company Limited,"2,514,000.00"
20,21,Munjal Auto Industries Limited,"2,200,000.00"
21,22,Anwesha Engineering & Projects Limited,"2,071,174.00"
22,23,Shakun Polymers Limited,"2,061,000.00"
23,24,Certification Engineers International Limited,"2,047,000.00"
24,25,Rajkamal Builders Infrastructure Private  Limited,"2,000,000.00"
25,26,Sodium Metal Pvt Ltd,"1,600,000.00"
26,27,Standard Radiators Private Limited,"1,588,000.00"
27,28,P B M Polytex Limited,"1,550,000.00"
28,29,Shaily Engineering Plastics Limited,"1,529,000.00"
29,30,Matrix Comsec Private Limited,"1,301,000.00"
30,31,Ankur Scientific Energy Technologies Pvt Ltd,"1,284,679.00"
31,32,K Patel Chemo-Pharma Private Limited,"1,225,000.00"
32,33,Bankers Cardiology Private Limited,"1,100,700.00"
33,34,Zenith Fibres Limited,"1,100,000.00"
34,35,Yesha Electricals Private Limited,"1,005,000.00"
35,36,Idbi Bank Limited,"995,436.00"
36,37,Gulbrandsen Technologies (India) Private  Limited,"950,681.00"
37,38,Sudeep Pharma Private Limited,"827,000.00"
38,39,Amoli Organics Private Limited,"752,000.00"
39,40,Axis Bank Limited,"750,585.00"
40,41,Visionary Rcm Infotech (India) Private Limited,"750,000.00"
41,42,Kem-Tron Technologies Private Limited,"739,564.00"
42,43,Idex Fluid & Metering Private Limited,"732,424.00"
43,44,L And T Chiyoda Limited,"710,000.00"
44,45,Gujarat Green Revolution Company Limited,"690,000.00"
45,46,Canton Laboratories Private Limited,"600,000.00"
46,47,Shankar Packagings Limited,"600,000.00"
47,48,Grand Polycoats Company Private Limited,"572,500.00"
48,49,Gromax Agri Equipment Limited,"536,000.00"
49,50,Cheviot Agro Industries Private Limited,"500,000.00"
50,51,Lonsen Kiri Chemical Industries Limited,"500,000.00"
51,52,Collabera Technologies Private Limited,"460,370.00"
52,53,Narayan Power Tech Private Limited,"411,000.00"
53,54,T D Williamson India Private Limited,"405,640.00"
54,55,Computer Sciences Corporation India Private Limited,"352,469.00"
55,56,Tash Investment Private Limited,"300,000.00"
56,57,Admark Polycoats Private Limited,"300,000.00"
57,58,Shanpar Industries Private Limited,"250,000.00"
58,59,Transpek Industry Limited,"207,076.00"
59,60,Checkmate Services Private Limited,"100,000.00"
60,61,Suyog Electricals Limited,"100,000.00"
61,62,Navdeep Chemicals Private Limited,"90,000.00"
62,63,Standard Pesticides Private Limited,"83,211.00"
63,64,Bodal Chemicals Limited,"65,000.00"
64,65,Solvay Specialities India Private Limited,"60,750.00"
65,66,Vijay Tanks And Vessels Private Limited,"55,000.00"
66,67,Aimil Limited,"30,000.00"
67,68,Gujarat Automotive Gears Limited,"25,000.00"
68,69,Effective Tele Services Private Limited,"15,124.00"
69,70,Manpasand Beverages Limited,"8,000.00"
70,71,Antique Marbonite Private Limited,"3,001.00"
71,72,Heubach Colour Private Limited,0.00
72,73,Haldyn Glass Limited,0.00
73,74,Gujarat State Forest Development Corporation Limited,0.00
74,75,Flint Group India Private Limited,0.00
75,76,Aventus Estate Developer Private Limited,0.00
76,77,Farmson Pharmaceutical Gujarat Private Limited,0.00
77,78,Vimal Fire Controls Private Limited,0.00
78,79,Linde Engineering India Private Limited,0.00
79,80,Gea Process Engineering (India) Private Limited,0.00
