,SNo.,company,amount
0,1,L&T; Finance Holdings Limited,"2,400,000.00"
1,2,Kesar Terminals & Infrastructure Limited,"1,387,000.00"
2,3,Fullerton India Credit Company Limited,"603,000.00"
3,4,Natraj Proteins Limited,"63,650.00"
