,SNo.,company,amount
0,1,Agarwal Coal Corporation Private Limited,"11,520,000.00"
1,2,NEO CORP INTERNATIONAL LIMITED,"3,800,000.00"
2,3,National Steel And Agro Industries Limited,"3,000,000.00"
3,4,Symbiotec Pharmalab Private Limited,"2,824,133.67"
4,5,Fullerton India Credit Company Limited,"2,506,630.00"
5,6,Ad- Manum Finance Limited,"1,850,000.00"
6,7,Agarwal Fuel Corporation Private Limited,"1,810,800.00"
7,8,Ruchi Soya Industries Limited,"1,539,000.00"
8,9,Gruh Finance Limited,"1,082,400.00"
9,10,Anik Industries Limited,"651,000.00"
10,11,Fluidomat Limited,"600,000.00"
11,12,Sonic Biochem Extractions Limited,"500,000.00"
12,13,Ruchi Global Limited,"275,000.00"
13,14,Silver Realties And Infrastructure Private Limited,"199,000.00"
14,15,Impetus Infotech (India) Private Limited,"120,000.00"
15,16,Cleartrail Technologies Private Limited,"101,000.00"
16,17,Vippy Industries Limited,"100,000.00"
17,18,Brightstar Infrastructure Private Limited,"100,000.00"
18,19,Rrhl Realty Limited,"100,000.00"
19,20,Kriti Industries (India)Limited,"87,000.00"
20,21,Ruchi Infrastructure Limited,0.04
21,22,Jade Blue Lifestyle India Limited,0.00
22,23,Kriti Nutrients Limited,0.00
23,24,Ayushajay Construction Private Limited,0.00
