,SNo.,company,amount
0,1,Yogesh Agencies And Investments Private Limited,"2,100,000.00"
1,2,The Oriental Insurance Company Limited,"1,500,000.00"
2,3,Bhole Baba Milk Food Industries (Dholpur) Private Limited.,"775,000.00"
3,4,Great Galleon Ventures Limited,"700,000.00"
4,5,Rajasthan State Road Development And Construction Corporation Limited,"200,000.00"
5,6,Sundaram Packaging India Private Limited,"106,011.00"
