,SNo.,company,amount
0,1,Rites Limited,"6,300,000.00"
1,2,Cairn India Limited,"5,100,000.00"
2,3,Metallizing Equipment Company Private Limited,"2,851,000.00"
3,4,Rajasthan State Mines And Minerals Ltd,"2,802,500.00"
4,5,Welspun Solar Ap Private Limited,"2,576,968.00"
5,6,Bharti Airtel Limited,"2,000,000.00"
6,7,Rajasthan Gum Private Limited,"1,430,000.00"
7,8,Vishnu Prakash R Punglia Limited,"1,162,736.00"
8,9,Sunrise Containers Limited,"1,100,000.00"
9,10,Padmawati Art Creation Private Limited,"1,041,722.00"
10,11,Bharti Telecom Limited,"1,000,000.00"
11,12,Shree Ram India Gums Private Limited,"900,000.00"
12,13,Green Infra Solar Farms Limited,"900,000.00"
13,14,Kalpataru Properties (Thane) Private Limited,"850,000.00"
14,15,Varaha Infra Limited,"500,000.00"
15,16,Henkel Adhesives Technologies India Private Limited,"480,000.00"
16,17,Arcum Engineering Pvt Ltd,"200,000.00"
17,18,Genus Power Infrastructures Limited,"200,000.00"
18,19,Neelikon Food Dyes And Chemicals Limited,"11,000.00"
19,20,Chemical And Mineral Industries Pvt Ltd,"10,300.00"
20,21,Shree Ram Colloids Private Limited,0.00
