,SNo.,company,amount
0,1,B. G. Shirke Construction Technology Private Limited,"900,000.00"
1,2,Bhole Baba Milk Food Industries (Dholpur) Private Limited.,"500,000.00"
2,3,Rajasthan Rajya Vidyut Utpadan Nigam Limited,"400,000.00"
