,SNo.,company,amount
0,1,India Infrastructure Finance Company Limited,"36,632,000.00"
1,2,Rajasthan Rajya Vidyut Utpadan Nigam Limited,"1,700,000.00"
2,3,Fci Aravali Gypsum And Minerals India Limited,"1,254,300.00"
3,4,Clp Wind Farms (India) Private Limited,"390,000.00"
4,5,Gabriel India Limited,"120,000.00"
