,SNo.,company,amount
0,1,Rajasthan State Industrial Development And Investment Corporation Ltd,"24,094,000.00"
1,2,Au Financiers (India) Limited,"23,951,167.00"
2,3,National Engineering Industries Limited,"21,873,000.00"
3,4,Samsung India Electronics Private Limited,"16,500,000.00"
4,5,Container Corporation Of India Limited,"13,707,000.00"
5,6,Vaibhav Global Limited,"13,440,514.00"
6,7,Glenmark Pharmaceuticals Limited,"8,600,000.00"
7,8,Mayur Uniquoters Limited,"7,001,000.00"
8,9,Multi Commodity Exchange Of India Limited,"7,000,000.00"
9,10,Nomura Services India Private Limited,"6,650,000.00"
10,11,Patton Developers Private Limited,"6,550,000.00"
11,12,Manglam Build-Developers Limited,"5,900,000.00"
12,13,Kec International Limited,"5,731,000.00"
13,14,Gmmco Ltd,"5,000,000.00"
14,15,Global Energy Private Limited,"5,000,000.00"
15,16,Nomura Fixed Income Securities Private Limited,"4,300,000.00"
16,17,Subhkam Ventures (I) Private Limited,"4,000,000.00"
17,18,Metacube Software Private Limited,"3,502,900.00"
18,19,Metlloy Trading Services Private Limited,"3,500,000.00"
19,20,Genus Power Infrastructures Limited,"3,401,000.00"
20,21,Finproject India Private Limited,"3,034,290.00"
21,22,Mahima Real Estate Private Limited,"2,700,000.00"
22,23,Orient Refractories Limited,"2,697,000.00"
23,24,Central India Industries Ltd.,"2,600,000.00"
24,25,Vinayak Jewels (India) Private Limited,"2,510,000.00"
25,26,Fortune Marketing Private Limited,"2,500,000.00"
26,27,General Insurance Corporation Of India,"2,475,000.00"
27,28,Rambagh Palace Hotel Private Limited,"2,400,000.00"
28,29,Dhanuka Agritech Limited,"2,229,000.00"
29,30,Consulting Engineers Group Limited .,"2,152,000.00"
30,31,Kgk Diamonds (I) Private Limited,"2,100,000.00"
31,32,Universal Trading Co.Ltd.,"2,000,000.00"
32,33,Veto Switchgears And Cables Limited,"1,906,430.00"
33,34,Axis Bank Limited,"1,657,706.00"
34,35,Rmc Gems India Limited,"1,620,000.00"
35,36,Canara Hsbc Oriental Bank Of Commerce Life Insurance Company Limited,"1,600,000.00"
36,37,Arg Developers Private Limited,"1,512,600.00"
37,38,Methodex Systems Private Limited,"1,500,000.00"
38,39,Hdb Financial Services Limited,"1,500,000.00"
39,40,Hp India Sales Private Limited,"1,460,000.00"
40,41,Otsuka Chemical (India) Private Limited,"1,438,000.00"
41,42,Amer Investments (Delhi) Limited,"1,350,000.00"
42,43,Poddar Pigments Limited,"1,260,000.00"
43,44,Manipal Global Education Services Private Limited,"1,200,000.00"
44,45,Shiv Agrevo Ltd,"1,200,000.00"
45,46,Shiv Edibles Limited,"1,200,000.00"
46,47,Assam Edible Oils Limited,"1,181,651.00"
47,48,Radhamani Exports Private Limited,"1,150,000.00"
48,49,Genpact India Private Limited,"1,000,000.00"
49,50,Back Office It Solutions Private Limited,"1,000,000.00"
50,51,Distant Frontiers Tours Private Limited,"1,000,000.00"
51,52,Chokhi Dhani Resorts Private Limited,"1,000,000.00"
52,53,Globetrotters Educational Innoventions Private Limited,"906,850.00"
53,54,Au Housing Finance Limited,"905,660.00"
54,55,Icici Bank Limited,"900,000.00"
55,56,Rajasthan Rajya Vidyut Prasaran Nigam Limited,"814,000.00"
56,57,Benzo Chem Industries Pvt Ltd,"801,000.00"
57,58,National Insurance Co Ltd,"800,000.00"
58,59,Prayag Polytech Private Limited (Transfer From Delhi To Rajasthan),"790,000.00"
59,60,Rajasthan Electronics And Instruments Ltd,"692,020.00"
60,61,Radha Soami Food Products Private Limited,"675,938.00"
61,62,Ecl Finance Limited,"660,000.00"
62,63,Orix Leasing & Financial Services India Limited,"630,000.00"
63,64,Radhamani Textiles Private Limited,"575,000.00"
64,65,Ifci Limited,"563,000.00"
65,66,Ess Kay Auto Finance Private Limited,"561,000.00"
66,67,Kay Jay Forgings Private Limited,"502,000.00"
67,68,Bhoruka Power Corporation Limited,"500,000.00"
68,69,Cleartrail Technologies Private Limited,"500,000.00"
69,70,Impetus Infotech (India) Private Limited,"500,000.00"
70,71,Rajasthan State Beverages Corporation Limited,"500,000.00"
71,72,Agarwal Marbles India Private Limited,"454,800.00"
72,73,Kuberkamna Marbles Private Limited,"408,000.00"
73,74,Nomura Financial Advisory And Securities  (India) Private Limited,"400,000.00"
74,75,Novartis India Limited,"400,000.00"
75,76,Genus Innovation Limited,"372,000.00"
76,77,Gravita India Limited,"360,000.00"
77,78,Compucom Software Limited,"333,936.00"
78,79,Pc Solutions Private Limited,"300,000.00"
79,80,K G Petro Chem Ltd,"274,500.00"
80,81,Music Broadcast Limited,"240,000.00"
81,82,Ramkumar Morarka And Sons Private Limited,"205,000.00"
82,83,Hem Securities Limited,"200,000.00"
83,84,Man Structurals Private Limited,"185,500.00"
84,85,Sharda Cropchem Limited,"150,000.00"
85,86,New Silk Route Advisors Private Limited,"128,000.00"
86,87,Smart Cube India Private Limited,"100,000.00"
87,88,Shree Pushkar Chemicals & Fertilisers Limited,"100,000.00"
88,89,Indo Rama Synthetics (India) Limited,"100,000.00"
89,90,Su-Kam Power Systems Limited,"60,000.00"
90,91,Kiri Industries Limited,"51,000.00"
91,92,Kryfs Power Components Limited,"50,000.00"
92,93,Uttam (Bharat) Electricals Pvt.Ltd.,0.00
93,94,Jaipur Metro Rail Corporation Limited,0.00
94,95,Coloured Rocks Trading Private Limited,0.00
95,96,Jade Blue Lifestyle India Limited,0.00
