,SNo.,company,amount
0,1,Hewlett Packard Financial Services (India) Private Ltd,"5,700,000.00"
1,2,Madhav Alloys Private Limited,"2,900,000.00"
2,3,Federal-Mogul Goetze (India) Limited,"1,500,000.00"
3,4,Morepen Laboratories Limited,"100,000.00"
