,SNo.,company,amount
0,1,Aarti International Limited,"7,400,000.00"
1,2,Vardhman Yarns And Threads Limited,"5,000,000.00"
2,3,Vardhman Holdings Limited,"5,000,000.00"
3,4,Centex International Private Limited,"3,500,000.00"
4,5,Monte Carlo Fashions Limited,"3,000,000.00"
5,6,Avon Ispat & Power Limited,"2,900,000.00"
6,7,Highway Industries Limited,"2,500,000.00"
7,8,Hero Ecotech Limited,"2,300,000.00"
8,9,Mrs.Bectors Food Specialities Limited,"2,200,000.00"
9,10,Shingora Textiles Limited,"1,700,000.00"
10,11,Ricela Health Foods Limited,"1,300,000.00"
11,12,Munjal Showa Limited,"1,100,000.00"
12,13,Versatile Enterprises Pvt Ltd,"900,000.00"
13,14,Bhandari Hosiery Exports Ltd,"800,000.00"
14,15,Avon Steel Industries Private Limited,"800,000.00"
15,16,Sukhjit Starch And Chemicals Ltd,"500,000.00"
16,17,A P Refinery Private Limited,"500,000.00"
17,18,Kangaro Industries Limited,"500,000.00"
18,19,Sharman Spinning Mills Private Limited,"300,000.00"
19,20,Paul Merchants Limited,"100,000.00"
20,21,Vmt Spinning Company Limited,0.00
21,22,Nahar Poly Films Limited,0.00
22,23,Sportking India Limited,0.00
23,24,Sobhagia Sales Private Limited,0.00
24,25,Nahar Capital And Financial Services Limited,0.00
25,26,Bcs India Private Limited.,0.00
