,SNo.,company,amount
0,1,Sap India Private Limited,"23,110,000.00"
1,2,Hinduja Group Limited,"10,000,000.00"
2,3,Power Grid Corporation Of India Limited,"8,856,000.00"
3,4,Sbi Capital Markets Limited,"7,749,000.00"
4,5,Hinduja Realty Ventures Limited,"4,000,000.00"
5,6,Iifl Facilities Services Limited,"3,000,000.00"
6,7,Ebco Private Limited,"2,620,468.00"
7,8,Hinduja Ventures Limited,"2,513,000.00"
8,9,General Insurance Corporation Of India,"2,475,000.00"
9,10,Bebitz Flanges Works Private Limited,"2,123,458.00"
10,11,Sri Devi Tool Engineers Private Limited,"1,737,069.00"
11,12,Ivp Ltd,"1,402,000.00"
12,13,Iifl Asset Management Limited,"900,000.00"
13,14,Asset Reconstruction Company (India) Limited,"714,630.00"
14,15,Neon Laboratories Limited,"622,020.00"
15,16,Jay Jagdamba Profile Engineering Products Limited,"354,393.18"
16,17,Praj Hipurity Systems Limited,"215,050.00"
17,18,Gruh Finance Limited,"200,000.00"
18,19,Orient Press Limited,"99,750.00"
19,20,Ashish Life Science Private Limited,"93,600.00"
20,21,Tata Consulting Engineers Limited,"3,000.00"
