,SNo.,company,amount
0,1,Jsw Energy Limited,"30,586,749.00"
1,2,Jaigad Powertransco Limited,"2,861,232.00"
2,3,Dow Agrosciences India Private Limited,"2,700,000.00"
3,4,Gulf Oil Lubricants India Limited,"2,550,000.00"
4,5,Dow Chemical International Private Limited,"2,000,000.00"
5,6,Excel Industries Limited,"1,782,000.00"
6,7,Jsw Infrastructure Limited,"1,616,000.00"
7,8,Alicon Castalloy Limited,"1,489,102.00"
8,9,Vanaz Engineers Limited,"1,140,000.00"
9,10,Gadre Marine Export Pvt Ltd,"806,050.00"
10,11,Himalaya Drug Company Private Limited,"800,000.00"
11,12,Tj Marine Products Private Limited,"313,800.00"
12,13,Phillipcapital (India) Private Limited,"300,000.00"
13,14,Naik Seafoods Private Limited,"15,000.00"
14,15,Forstar Frozen Foods Private Limited.,"1,100.00"
15,16,Indian Renewable Energy Development Agency Limited,0.02
