,SNo.,company,amount
0,1,Reliance Industries Limited,"1,276,000,000.00"
1,2,Gateway Terminals India Private Limited,"14,100,000.00"
2,3,Greatship (India ) Limited,"6,800,000.00"
3,4,S H Kelkar And Company Limited,"2,700,000.00"
4,5,Excel Industries Limited,"2,641,000.00"
5,6,Ruchi Soya Industries Limited,"2,155,000.00"
6,7,Embio Limited,"2,065,000.00"
7,8,Lona Industries Limited,"2,022,000.00"
8,9,Afcons Infrastructure Limited,"1,300,000.00"
9,10,Aquapharm Chemicals Private Limited,"1,093,000.00"
10,11,Peninsula Land Limited,"1,000,000.00"
11,12,Astec Lifesciences Limited,"998,945.00"
12,13,Alkem Laboratories Limited,"800,000.00"
13,14,Apcotex Industries Limited,"767,000.00"
14,15,Anshul Specialty Molecules Private Limited,"687,479.00"
15,16,Speciality Restaurants Limited,"550,000.00"
16,17,Gumpro Drilling Fluids Private Limited,"378,000.00"
17,18,Kotak Mahindra Bank Limited,"225,000.00"
18,19,Pelicans Automotive & Promotional Products Private Limited,"200,000.00"
19,20,Texas Instruments (India) Private Limited,"200,000.00"
20,21,Ion Exchange (India) Limited,"134,335.00"
21,22,Supreme Petrochem Limited,"102,000.00"
22,23,Amba River Coke Limited,"50,065.00"
23,24,Jindal Pipes Limited,0.00
24,25,Premium Chick Feeds Private Limited,0.00
25,26,Kemtec India Photographic Co Pvt Ltd,0.00
