,SNo.,company,amount
0,1,Accenture Solutions Private Limited,"12,546,220.00"
1,2,Axis Bank Limited,"6,175,163.00"
2,3,National Stock Exchange Of India Ltd.,"3,600,000.00"
3,4,Garware Wall Ropes Limited,"2,500,000.00"
4,5,Acg Pharmapack Private Limited,"2,350,000.00"
5,6,Black & Veatch Private Limited,"1,658,225.00"
6,7,Tata Power Renewable Energy Limited,"1,550,000.00"
7,8,Maharashtra Scooters Ltd,"1,312,000.00"
8,9,Zuventus Healthcare Limited,"1,110,376.00"
9,10,Spicer India Private Limited,"1,100,000.00"
10,11,Container Corporation Of India Limited,"1,100,000.00"
11,12,Godrej Consumer Products Limited,"600,000.00"
12,13,Hitech Corporation Limited,"570,000.00"
13,14,Mutha Founders Pvt Ltd,"340,000.00"
14,15,Agility Logistics Private Limited,"286,195.00"
15,16,Chaithanya Projects Private Limited,"244,058.00"
16,17,Cipy Poly Urethanes Private Limited,"142,807.00"
17,18,India Index Services And Products Limited,"114,708.31"
18,19,Dotex International Limited,"95,599.28"
19,20,Nse Strategic Investment Corporation Limited,"78,238.99"
20,21,Nseit Limited,"61,845.72"
21,22,Saroj Foundry Private Limited,"25,000.00"
22,23,Paranjape Autocast Private Limited,0.00
