,SNo.,company,amount
0,1,Dewan Housing Finance Corporation Limited,"14,292,892.00"
1,2,Indo Count Industries Limited,"9,886,000.00"
2,3,Menon Bearings Limited,"4,052,000.00"
3,4,Sonai Engineering Private Limited,"4,000,000.00"
4,5,Indusind Bank Ltd.,"3,800,000.00"
5,6,Sudarshan Jeans Private Limited,"2,888,624.00"
6,7,Ghatge Patil Industries Limited,"2,825,521.00"
7,8,S.B. Reshellers Private Limited,"2,005,000.00"
8,9,Ecl Finance Limited,"1,700,000.00"
9,10,Shri Tradco India Private Limited,"1,500,000.00"
10,11,General Insurance Corporation Of India,"1,250,000.00"
11,12,Mahalakshmi Infraprojects Limited,"1,000,000.00"
12,13,Shri Gurudatt Sugars Limited,"962,000.00"
13,14,Saroj Foundry Private Limited,"605,000.00"
14,15,Bengal Finance And Investment Private Limited,"500,000.00"
15,16,Chr.Hansen (India) Private Limited,"500,000.00"
16,17,Krishna Antioxidants Private Limited,"450,000.00"
17,18,Tessitura Monti India Private Limited,"250,000.00"
18,19,Manpowergroup Services India Private Limited,"203,000.00"
19,20,Indoco Remedies Limited,"200,000.00"
20,21,Apple Hospitals And Research Institute Limited,"145,300.00"
21,22,Saroj Castings Private Limited,"25,000.00"
22,23,Kasturi Foundry Private Limited,0.00
