,SNo.,company,amount
0,1,Maharashtra State Power Generation Company Limited,"50,235,000.00"
1,2,Mhaiskar Infrastructure Private Limited,"25,000,000.00"
2,3,Solar Industries India Limited,"22,100,000.00"
3,4,Vidarbha Industries Power Limited,"10,800,000.00"
4,5,Rohit Iron And Steel (India) Private Limited,"10,000,000.00"
5,6,Economic Explosives Limited,"9,482,000.00"
6,7,Ankur Seeds Pvt Ltd,"5,476,113.00"
7,8,Peninsula Land Limited,"5,200,000.00"
8,9,Encore Natural Polymers Private Limited,"3,850,000.00"
9,10,Calderys India Refractories Limited,"3,030,000.00"
10,11,Infocepts Technologies Private Limited,"2,716,091.00"
11,12,India Infrastructure Finance Company Limited,"2,577,508.00"
12,13,Kec International Limited,"2,535,000.00"
13,14,Allied Blenders And Distillers Private Limited,"2,100,000.00"
14,15,Swal Corporation Limited,"1,500,000.00"
15,16,Napino Auto And Electronics Limited,"1,500,000.00"
16,17,Power Grid Corporation Of India Limited,"1,440,000.00"
17,18,Abhijit Realtors & Infraventures Private Limited,"1,327,750.00"
18,19,Deutsche Investments India Private Limited,"1,300,000.00"
19,20,Avanti Institute Of Cardiology Pvt Ltd,"1,189,142.00"
20,21,Indo Rama Synthetics (India) Limited,"1,100,000.00"
21,22,Dinshaw S Dairy Foods Private Limited,"1,082,970.00"
22,23,Capital First Limited,"1,023,413.00"
23,24,Bajaj Steel Industries Limited,"1,000,000.00"
24,25,Bharat Containers (Nagpur) Pvt Ltd,"974,996.00"
25,26,Berar Finance Limited,"760,000.00"
26,27,Ceinsys Tech Limited,"705,000.00"
27,28,Mecgale Pneumatics Private Limited,"701,340.00"
28,29,Mahindra Bebanco Developers Limited,"700,000.00"
29,30,Mahindra Rural Housing Finance Limited,"607,136.00"
30,31,Pix Transmissions Ltd,"508,000.00"
31,32,Shardashree Ispat Limited,"500,000.00"
32,33,Cdet Explosive Industries Private Limited,"500,000.00"
33,34,Zim Laboratories Limited.,"400,000.00"
34,35,Johnson Lifts Private Limited,"360,000.00"
35,36,Excel Controlinkage Private Limited,"335,000.00"
36,37,Minex Metallurgical Company Limited,"320,000.00"
37,38,Praj Hipurity Systems Limited,"300,000.00"
38,39,Ion Exchange (India) Limited,"242,740.00"
39,40,Gwalior Alcobrew Private Limited,"227,000.00"
40,41,Mmp Industries Limited,"200,000.00"
41,42,Team Computers Private Limited,"160,000.00"
42,43,Patel Infrastructure Private Limited,"100,000.00"
43,44,Sanvijay Rolling And Engineering Limited,"100,000.00"
44,45,Trent Limited,"100,000.00"
45,46,Narayani Ispat Pvt Ltd,"43,500.00"
46,47,Ruchi Soya Industries Limited,"29,000.00"
47,48,Dharti Agro Chemicals Private Limited,0.00
48,49,Maharashtra Airport Development Company Limited,0.00
49,50,D P Jain And Co Infrastructure Private Limited,0.00
50,51,Bajaj Auto Limited.,0.00
