,SNo.,company,amount
0,1,Cummins India Limited,"137,303,000.00"
1,2,Bharat Forge Ltd,"123,270,000.00"
2,3,Bajaj Auto Limited.,"111,000,000.00"
3,4,Prescient Securities Private Limited,"80,000,000.00"
4,5,Bajaj Allianz Life Insurance Company Limited,"75,000,000.00"
5,6,Cipla Limited,"54,900,000.00"
6,7,Zensar Technologies Limited,"46,200,000.00"
7,8,Tata Communications Limited,"40,100,000.00"
8,9,Emcure Pharmaceuticals Limited,"37,800,000.00"
9,10,Eaton Technologies Private Limited,"37,514,300.00"
10,11,Kpit Technologies Limited,"35,910,000.00"
11,12,Mercedes-Benz India Private Limited,"34,500,000.00"
12,13,Piaggio Vehicles Private Limited,"30,150,000.00"
13,14,Skf India Limited,"28,980,000.00"
14,15,Honeywell Turbo Technologies (India) Private Limited,"27,160,000.00"
15,16,Thermax Limited.,"26,431,000.00"
16,17,Infosys Limited,"25,000,000.00"
17,18,Bajaj Allianz General Insurance Company Limited,"24,500,000.00"
18,19,Hsbc Software Development (India) Private Limited,"22,810,000.00"
19,20,Avaya India Private Limited,"21,521,000.00"
20,21,Aditya Birla Finance Limited,"19,200,000.00"
21,22,Yardi Software India Private Limited,"16,846,406.00"
22,23,Deepak Fertilisers And Petrochemicals Corporation Ltd,"16,786,000.00"
23,24,Thyssenkrupp Industries India Private Limited,"15,000,000.00"
24,25,Credit Suisse Services (India) Private Limited,"14,192,332.00"
25,26,Tata Autocomp Hendrickson Suspensions Private Limited,"13,848,569.00"
26,27,Force Motors Limited,"13,800,000.00"
27,28,Khr Hospitality India Limited,"13,800,000.00"
28,29,Nvidia Graphics Private Limited,"12,555,071.00"
29,30,Sterlite Technologies Limited,"12,500,000.00"
30,31,Bajaj Finserv Limited,"12,500,000.00"
31,32,Desai Electronics Pvt Ltd,"11,900,000.00"
32,33,Sakal Papers Private Limited,"11,663,807.00"
33,34,Garware Bestretch Limited,"11,335,581.00"
34,35,Tetra-Pak India Private Limited,"11,279,475.00"
35,36,K S B Pumps Limited,"10,800,000.00"
36,37,Samarth Life Sciences Private Limited,"10,000,000.00"
37,38,Gagandeep Credit Capital Private Limited,"10,000,000.00"
38,39,Daund Sugar Private Limited,"10,000,000.00"
39,40,Geometric Limited,"9,810,000.00"
40,41,Aker Powergas Subsea Private Limited,"9,600,000.00"
41,42,Synerzip Softech India Private Limited,"9,565,141.00"
42,43,Fiserv India Private Limited,"9,348,860.00"
43,44,Tata Technologies Limited,"9,200,000.00"
44,45,Ge Money Financial Services Private Limited,"9,000,000.00"
45,46,Amphenol Interconnect India Private Limited,"8,421,000.00"
46,47,Bmc Software India Private Limited,"8,290,975.00"
47,48,Hyva (India) Private Limited,"8,000,000.00"
48,49,Bajaj Holdings & Investment Limited.,"7,625,000.00"
49,50,Corolla Realty Limited,"7,456,000.00"
50,51,Lonsen Kiri Chemical Industries Limited,"7,300,000.00"
51,52,Capital First Limited,"7,204,770.00"
52,53,Flextronics Technologies (India) Private  Limited,"7,200,000.00"
53,54,Volkswagen India Private Limited,"7,150,000.00"
54,55,Elantas Beck India Limited,"7,100,000.00"
55,56,Larsen & Toubro Infotech Limited,"7,000,000.00"
56,57,Power Grid Corporation Of India Limited,"6,948,000.00"
57,58,Bridgestone India Private Limited,"6,152,000.00"
58,59,Venky'S (India) Limited,"6,000,000.00"
59,60,Oerlikon Balzers Coating India Private Limited,"5,700,000.00"
60,61,Kirloskar Industries Limited,"5,650,000.00"
61,62,Abil Infraprojects Limited,"5,600,000.00"
62,63,Bny Mellon International Operations (India) Private Limited,"5,512,250.00"
63,64,Harita Fehrer Limited,"5,358,000.00"
64,65,Pnb Housing Finance Limited,"5,274,000.00"
65,66,General Insurance Corporation Of India,"5,245,950.00"
66,67,Harita Seating Systems Limited,"5,136,000.00"
67,68,Classic Auto Tubes Limited,"5,024,000.00"
68,69,Indostar Capital Finance Limited,"5,000,000.00"
69,70,Synechron Technologies Private Limited,"4,658,000.00"
70,71,Zylog Plastalloys Private Limited,"4,570,000.00"
71,72,Dsm India Private Limited,"4,525,000.00"
72,73,Kalyani Investment Company Limited,"4,424,000.00"
73,74,Symantec Software India Private Limited,"4,387,000.00"
74,75,Bf Investment Limited,"4,367,400.00"
75,76,Krohne Marshall Pvt Ltd,"4,363,359.00"
76,77,The Manjri Stud Farm Private Limited,"4,355,115.00"
77,78,Chemetall India Private Limited,"4,307,000.00"
78,79,Western India Forgings Pvt Ltd,"4,200,000.00"
79,80,Venco Research And Breeding Farm Private  Limited,"4,119,600.00"
80,81,Kabra Extrusion Technik Ltd,"4,000,000.00"
81,82,Sanghvi Movers Limited,"3,920,000.00"
82,83,Il&Fs; Financial Services Limited,"3,836,868.00"
83,84,Vishay Components India Private Limited,"3,800,000.00"
84,85,Varroc Polymers Private Limited,"3,800,000.00"
85,86,Sbi Capital Markets Limited,"3,800,000.00"
86,87,Polybond (India) Pvt Ltd,"3,734,000.00"
87,88,Bitwise Solutions Private Limited,"3,725,360.00"
88,89,Keihin Fie Private Limited,"3,582,701.00"
89,90,Dipco Private Limited,"3,500,000.00"
90,91,T-3 Energy Services India Private Limited,"3,500,000.00"
91,92,Hindustan Thompson Associates Privatelimited,"3,200,000.00"
92,93,Harbinger Systems Private Limited,"3,192,034.00"
93,94,Sas Research And Development (India) Private Limited,"3,135,500.00"
94,95,Ge India Business Services Private Limited,"3,100,652.00"
95,96,Amrit Prime Properties Private Limited,"3,000,000.00"
96,97,Krystal Integrated Services Private Limited,"3,000,000.00"
97,98,Baramati Agro Limited,"2,995,209.00"
98,99,Kolte-Patil Developers Limited,"2,900,000.00"
99,100,3D Plm Software Solutions Limited,"2,896,174.00"
100,101,Halliburton Technology India Private Limited,"2,839,459.00"
101,102,Ina Bearings India Private Limited,"2,768,000.00"
102,103,Industrial Metal Powders (India) Private Limited,"2,661,120.00"
103,104,Armstrong World Industries (India) Private Limited,"2,599,960.00"
104,105,Great Software Laboratory Private Limited,"2,506,000.00"
105,106,Dar Al-Handasah Consultants (Shair & Partners) India Private Limited,"2,505,300.00"
106,107,Talentica Software (India) Pvt Ltd,"2,500,000.00"
107,108,Nerul Impex Private Limited,"2,500,000.00"
108,109,Magarpatta Township Development And Construction Company Limited,"2,500,000.00"
109,110,Kalyani Carpenter Special Steels Private  Limited,"2,478,000.00"
110,111,Gallagher Operations Support Services Private Limited,"2,460,000.00"
111,112,Tuv India P Ltd,"2,400,000.00"
112,113,Inautix Technologies India Private Limited,"2,350,000.00"
113,114,Bobst India Private Limited,"2,312,000.00"
114,115,Paranjape Schemes (Construction) Limited,"2,300,000.00"
115,116,Alicon Castalloy Limited,"2,281,680.00"
116,117,Nelson Global Products India Private Limited,"2,211,000.00"
117,118,Anvil Share And Stock Broking Private Limited,"2,200,000.00"
118,119,Gits Food Products Private Limited,"2,187,600.00"
119,120,Spicer India Private Limited,"2,100,000.00"
120,121,Sj Contracts Private Limited,"2,100,000.00"
121,122,Corning Technologies India Private Limited,"2,096,897.00"
122,123,Link Intime India Private Limited,"2,000,000.00"
123,124,B. G. Shirke Construction Technology Private Limited,"2,000,000.00"
124,125,Black & Veatch Private Limited,"1,910,000.00"
125,126,Orient Blackswan Private Limited,"1,900,000.00"
126,127,Bt (India) Private Limited,"1,900,000.00"
127,128,Metro Global Business Services Private Limited,"1,895,976.00"
128,129,Rohan Builders (India) Private Limited,"1,890,550.00"
129,130,Desons Holdings And Finance Pvt Ltd,"1,800,000.00"
130,131,Shree Pushkar Chemicals & Fertilisers Limited,"1,800,000.00"
131,132,Yamazaki Mazak India Private Limited,"1,794,400.00"
132,133,Agm India Advisors Private Limited,"1,700,000.00"
133,134,Trust Investment Advisors Private Limited,"1,700,000.00"
134,135,Sagitec Solution Pvt Limited,"1,680,000.00"
135,136,Indapur Dairy And Milk Products Limited,"1,674,211.00"
136,137,International Conveyors Ltd.,"1,650,000.00"
137,138,Goel Ganga Developers (India) Private Limited,"1,635,000.00"
138,139,Te Connectivity India Private Limited,"1,611,500.00"
139,140,National Stock Exchange Of India Ltd.,"1,600,000.00"
140,141,Exl Service.Com(India) Private Limited,"1,600,000.00"
141,142,Vanaz Engineers Limited,"1,520,000.00"
142,143,Arya Omnitalk Wireless Solutions Private Limited,"1,513,000.00"
143,144,Shro Systems Private Limited,"1,500,000.00"
144,145,Atmaja Developers Private Limited,"1,500,000.00"
145,146,Durovalves India Private Limited,"1,500,000.00"
146,147,Intervet India Private Limited,"1,500,000.00"
147,148,Fanuc India Private Limited,"1,500,000.00"
148,149,Grace Davison Chemicals India Private Limited,"1,500,000.00"
149,150,Gestamp Automotive India Private Limited,"1,482,534.00"
150,151,Kesari Tours Private Limited,"1,460,000.00"
151,152,Avakash Properties Private Limited,"1,450,000.00"
152,153,Eppendorf India Limited,"1,450,000.00"
153,154,Electronica Finance Limited,"1,446,000.00"
154,155,Whirlpool Of India Limited,"1,436,000.00"
155,156,Pubmatic India Private Limited,"1,428,200.00"
156,157,Cytel Statistical Software & Services Private Limited,"1,426,909.00"
157,158,Fis Solutions (India) Private Limited,"1,401,070.00"
158,159,Dst Worldwide Services India Privatelimited,"1,400,000.00"
159,160,Eurokids International Private Limited,"1,395,681.54"
160,161,Biltech Building Elements Limited,"1,362,400.00"
161,162,Pushpak Steel Industries Private Limited,"1,300,000.00"
162,163,Abil Realty Private Limited,"1,300,000.00"
163,164,Aditya Birla Health Services Limited,"1,274,175.00"
164,165,Ups Logistics Private Limited,"1,258,500.00"
165,166,Credit Pointe Services Private Limited,"1,250,000.00"
166,167,Aquapharm Chemicals Private Limited,"1,250,000.00"
167,168,Spaco Technologies (India) Private Limited,"1,250,000.00"
168,169,Gharda Chemicals Limited,"1,235,000.00"
169,170,Globant India Private Limited,"1,231,096.00"
170,171,Atlas Copco (India) Limited,"1,200,000.00"
171,172,J N Marshall Private Limited,"1,200,000.00"
172,173,Beverly Hills Realty Private Limited,"1,200,000.00"
173,174,Unifrax India Private Limited,"1,200,000.00"
174,175,Automotive Manufacturers Private Limited,"1,200,000.00"
175,176,Mastercard Mobile Transactions Solutions  Private Limited,"1,195,081.00"
176,177,Hexaware Technologies Limited,"1,192,000.00"
177,178,Ratilal Bhagwandas Construction Company P Ltd,"1,189,100.00"
178,179,Advik Hi-Tech Private Limited,"1,161,073.00"
179,180,Global Advertisement Services Private Limited,"1,112,295.00"
180,181,Chandukaka Saraf And Sons Private Limited,"1,111,471.00"
181,182,Ankur Seeds Pvt Ltd,"1,100,000.00"
182,183,Cotmac Electronics Private Limited,"1,100,000.00"
183,184,Tranter India Private Limited,"1,100,000.00"
184,185,Nanded City Development And Construction  Company Limited,"1,100,000.00"
185,186,Mtu India Private Limited,"1,035,524.00"
186,187,Minda Industries Limited,"1,035,000.00"
187,188,Thermax Engineering Construction Company  Limited,"1,024,000.00"
188,189,Forbes Marshall Arca Private Limited,"1,020,172.00"
189,190,Involute Technologies Private Limited,"1,011,683.00"
190,191,Peninsula Land Limited,"1,000,000.00"
191,192,Sun Vacuum Formers Private Limited,"1,000,000.00"
