,0
Deffree Engineering Private Limited,400000
Aptus Value Housing Finance India Limited,400000
Caplin Point Laboratories Limited,400000
Red Earth Good Living And Hospitalityprivate Limited,400000
Tcpl Packaging Limited,400000
K G Denim Limited,400000
Malladi Drugs And Pharmaceuticals Limited,400000
Titanium Equipment & Anode Manufacturing Company Limited,400000
Medihauxe International Private Limited,400000
Busch Vacuum India Private Limited,398720
Lama Rice Private Limited,398000
Hinduja Global Solutions Limited,397000
P.P. Industries Private Limited,396100
Talwandi Sabo Power Limited,395240
Cirex Pharmaceuticals Limited,393790
Abharan Jewellers Private Limited,393694
Adani Logistics Limited,393000
Sahyadri Industries Limited.,393000
Connectwell Industries Private Limited,392000
Clp Wind Farms (India) Private Limited,390000
Chemtech Acids And Chemicals Pvt Ltd,388891
Ifb Industries Ltd,382000
Hero Ecotech Limited,378945
Modern India Limited,376250
Altico Capital India Private Limited,376000
Charishma Hotels Private Limited,375000
Swiss Glascoat Equipments Limited,374255
Kareli Sugar Mill Private Limited,373800
Genus Innovation Limited,372000
Victora Auto Private Limited,371100
Superhouse Limited,371085
Tyson Enterprises Private Limited,370000
Shalimar Corp Limited,370000
Comfort Intech Limited,370000
Ideal Real Estates Private Limited,370000
Auto Cnc Machining Limited,363977
Vulkan Technologies Private Limited,363100
Sg Analytics Private Limited,362311
Hem Corporation Private Limited (Part - Ix),361111
Gravita India Limited,360000
Indian Register Of Shipping,360000
Juki India Private Limited,360000
Fortune Integrated Assets Finance Limited,360000
Aizant Drug Research Solutions Private Limited,356000
Avon Steel Industries Private Limited,355000
Bayer Bioscience Private Limited,355000
Pipavav Railway Corporation Limited,353977
Encarta Pharma Private Limited,353547
Kumar Organic Products Limited,353500
Computer Sciences Corporation India Private Limited,352469
Kusters Calico Machinery Private Limited,351000
Nuvo Chryscapital Advisors Private Limited,350000
Mehru Electrical And Mechanical Engineers Private Limited,350000
Microworld Software Services Private Limited,350000
Ness Technologies (India) Private Limited,350000
Netincon Marketing Private Limited,350000
Fernandez Hospital Private Limited,350000
Rec Engineering Products Private Limited,350000
Marwadi Commodity Broker Private Limited,350000
Hitachi Data Systems India Private Limited,348050
Venus India Asset-Finance Private Limited,345000
Symantec Software Solutions Private Limited,344000
Sterling Investment Corporation Private Limited,342000
Enpro Industries Private Limited,342000
Dutron Plastics Limited,340800
Mutha Founders Pvt Ltd,340000
Intense Technologies Limited,339648
East India Petroleum Private Limited,339432
Vijay Nirman Company Private Limited,339143
Excel Controlinkage Private Limited,335000
Rswm Limited,335000
Compucom Software Limited,333936
Agarwal Associates (Promoters) Ltd,333273
Bhandari Automobiles Private Limited,332942
Vardhman Pharma Distributors Private Limited,332000
Gujarat Borosil Limited,330000
Kartikay Coal Washeries Private Limited,329410
Lg Soft India Private Limited,326500
Sree Sakthi Paper Mills Limited,325000
Blue Dart Express Limited,325000
Kewaunee Labway India Private Limited,322678
Lam Research (India) Private Limited,322626
Emas Expressway Private Limited,321823
Chloride Metals Limited,319400
Krishana Phoschem Limited,317000
Designtech Systems Limited,315338
Dil Limited,315000
Deevya Shakti Paper Mills Private Limited,315000
Grey Worldwide (India) Private Limited,314869
Divis Biotech Private Limited,314597
Tj Marine Products Private Limited,313800
Fossil India Private Limited,313672
R S B Cottex Limited,312000
Anmol Finpro Private Limited,311000
Trim India Private Limited,310000
Agarmin Coalwashery Private Limited,310000
Freewill Sports Private Limited,308295
Gwalior Alcobrew Private Limited,308000
Arjohuntleigh Healthcare India Private Limited,305000
Odisha Television Limited.,304000
Exfo Electro-Optical Engineering India Private Limited,303527
Haldia Precision Engineering Pvt Ltd,302800
Mouri Tech Private Limited,302304
Chemical Systems Technologies (India) Private Limited,302100
Magna Projects Pvt Ltd,301873
Quislex Legal Services Private Limited,301526
Idfc Securities Limited,300000
Prakash Gold Palace Private Limited,300000
Repco Micro Finance Limited,300000
Omr Bagla Automotive Systems India Limited,300000
Valorganics Pvt Ltd,300000
Global Analytics India Private Limited,300000
Shriram Housing Finance Limited,300000
Sathiapal Engineers (India) Limited,300000
Sumeet Gems And Jewellers Private Limited,300000
Microsoft Global Services Center (India)  Private Limited,300000
Adwaith Lakshmi Industries Limited,300000
Cross Country Infotech Private Limited,300000
Raipur Coal Feeder Private Limited,300000
Fainger Leser Valves Pvt Ltd,300000
Advent Envirocare Technology Pvt Ltd,300000
West Coast Fine Foods (India) Private Limited,300000
Better Value Holdings Private Limited,300000
Indoco Remedies Limited,300000
Aap Realtors Limited,300000
Rajarhat It Park Limited,300000
Jagran Media Network Investment Private Limited,300000
Supreme (India) Impex Ltd,300000
Adam Fabriwerk Private Limited,300000
Trent Limited,300000
Bse Limited,300000
Gati Limited,300000
Rodic Consultants Private Limited,300000
Badulipar Ltd,300000
Cello Tips And Pens Private Limited,300000
R G Bronze Mfg Company Private Limited,300000
Tash Investment Private Limited,300000
Ador Powertron Limited,300000
Karda Constructions Limited,300000
Delta Electronics India Private Limited,300000
Speedcrafts Limited,300000
Moneywise Financial Services Private Limited,300000
Gul Properties Private Limited,300000
Hanon Automotive Systems India Private Limited,300000
Coimbatore Hitech Infrastructure Private Limited,300000
Bannari Amman Spinning Mills Limited,300000
Hamilton & Company Limited,300000
Refex Energy Limited,300000
Oasis Realty Private Limited,300000
Edelweiss Housing Finance Limited,300000
Pc Solutions Private Limited,300000
Advaith Motors Private Limited,300000
Hical Technologies Private Limited,300000
Msp Sponge Iron Limited,300000
Bmw Industries Limited,300000
Dream Bake Private Limited,300000
Kob Medical Textiles Private Limited,300000
Messer Cutting Systems India Private Limited,300000
Encee Aromatics Private Limited,300000
Hirotec India Private Limited,300000
Fmi Limited,300000
Star Pipe Products (India) Private Limited,300000
Nimbus Harbor Facilities Management Private Limited,300000
Emerald Jewel Industry India Limited,300000
Del Pd-Pumps And Gears Private Limited,297000
Marathwada Auto Compo Private Limited,296000
Lloyd Housing Private Limited,294583
Parbati Koldam Transmission Company Limited,294582
Patiala Kings Liquor Private Limited,293741
Emco Goa Private Limited,293000
Unilog Content Solutions Private Limited,293000
Elan Professional Appliances Private Limited,291194
Jardine Lloyd Thompson India Private Limited,288000
Fortune Gilts Private Limited,284204
Siyaram Silk Mills Limited,284000
Western Metal Industries Private Limited,283812
Taiyo Lucid Private Limited,283248
Goodcare Pharma Pvt Ltd,283063
Ganga Acrowools Ltd,281622
Hexagon Capability Center India Private Limited,281200
Newage Fire Fighting Company Limited,280790
Fleetguard Filters Private Limited,280000
International Combustion (India) Ltd,280000
Parikh Enterprises Private Limited,279550
Maheshwari Mining Private Limited,279240
Provident Housing Limited,278000
New Silk Route Advisors Private Limited,278000
Gmr Hyderabad International Airport Limited,275000
Antique Marbonite Private Limited,274871
Duro Shox Pvt Ltd,274750
K G Petro Chem Ltd,274500
Sankalp Semiconductor Private Limited,274202
Bothra Shipping Services Private Limited,273800
Magneti Marelli Powertrain India Private  Limited,272000
Triveni Engicons Pvt Ltd,271500
Citicorp Finance (India) Limited,270000
Techint India Private Limited,267538
Kunal Structure (India) Private Limited,265000
Aci Worldwide Solutions Private Limited,263281
Shyamaraju And Company (India) Private Limited,261360
Envestnet Asset Management India Private Limited,259499
Brd Securities Ltd,257760
Coral Laboratories Limited,256321
Subhasri Pigments Private Limited,256100
Guavus Network Systems Private Limited,252967
Eldeco City Private Limited,251284
Signet Chemical Corporation Private Limited,250000
Manaksia Limited,250000
River Engineering Private Limited,250000
Central India General Agents Ltd,250000
Cnh Industrial (India) Private Limited,250000
Tradex Polymers Pvt Ltd,250000
Icpa Health Products Ltd,250000
My Home Constructions Private Limited,250000
Tessitura Monti India Private Limited,250000
Macro Bars And Wires (India) Pvt Ltd,250000
Anik Industries Limited,250000
God Gift Properties Private Limited,250000
Advanced Enzyme Technologies Limited,250000
Suven Life Sciences Limited,250000
Vrijesh Natural Fibre & Fabrics (India) Private Limited,250000
Genuine Stock Brokers Private Limited,250000
Anritsu India Private Limited,250000
G Corp Private Limited,250000
Aig Data Services Private Limited,250000
Muthoot Vehicle & Asset Finance Limited,250000
Shanpar Industries Private Limited,250000
Prasad Koch Technik Private Limited,249000
Khandelia Oil And General Mills Private Limited,245150
Narayani Ispat Pvt Ltd,243500
City Corporation Limited,243000
Dotex International Limited,242720
Fci Oen Connectors Limited,241900
Tlt Engineering India Pvt Ltd,240000
Tata Motors Insurance Broking And Advisory Services Limited,236727
Bernhard Schulte Shipmanagement (India) Private Limited,235000
Upl Limited,235000
Infor (India) Private Limited,234954
Danisco (India) Private Limited,233500
Servion T Global Solutions Limited,233000
Rajhans Infracon (India) Private Limited,232050
Faurecia Interior Systems India Private Limited,230210
Inflow Technologies Private Limited,230000
Lanco Hydro Power Limited,228137
Blue Jeans Network India Private Limited,228000
Exotica Housing & Infrastructure Projects Private Limited,227311
Mono Steel (India) Limited,227000
Rjp Infrastructure Private Limited,226711
Classic Network Private Limited,225000
Prakash Industries Limited,225000
Aptar Pharma India Private Limited,221000
Cargill India Private Limited,220566
Integral Biosciences Private Limited,220000
Benara Udyog Limited,217647
Kriti Industries (India)Limited,217000
Deepak Spinners Ltd,215000
Betex India Limited (Co Tr From Maha ),212000
Balarama Krishna Spinning Mills Private Limited,210000
Sbw Udyog Limited,209819
Nseit Limited,208389
Steel Cast Limited,208119
Transpek Industry Limited,207076
Ramkumar Morarka And Sons Private Limited,205000
Caps Gold Private Limited,204624
Brg Iron & Steel Co. Private Limited,204334
Sunrise Foods Private Limited,204150
Manpowergroup Services India Private Limited,203000
Patani Securities Private Limited,200651
Indian Syntans Investments Private Limited,200000
Vibgyor Investors & Developers Pvt Ltd,200000
Ajwani Infrastructure Private Limited,200000
Aica Laminates India Private Limited,200000
Max Life Insurance Company Limited,200000
Runner Marketing Private Limited,200000
Mitsui O S K Lines (India) Private Limited,200000
Brickwork India Private Limited,200000
Jaysynth Dyestuff (India) Limited,200000
Replicon Software (India) Private Limited,200000
Hirschvogel Components India Privatelimited,200000
Ashoka Concessions Limited,200000
South East Constructions Company Private  Limited,200000
Elofic Industries Limited.,200000
Oren Hydrocarbons Private Limited,200000
Maersk Line India Private Limited,200000
Sipra Engineers Private Limited,200000
Ebm-Papst India Private Limited,200000
Autocomp Corporation Panse Private Limited,200000
Habasit Iakoka Private Limited,200000
Kikani Exports Private Limited,200000
Curatio Health Care (I) Private Limited,200000
Mmp Industries Limited,200000
J L Morison (India) Limited,200000
Kelvion India Private Limited,200000
Venus Home Appliances Private Limited,200000
Ratna Sagar Private Limited,200000
Shanthi Feeds Private Limited,200000
Umasons Auto Compo Private Limited,200000
Tulip Renewable Powertech Private Limited,200000
Morgan Stanley India Company Private Limited,200000
Fusion Micro Finance Private Limited,200000
Bi Worldwide India Private Limited,200000
Avean International Private Limited,200000
Cargo Service Center India Private Limited,200000
Aarvee Associates Architects Engineers And Consultants Private Limited,200000
Poompuhar Shipping Corpn Limited,200000
Bellapremier Happy Hygienecare Private Limited,200000
Vijayawada Tollway Private Limited,200000
Frog Cellsat Limited,200000
Dicitex Furnishings Private Limited,200000
Sital Leasing And Finance Ltd,200000
Huber+Suhner Electronics Private Limited,200000
Technocraft Industries (India) Limited,200000
Gandhar Oil Refinery (India) Limited,200000
Dillip Constructions Private Limited,200000
Betts India Private Limited,200000
Triveni Glass Limited,200000
Groz Beckert Asia Private Limited,200000
Hcl Corporation Private Limited,200000
Wheels India Limited,200000
Fire Luxur Developers Private Limited,200000
K S Subbiah Pillai & Company (India) Private Limited,200000
Arihant Capital Markets Limited,200000
Learning Mate Solutions Private Limited,200000
West Bengal Swarojgar Corporationlimited,200000
Amrit Banaspati Company Limited,200000
Deccan Enterprises Ltd,200000
Eurofins It Solutions India Private Limited,200000
Bharat Fritz Werner Limited,200000
Mcgraw Hill Education (India) Private Limited,200000
Ucam Private Limited,200000
Welspun Solar Madhya Pradesh Private Limited,200000
National Trust Housing Finance Limited,200000
The Industrial Development Corporation Of Odisha Limited,200000
Med-El India Private Limited,200000
Asti Electronics India Private Limited,200000
International Paper (India) Private Limited,200000
Sai Life Sciences Limited,200000
Sai Deepa Rock Drills Private Limited,200000
Raheja Universal (Pvt) Limited,200000
Aditya Birla Money Mart Limited,200000
Rajasthan State Road Development And Construction Corporation Limited,200000
Raajratna Metal Industries Ltd,200000
Sintex Industries Limited,200000
Sai Consulting Engineers Private Limited,200000
Hem Securities Limited,200000
Windlas Biotech Private Limited,200000
Pooja Forge Limited,200000
Educational Initiatives Private Limited,200000
Spectra India Housing Private Limited,200000
The India Thermit Corporation Limited,200000
Emerson Process Management Power And Water Solutions India Private Limited,200000
Niche Financial Services Private Limited,199000
Nse Strategic Investment Corporation Limited,198644
Gujarat Automotive Gears Limited,192325
Brijwasi Bullions And Jewellers Private Limited (Transfered From Up),191210
United States Pharmacopeia - India Private Limited,186042
Bhishma Realty Limited,186000
East West Seeds India Private Limited,185836
Spica Elastic Private Limited,180000
Abp Private Limited,180000
Royal Touch Fablon Private Limited,179494
Sugam Parivahan Private Limited,178575
Hindustan Epc Company Limited,177022
Schott Glass India Private Limited,176134
Shingora Textiles Limited,175504
Seven Islands Shipping Limited,175000
Soccer International Private Limited,173000
Byramjee Jeejeebhoy Private Limited,171125
Avon Cycles Ltd,171000
Samalkot Power Limited,171000
Mclube Asia Private Limited,164000
Vectus Industries Limited,163033
Jet Age Securities Pvt Ltd,160000
Nectar Life Sciences Limited,160000
Eveready Industries India Ltd,158000
Rushil Decor Limited,154000
Kothari Products Limited.,152000
Hemogenomics Private Limited,151500
Schiller Healthcare India Private Limited,151410
Royal Distillery Private Limited,151000
Parveen Industries Pvt Ltd,150250
Iron Triangle Limited,150000
Strassenburg Pharmaceuticals Ltd.,150000
Pallishree Ltd,150000
Sls Energy Private Limited,150000
Cargill Business Services India Private Limited,150000
Universal Starch Chem Allied Limited,150000
Yaskawa India Private Limited,150000
Mangalore Minerals Private Limited,147193
Wild Flavors (India) Private Limited,145800
Jetair Private Limited,145346
Apple Hospitals And Research Institute Limited,145300
Silver Realties And Infrastructure Private Limited,144500
S M L Finance Limited,144140
Cipy Poly Urethanes Private Limited,142807
Hachette Book Publishing India Private Limited,140000
Nagreeka Exports Ltd.,140000
Compucom-Csi Systems India Private Limited,140000
Kwality Limited,138000
Amrapali Industries Limited,137700
Srs Finance Limited.,135849
Standard Treads Pvt Ltd,133212
G.D.Birla Medical Research And Education Foundation,130000
General Mills India Private Limited,130000
Central Railside Warehouse Company Limited,130000
Vaishno Devi Dairy Products Limited,128700
Micro Housing Finance Corporation Limited,128000
Versatile Enterprises Pvt Ltd,127000
Laqshya Hyderabad Airport Media Private Limited,125000
Paradeep Phosphates Ltd,125000
Ami Lifesciences Pvt Ltd,125000
Caryaire Equipments India Private Limited,125000
Star Engineers (India) Private Limited,125000
Welspun Urja Gujarat Private Limited,124277
Hexagon Nutrition Private Limited,123000
Parsa Kente Collieries Limited,120126
Naini Tissues Limited,120000
Hmshost Services India Private Limited,120000
Ocm Private Limited,120000
Bhilwara Infotechnology Limited,120000
Topsel Pvt Ltd,119252
Rajmahal Coal Mining Limited,118977
Wuerth Elektronik India Private Limited,115857
Dimension Data India Private Limited,115200
Kiri Industries Limited,115000
Danske It And Support Services India Private Limited,113000
Hymech Engineers Pvt Ltd,112500
N R Agarwal Industries Limited,112500
Eldeco Housing And Industries Limited,112332
Girnar Food And Beverages Private Limited,111000
Sharplex Filters (India) Private Limited,110260
Rajoo Engineers Limited,110000
Adhunik Industries Limited,110000
Sai Marine Exports Private Limited,110000
Gujarat Enviro-Protection And Infrastructure Limited,106634
Supreme Petrochem Limited,102000
Sidvin Core-Tech (India) Private Limited,101120
Gujarat Power Corporation Limted,100595
Cello Writing Instruments And Containers Private Limited,100000
Amar Jewellers Ltd,100000
Orient Craft Limited,100000
Nezone Strips Limited,100000
Dodsal Enterprises Private Limited,100000
Nezone Tubes Limited,100000
Exel Rubber Limited,100000
Shri Hari Krishna Papers Private Limited,100000
Auto Ignition Limited,100000
Bhansali Engg Polymers Ltd,100000
Emmennar Pharma Private Limited,100000
Seamec Limited,100000
Namra Finance Limited,100000
Dixcy Textiles Private Limited,100000
Rosenberger Electronic Company (India)Private Limited,100000
Star Delta Transformers Limited,100000
Sri Krishna Devaraya Hatcheries Pvt. Ltd.,100000
New Ambadi Estates Private Limited,100000
Galax E.Solutions India Private Limited,100000
Clover Energy Private Limited,100000
Lakshmi Electrical Drives Limited,100000
Knight Riders Sports Private Limited,100000
Prima Products Private Limited,100000
Indsil Hydro Power And Manganese Limited,100000
Suyog Electricals Limited,100000
A.B. Grain Spirits Private Limited,100000
Tangoe India Softek Services Private Limited,100000
Checkmate Services Private Limited,100000
Deki Electronics Limited,100000
Rds Project Limited,100000
Veer-O-Metals Private Limited,100000
Lotte India Corporation Limited,100000
Egis India Consulting Engineers Private Limited,100000
The Swastik Safe Deposit And Investments Ltd,100000
Ricela Health Foods Limited,100000
Profab Engineers Private Limited,100000
Spincotech Private Limited,100000
Bihar State Power Transmission Company Limited,100000
Clean Science And Technology Private Limited,100000
B.V. Bio-Corp Private Limited,100000
Discovery Wealth Management Services Private Limited,100000
Ravindra Heraeus Private Limited,100000
Rangoli Portfolio Private Limited,100000
Glory Global Solutions (South Asia) Private Limited,100000
Spa Securities Limited,100000
Renaissance Asset Management Company Private Limited,100000
Geltec Private Limited,100000
Madhur Housing And Development Company(A Pvt Co.With Unlimited Liabili,100000
Oerlikon Friction Systems (India) Limited,100000
Hemadri Cements Ltd,100000
Swift Freight (India) Private Limited,100000
Rmsi Private Limited,100000
Ekta Housing Private Limited,100000
Holtec Consulting Pvt. Ltd.,100000
Emmbros Autocomp Limited,100000
Eagle Software India Private Limited,100000
Otto Clothing Private Limited,100000
Bscpl Infrastructure Limited,100000
Hm Mercantiles Private Limited,100000
Balmer Lawrie And Company Limited,100000
Equiniti India Private Limited,100000
Anthelio Business Technologies Private Limited,100000
Sanvijay Rolling And Engineering Limited,100000
Henkel Anand India Private Limited,100000
Roots Auto Products Private Limited,100000
Avr Storage Tank Terminals Private Limited,100000
Farida Classic Shoes Private Limited,100000
Sai Service Agency (Bombay) Private Limited,100000
P. Mangatram Jewellers Private Limited,100000
Bang Data Forms Pvt Ltd,100000
Premier Explosives Limited,100000
Orient Press Limited,99750
Karnataka State Beverages Corporation Limited,98000
Kalindi Farms Private Ltd,97800
Alltech Biotechnology Private Limited,96000
Mcs Trading Company Private Limited,95277
Parag Breweries Limited,92000
Abhay Nutrition Private Limited,90000
Xs Real Properties Private Limited,90000
Prabhu International Vyapar Private Limited,84000
Standard Pesticides Private Limited,83211
Idfc Infra Debt Fund Limited,82531
Glochem Industries Limited,82500
Prorigo Software Private Limited,80000
Virchow Drugs Limited,80000
Rare Rose Premises Private Limited,78894
Mahakoshal Refractories Private Limited,77500
Natural Sugar And Allied Industries Limited,75926
Nomura Structured Finance Services Private Limited,75028
A R Sulphonates Private Limited,75000
Shrijee Lifestyle Private Limited,72000
Fis Solutions Software (India) Private Limited,71850
Kangaro Industries Limited,70000
Real Technical Solutions Private Limited,68963
Bhimrajka Impex Limited,68000
Avail Financial Services Limited,66814
Mahabal Metals Privale Limited,65750
Trekbin Technologies Private Limited,62433
Minda Corporation Limited,61752
Btl Epc Limited,61000
The Cotton Corporation Of India Limited,60000
Indianoil Petronas Private Limited,60000
Carlsberg India Private Limited,60000
Parker Bullion Private Limited,59000
Kitchen Xpress Overseas Limited,58750
Mahavir Die Casters Pvt. Ltd.,57500
Mahalaxmi Infracontract Private Limited,57000
Saraiwwalaa Agrr Refineries Limited,55000
Yoshika Engineering Private Limited,55000
Coral Drugs Private Limited,52500
Sim Diam Private Limited,51000
Alcove Construction Pvt Ltd,51000
Swastik Coal Corporation Private Limited,51000
Duke Plasto Technique Private Limited,51000
Turakhia Overseas Pvt Ltd,50600
Amba River Coke Limited,50065
Renfro India Private Limited,50000
Edelweiss Retail Finance Limited,50000
Anuh Pharma Limited,50000
Ssn Investments (Pondi) Private Limited,50000
Anand Azco Infracon India Private Limited,50000
Pragya Equities Private Limited,50000
Hcl Talentcare Private Limited,50000
Parle Elizabeth Tools Private Limited,50000
Northern Power Distribution Company Of Telangana Limited,50000
Munix (India) Private Limited,47800
Indian Herbs Specialities Private Limited,47800
Natraj Proteins Limited,47000
Hindustan Equipments Private Limited,44150
Ness Software Services Private Limited,40000
Bansal Alloys And Metals Private Limited,40000
Kaeser Compressors India Private Limited,40000
Priya Softweb Solutions Private Limited,39900
Sbi Global Factors Limited,39750
Doms Industries Private Limited,35000
Minda Vast Access Systems Private Limited,35000
Feegrade & Co Pvt Ltd,35000
Cisco Commerce India Private Limited,31000
Grainotch Industries Limited,30000
Naik Seafoods Private Limited,30000
Rama Phosphates Limited,30000
Ima-Pg India Private Limited,30000
Ridaan And Ruhan Buildwell Private Limited,30000
Ganesha Ecosphere Limited,26100
Bdr Pharmaceuticals International Private Limited,25000
Prince Swr Systems Private Limited,25000
United Shippers Limited,25000
Sushma Buildtech Limited,25000
Beeline Impex Private Limited,25000
Oil Field Instrumentation (India) Private Limited,25000
Saroj Castings Private Limited,25000
Powermaster Engineers Private Limited,24000
Associated Engineers And Industrials Limited,23000
Fairchem Speciality Limited,22220
Sneha Foods & Feeds Private Limited,22000
Commercial Syn Bags Limited,21500
Chemical And Mineral Industries Pvt Ltd,21300
Naman Equipments & Constructions (India)  Private Limited,21000
Tata Consulting Engineers Limited,21000
Amd Industries Limited,21000
Dnp Limited,20560
Capital Local Area Bank Limited,20000
Alcon Resort Holdings Private Limited,17855
Falcon Pumps Private Limited,16730
Effective Tele Services Private Limited,15124
Allscripts (India) Private Limited,15000
Elleys Industries (India) Private Limited,12500
Genus Electrotech Limited,12000
Express Global Logistics Private Limited,10000
Theon Pharmaceuticals Limited,10000
Schreiber Dynamix Dairies Private Limited,10000
Gartner India Research & Advisory Services Private Limited,9800
Societe Generale Global Solution Centre Private Limited,8757
Aci Worldwide Consulting (India) Private Limited,6271
Madhumita Construction Pvt Ltd,5000
Jasper Industries Private Limited,5000
Arvind Brands & Retail Limited,4831
Talento Technical Plant Services Private Limited,4308
Ishan Technical Plant Services Private Limited,4308
Te Connectivity Global Shared Services India Private Limited,4100
Mahendra Brothers Exports Private Limited,4000
Panasia Commodity Trading Private Limited,3500
Industrial Techno Man Power Supply & Services Private Limited,3093
Ksb Mil Controls Limited,1600
Chintels Exports Private Limited,1500
Forstar Frozen Foods Private Limited.,1100
Madhu Silica Private Limited,741
Ashirvad Pipes Private Limited,153
Kpmg Global Services Private Limited,96
Kpmg Resource Centre Private Limited,64
Ircon International Limited,59
Duke Fashions (India) Limited,34
Ansal Buildwell Limited,33
Kpmg Global Delivery Center Private Limited,29
Kalyani Steels Ltd,25
Gujarat Forgings Private Limited,20
Anu Projects Consultants And Engineers Pvt Ltd,16
Blue Cross Laboratories Private Limited,15
Federal - Mogul Ignition Products India Limited,15
Natco Pharma Limited,13
A G Industries Pvt Ltd,12
Timesofmoney Private Limited,11
Sml Isuzu Limited,9
Adani Estates Private Limited,7
Jsw Steel Processing Centres Limited,5
Genting Lanco Power (India) Private Limited,2
Coperion Ideal Private Limited,1
Karnataka Plastoo Industries Private Limited,1
Chiripal Poly Films Limited,1
Manappuram Jewellers Limited.,0
Jagati Publications Limited,0
Everest Tannery Private Limited,0
Nk Power And Infrastructure Private Limited,0
Viva Merchants Private Limited,0
R.K. Infracorp Private Limited,0
Hilti Manufacturing India Private Limited,0
Mehul Construction Company Pvt Ltd,0
Nirpan Securities Private Limited,0
Sotc Travel Services Private Limited,0
Betul Oil Limited,0
Khyati Ispat Private Limited,0
Konkan Railway Corporation Limited,0
Numaligarh Refinery Ltd,0
Inkel Limited,0
Syngenta Services Private Limited,0
Shivam Transcon Pvt Ltd,0
Penver Products Private Limited,0
York Print Private Limited,0
Ardom Telecom Private Limited,0
Nhk Spring India Limited,0
Mvs Engineering Limited,0
Metenere Limited,0
Fertilisers And Chemicals Travancore Ltd,0
Cherian Varkey Construction Company Private Limited,0
Chowgule And Company (Salt) Private Limited,0
Usher Agro Limited,0
Rolta India Limited,0
Sarla Holdings Private Limited,0
Chhatisgarh Investments Limited,0
Syngenta Crop Protection Private Limited,0
Jade Blue Lifestyle India Limited,0
Schiffer And Menezes India Private Limited,0
Midas Treads (India) Private Limited,0
Shri Ashutosh Structures Private Limited,0
Assam Gas Company Ltd,0
Bengal Park Chambers Housing Development Limited,0
Assam Petro Chemicals Ltd,0
Pan Parag India Limited,0
Modern India Con Cast Ltd,0
Sagar Manufacturers Private Limited,0
Kaybee Industrial Alloys (P) Ltd.,0
Hema Engineering Industries Ltd,0
East India Udyog Ltd,0
Dolat Capital Market Pvt Limited,0
Shalimar Wires Industries Limited,0
Apex Agri-Commodities India Private Limited,0
Crm Services India Private Limited,0
Sbi Macquarie Infrastructure Management Private Limited,0
Nicco Parks & Resorts Ltd.,0
Shalimar Pellet Feeds Limited.,0
Voith Paper Technology (India) Private Limited,0
Paras Buildtech India Private Limited,0
Intelligent Infrastructure Limited,0
Khadim India Limited,0
Veljan Hydrair Limited,0
Shree Durga Syntex Private Limited,0
Devika Fibres Pvt Ltd,0
Sumilon Polyester Limited,0
Gujarat Polyfilms Limited,0
Sml Films Limited,0
Ask Automotive Private Limited,0
Kiran Gems Private Limited,0
Kalthia Engineering And Construction Limited,0
Evolution Realty Private Limited,0
Hindustan Syringes And Medical Devices Limited,0
Skipperseil Limited,0
Klj Organic Limited,0
Manisha Projects Private Limited,0
Ludlow Jute & Specialities Limited,0
Deepak Industries Ltd,0
Sujata Synthetics Limited,0
Eureka Stock & Share Broking Services Limited,0
Rajlaxmi Griha Nirman Private Limited,0
Ramabhadra Industries Private Limited,0
Lokmangal Agro Industries Limited,0
Nsb Bpo Solutions Private Limited,0
The Madhya Pradesh State Mining Corporation Limited,0
Madhya Pradesh State Civil Suppliescorporation Limited,0
Bhagirath Coach And Metal Fabricators Pvt Ltd,0
Crocs India Private Limited,0
Precision Camshafts Limited,0
Calcutta Springs Ltd,0
D2S Infrastructures Private Limited,0
Nirshilp Commodities And Trading Private Limited,0
Dolat Investments Limited,0
Sumilon Industries Limited,0
Binarylife Technology Private Limited,0
Paranjape Autocast Private Limited,0
Visakhapatnam Industrial Water Supply Company Limited,0
Chandana Brothers Multi Complex Private Limited,0
Teejay India Private Limited,0
Abdos Lamitubes Private Limited,0
Bharat Roll Industry Pvt Ltd,0
Aforeserve. Com Limited,0
Ratnakala Exports Private Limited,0
Vedant Griha Nirman Private Limited,0
Mark Exhaust Systems Limited,0
Ferro Scrap Nigam Limited,0
Ideal Heights Private Limited,0
Svg Media Private Limited,0
Utsav Securities Private Limited,0
Asian Colour Coated Ispat Limited,0
Sylvanus Properties Limited,0
Transunion Cibil Limited,0
Shree Ram Colloids Private Limited,0
Dinesh Engineers Private Limited,0
Dharmanandan Diamonds Private Limited,0
Phoenix Projects Private Limited,0
Gopal Snacks Private Limited,0
Rolex Rings Private Limited,0
Dml Exim Private Limited,0
Yokogawa India Limited,0
Levi Strauss (India) Private Limited,0
Yodlee Infotech Private Limited,0
Amrut Distilleries Private Limited,0
Unicel Technologies Private Limited,0
First Advantage Global Operating Center Private Limited,0
Rotex Automation Limited,0
Jda Software Private Limited,0
Snam Alloys Private Limited,0
Amara Raja Electronics Limited,0
Siemens Technology And Services Private Limited,0
Wave Beverages Private Limited,0
Wells Fargo India Solutions Private Limited,0
Electronics For Imaging India Private Limited,0
Informatics (India) Limited,0
Epsillon Real Estate Private Limited,0
K R Pulp And Papers Limited,0
Ceratizit India Round Tool Solutions Private Limited,0
Nthrive Global Solutions Private Limited,0
Sankhla Vinyl Private Limited,0
Rsp Design Consultants (India) Private Limited,0
Huawei Technologies India Private Limited,0
Canbank Factors Limited,0
Sogefi - Mnr Engine Systems India Private Limited,0
