,CIN,name_x,name_y
604,U15400TG2010PTC069556,3F OIL PALM AGROTECH PRIVATE LIMITED,3F Oil Palm Agrotech Private Limited
605,U15410MH1991PLC135359,GODREJ AGROVET LIMITED,Godrej Agrovet Limited
606,U15411MP1974SGC001268,MADHYA PRADESH STATE CIVIL SUPPLIES CORPORATION LIMITED,Madhya Pradesh State Civil Suppliescorporation Limited
607,U15419TN1954PLC001987,LOTTE INDIA CORPORATION LIMITED,Lotte India Corporation Limited
608,U15421MH2007PLC174599,GANGAKHED SUGAR & ENERGY LIMITED,Gangakhed Sugar & Energy Limited
609,U15421TN1983PTC010243,ROCA BATHROOM PRODUCTS PRIVATE LIMITED,Roca Bathroom Products Private Limited
610,U15429MH2000PLC193208,RADICO NV DISTILLERIES MAHARASHTRA LIMITED,Radico Nv Distilleries Maharashtra Limited
611,U15440DL1996PTC118008,CARGILL INDIA PRIVATE LIMITED,Cargill India Private Limited
612,U15443MH1994PTC079891,GITS FOOD PRODUCTS PRIVATE LIMITED,Gits Food Products Private Limited
613,U15499KL1989PTC005449,EASTERN CONDIMENTS PRIVATE LIMITED,Eastern Condiments Private Limited
614,U15499TN1992PLC023544,TAFE ACCESS LIMITED,Tafe Access Limited
615,U15499TN1998PLC041231,CAPRICORN FOOD PRODUCTS INDIA LIMITED,Capricorn Food Products India Limited
616,U15511RJ2005SGC020336,RAJASTHAN STATE BEVERAGES CORPORATION LIMITED,Rajasthan State Beverages Corporation Limited
617,U15549MH2003PTC139352,NASHIK VINTNERS PRIVATE LIMITED,Sula Vineyards Private Limited
618,U16008DL2004PTC123917,DHARAMPAL SATYAPAL SONS PRIVATE LIMITED,Dharampal Satyapal Sons Private Limited
619,U16009UP2007PLC033152,PAN PARAG INDIA LIMITED,Pan Parag India Limited
620,U17100MH1996PTC102875,CREATIVE TEXTILE MILLS PRIVATE LIMITED,Creative Textile Mills Private Limited
621,U17110MH1938PTC010292,JAMNALAL SONS PRIVATE LIMITED,Jamnalal Sons Private Limited
622,U17110MH1986PLC039177,PEE VEE TEXTILES LIMITED,Pee Vee Textiles Limited
623,U17110MH2005PLC190937,SHUBHALAKSHMI POLYESTERS LIMITED,Shubhalakshmi Polyesters Limited
624,U17111AP2003PTC040726,KALLAM BROTHERS COTTONS PRIVATE LIMITED,Kallam Brothers Cottons Private Limited
625,U17111MH1982PLC118017,PRATIBHA SYNTEX LIMITED,Pratibha Syntex Limited
626,U17111MH2001PTC130465,TESSITURA MONTI INDIA PRIVATE LIMITED,Tessitura Monti India Private Limited
627,U17111TZ1945PTC000146,PREMIER SPG AND WVG MILLS PRIVATE LIMITED,Premier Spg And Wvg Mills Private Limited
628,U17111TZ1946PLC000083,THE KADRI MILLS (CBE) LIMITED,The Kadri Mills (Cbe) Limited
629,U17111TZ1974PLC000712,LAKSHMI RING TRAVELLERS (COIMBATORE) LIMITED,Lakshmi Ring Travellers (Coimbatore) Limited
630,U17111TZ1976PTC000755,SREE NARASIMHA TEXTILES PRIVATE LIMITED,Sree Narasimha Textiles Private Limited
631,U17111TZ1987PTC001972,PRIMA PRODUCTS PRIVATE LIMITED,Prima Products Private Limited
632,U17111TZ1994PTC005511,PREMIER MILLS PRIVATE LIMITED,Premier Mills Private Limited
633,U17111TZ2003PTC010452,COIMBATORE POLYTEX PRIVATE LIMITED,Coimbatore Polytex Private Limited
634,U17117PB1990PLC014070,VMT SPINNING COMPANY LIMITED,Vmt Spinning Company Limited
635,U17117PB1994PLC014190,GANGA ACROWOOLS LTD,Ganga Acrowools Ltd
636,U17118PN1995PTC018285,RENFRO INDIA PRIVATE LIMITED,Renfro India Private Limited
637,U17120MH1926PTC001265,BACHHRAJ FACTORIES PRIVATE LIMITED,Bachhraj Factories Private Limited
638,U17120MH2009PLC195352,CHIRIPAL POLY FILMS LIMITED,Chiripal Poly Films Limited
639,U17200DL2008PLC179117,SHINGORA TEXTILES LIMITED,Shingora Textiles Limited
640,U17219TZ1960PTC000343,LAKSHMI CARD CLOTHING MFG. COMPANY PRIVATE LIMITED,Lakshmi Card Clothing Mfg. Company Private Limited
641,U17230PB2005PLC027936,VARDHMAN YARNS AND THREADS LIMITED,Vardhman Yarns And Threads Limited
642,U17303DL2005PLC134427,PIONEER POLYLEATHERS LIMITED,Pioneer Polyleathers Limited
643,U18100AP1983PTC004085,AMARAVATHI TEXTILES PVT LTD,Amaravathi Textiles Pvt Ltd
644,U18100AP2005PLC046188,MOHAN SPINTEX INDIA LIMITED,Mohan Spintex India Limited
645,U18100MH2002PTC136468,BIBA APPARELS PRIVATE LIMITED,Biba Apparels Private Limited
646,U18101DN1988PTC000365,BHILOSA INDUSTRIES PRIVATE LIMITED,Bhilosa Industries Private Limited
647,U18101MH1927PTC001298,BACHHRAJ AND COMPANY PRIVATE LIMITED,Bachhraj And Company Private Limited
648,U18101RJ1996PTC012501,BMD PRIVATE LIMITED,Bmd Private Limited
649,U18101TN1990PTC019054,PENGUIN APPARELS PRIVATE LIMITED,Penguin Apparels Private Limited
650,U18101TZ2001PTC009707,J G HOSIERY PRIVATE LIMITED,J G Hosiery Private Limited
651,U18101TZ2009PTC015251,QUANTUM KNITS PRIVATE LIMITED,Quantum Knits Private Limited
652,U18109WB2004PLC100233,J.M. HOSIERY & CO LIMITED,J.M. Hosiery & Co Limited
653,U18209TN1981PTC008805,FARIDA CLASSIC SHOES PRIVATE LIMITED,Farida Classic Shoes Private Limited
654,U18209TN1992PTC023973,ALTHAF SHOES PRIVATE LIMITED,Althaf Shoes Private Limited
655,U19110TN1979PTC007701,LEATHER CRAFTS (INDIA) PRIVATE LIMITED,Leather Crafts (India) Private Limited
656,U19119TN1976PTC007207,FARIDA SHOES PRIVATE LIMITED,Farida Shoes Private Limited
657,U19129TN1978PTC007584,FLORENCE SHOE COMPANY PRIVATE LIMITED,Florence Shoe Company Private Limited
658,U19129WB1981PLC034337,KHADIM INDIA LIMITED,Khadim India Limited
659,U19200KL2010PTC026934,VKC FOOTSTEPS (INDIA) PRIVATE LIMITED,Vkc Footsteps (India) Private Limited
660,U19200KL2011PTC029663,VKC FOOTPRINTS GLOBAL PRIVATE LIMITED,Vkc Footprints Global Private Limited
661,U19201TN1998PTC040339,INDIA SHOES EXPORTS PRIVATE LIMITED,India Shoes Exports Private Limited
662,U19202WB1999PTC090687,ROYAL TOUCH FABLON PRIVATE LIMITED,Royal Touch Fablon Private Limited
663,U20200MH1956PLC009899,JOLLY BOARD LIMITED,Jolly Board Limited
664,U21010MH2005PLC153451,GAYATRISHAKTI PAPER & BOARDS LIMITED,Gayatrishakti Paper & Boards Limited
665,U21014PN1987PTC012926,TETRA-PAK INDIA PRIVATE LIMITED,Tetra-Pak India Private Limited
666,U21019WB1995PLC071252,SOUTH CITY PROJECTS (KOLKATA) LIMITED,South City Projects (Kolkata) Limited
667,U21029DD1996PLC003450,PARKSONS PACKAGING LIMITED,Parksons Packaging Limited
668,U21090TG2008FTC060567,INTERNATIONAL PAPER (INDIA) PRIVATE LIMITED,International Paper (India) Private Limited
669,U22110KA1948PTC000521,THE PRINTERS (MYSORE) PRIVATE LIMITED,The Printers (Mysore) Private Limited
670,U22110KL1922PLC001522,MATHRUBHUMI PRINTING AND PUBLISHING CO LIMITED,Mathrubhumi Printing And Publishing Co Ltd
671,U22110TN1940PLC001091,KASTURI & SONS LIMITED,Kasturi & Sons Limited
672,U22110TN1950PTC000036,ASSOCIATED PRINTERS (MADRAS) PRIVATE LIMITED,Associated Printers (Madras) Private Limited
673,U22111WB2000PTC162530,VOITH PAPER TECHNOLOGY (INDIA) PRIVATE LIMITED,Voith Paper Technology (India) Private Limited
674,U22120MH1993PTC075091,EUROKIDS INTERNATIONAL PRIVATE LIMITED,Eurokids International Private Limited
675,U22121DL2001PLC159705,AMAR UJALA PUBLICATIONS LIMITED,Amar Ujala Publications Limited
676,U22121PN1948PTC006177,SAKAL PAPERS PRIVATE LIMITED,Sakal Papers Private Limited
677,U22122TN1999PTC042550,TNQ BOOKS & JOURNALS PRIVATE LIMITED,Tnq Books & Journals Private Limited
678,U22210TG1989PTC010632,SRI KRISHNA DEVARAYA HATCHERIES PVT. LTD.,Sri Krishna Devaraya Hatcheries Pvt. Ltd.
679,U22211GJ1979PTC003347,SAHITYA MUDRANALAYA PVT LTD,Sahitya Mudranalaya Pvt Ltd
680,U22212TG2006PLC051651,JAGATI PUBLICATIONS LIMITED,Jagati Publications Limited
681,U22213DL2006GOI144763,SECURITY PRINTING AND MINTING CORPORATION OF INDIA LIMITED,Security Printing And Minting Corporation Of India Limited
682,U22219WB1922PTC004503,ABP PRIVATE LIMITED,Abp Private Limited
683,U23100MH1997PLC110901,AMBA RIVER COKE LIMITED,Amba River Coke Limited
684,U23200DL2005PLC213430,GREEN INFRA WIND ENERGY LIMITED,Green Infra Wind Energy Limited
685,U23200KA1993PLC044269,LINCOLN HELIOS (INDIA) LIMITED,Lincoln Helios (India) Limited
686,U23200MH1992PLC068905,GANDHAR OIL REFINERY (INDIA) LIMITED,Gandhar Oil Refinery (India) Limited
687,U23201MH1966PTC013538,LUBRIZOL INDIA PRIVATE LIMITED,Lubrizol India Private Limited
688,U23201TN2004PTC053147,SHELL INDIA MARKETS PRIVATE LIMITED,Shell India Markets Private Limited
689,U23201WB2005PTC104467,AVR STORAGE TANK TERMINALS PRIVATE LIMITED,Avr Storage Tank Terminals Private Limited
690,U23201WB2005PTC104467,AVR STORAGE TANK TERMINALS PRIVATE LIMITED,Ge T&D; India Limited
691,U24100DL1993PLC052285,DHANUKA LABORATORIES LIMITED,Dhanuka Laboratories Limited
692,U24100MH1978PTC020113,NAVDEEP CHEMICALS PRIVATE LIMITED,Navdeep Chemicals Private Limited
693,U24100MH1986PTC041751,BENZO CHEM INDUSTRIES PVT LTD,Benzo Chem Industries Pvt Ltd
694,U24100MH1994PLC081124,VIRAL ALKALIS LIMITED,Viral Alkalis Limited
695,U24100MH2004PTC149240,HARDCASTLE PETROFER PRIVATE LIMITED,Hardcastle Petrofer Private Limited
696,U24100MH2010PTC207156,AVH PRIVATE LIMITED,Epsilon Carbon Private Limited
697,U24100TG2010PTC067485,BRILLIANT BIO PHARMA PRIVATE LIMITED,Brilliant Bio Pharma Private Limited
698,U24100TG2013PTC091502,HYDERABAD CHEMICAL PRIVATE LIMITED,Hyderabad Chemical Private Limited
699,U24110GJ1988PTC011064,CS SPECIALTY CHEMICALS PRIVATE LIMITED,Cs Specialty Chemicals Private Limited
700,U24110GJ1991PTC016723,SUYOG DYE CHEMIE PVT LTD,Suyog Dye Chemie Pvt Ltd
701,U24110GJ1993PTC033372,HEUBACH COLOUR PRIVATE LIMITED,Heubach Colour Private Limited
702,U24110GJ2005PLC045564,RUDOLF ATUL CHEMICALS LIMITED,Rudolf Atul Chemicals Limited
703,U24110MH1967PLC013688,GHARDA CHEMICALS LIMITED,Gharda Chemicals Limited
704,U24110MH1979PLC136661,SWAL CORPORATION LIMITED,Swal Corporation Limited
705,U24110MH1986PLC038680,EMBIO LIMITED,Embio Limited
706,U24110MH1993PLC070713,INDOFIL INDUSTRIES LIMITED,Indofil Industries Limited
707,U24110TG1988PLC008346,SAPTAGIR CAMPHOR LIMITED,Saptagir Camphor Limited
708,U24110TG1995PLC022303,GLOCHEM INDUSTRIES LIMITED,Glochem Industries Limited
709,U24111JH1995PLC009020,JAMIPOL LIMITED,Jamipol Limited
710,U24111TN1985PTC011641,ARKEMA PEROXIDES INDIA PRIVATE LIMITED,Arkema Peroxides India Private Limited
711,U24114PN2003PTC018532,CLEAN SCIENCE AND TECHNOLOGY PRIVATE LIMITED,Clean Science And Technology Private Limited
712,U24117CT1984PLC002512,HIRA POWER AND STEELS LIMITED,Hira Power And Steels Limited
713,U24117TN1952PLC005704,DELPHI-TVS DIESEL SYSTEMS LIMITED,Delphi-Tvs Diesel Systems Limited
714,U24119GJ2000PLC037683,JAY CHEMICAL INDUSTRIES LIMITED,Jay Chemical Industries Limited
715,U24129OR1981PLC001020,PARADEEP PHOSPHATES LTD,Paradeep Phosphates Ltd
716,U24130MH1994PLC142451,GARWARE BESTRETCH LIMITED,Garware Bestretch Limited
717,U24139GJ1994PLC023944,MARCK BIOSCIENCES LIMITED,Amanta Healthcare Limited
718,U24200MH1989PLC051018,ADVANCED ENZYME TECHNOLOGIES LIMITED,Advanced Enzyme Technologies Limited
719,U24210KA1972PLC002255,PROMAC ENGINEERING INDUSTRIES LIMITED,Promac Engineering Industries Limited
720,U24219DL1995PTC161189,PARIJAT INDUSTRIES (INDIA) PRIVATE LIMITED,Parijat Industries (India) Private Limited
721,U24219WB1995PTC074696,KRISHI RASAYAN EXPORTS PVT.LTD.,Krishi Rasayan Exports Pvt.Ltd.
722,U24221GJ2003PTC042679,ANTIQUE MARBONITE PRIVATE LIMITED,Antique Marbonite Private Limited
723,U24222HR1996PTC033371,HENKEL ANAND INDIA PRIVATE LIMITED,Henkel Anand India Private Limited
724,U24230GJ2005PTC046246,ZYDUS HOSPIRA ONCOLOGY PRIVATE LIMITED,Zydus Hospira Oncology Private Limited
725,U24230MH1977PTC019716,JUPITER DYE CHEM PRIVATE LIMITED,Jupiter Dye Chem Private Limited
726,U24230MH1987PTC045310,SPA HOLDINGS PRIVATE LIMITED,Spa Holdings Private Limited
727,U24230MH1991PTC063720,ENCORE NATURAL POLYMERS PRIVATE LIMITED,Encore Natural Polymers Private Limited
728,U24230MH1996PLC098246,S KANT HEALTHCARE LIMITED,S Kant Healthcare Limited
729,U24230MH1997PTC110243,RAJMAL LAKHICHAND JEWELERS PRIVATE LIMITED,Rajmal Lakhichand Jewelers Private Limited
730,U24230MH2002PTC135200,GELTEC PRIVATE LIMITED,Geltec Private Limited
731,U24230MH2004PLC149397,BIOCHEM PHARMACEUTICAL INDUSTRIES LIMITED PART IX,Biochem Pharmaceutical Industries Limited Part Ix
732,U24230MH2004PTC145390,SYNERGIA LIFE SCIENCES PRIVATE LIMITED,Synergia Life Sciences Private Limited
733,U24230TG1954PTC000736,VIBRANT GREENTECH INDIA PRIVATE LIMITED,Vibrant Greentech India Private Limited
734,U24230TN1980PLC008382,MALLADI DRUGS AND PHARMACEUTICALS LIMITED,Malladi Drugs And Pharmaceuticals Limited
735,U24231DL2003PLC119441,FRESENIUS KABI ONCOLOGY LIMITED,Fresenius Kabi Oncology Limited
736,U24231DL2006PTC144350,MOOLCHAND HEALTHCARE PRIVATE LIMITED,Moolchand Healthcare Private Limited
737,U24231GJ1985PLC007866,INTAS PHARMACEUTICALS LIMITED,Intas Pharmaceuticals Limited
738,U24231GJ1988PLC010673,RAAJRATNA METAL INDUSTRIES LIMITED,Raajratna Metal Industries Ltd
739,U24231GJ1991PLC015132,CADILA PHARMACEUTICALS LIMITED,Cadila Pharmaceuticals Limited
740,U24231GJ1994PTC023482,NIRMA CHEMICAL WORKS PRIVATE LIMITED,Nirma Chemical Works Private Limited
741,U24231GJ1999PLC035615,SHIVA PHARMACHEM LIMITED,Shiva Pharmachem Limited
742,U24231MH1974PTC017243,AQUAPHARM CHEMICALS PRIVATE LIMITED,Aquapharm Chemicals Private Limited
743,U24231PN1981PLC024251,EMCURE PHARMACEUTICALS LIMITED,Emcure Pharmaceuticals Limited
744,U24231PN2001PLC016253,GENNOVA BIOPHARMACEUTICALS LIMITED,Gennova Biopharmaceuticals Limited
745,U24232GJ2007PTC049867,ERIS LIFESCIENCES PRIVATE LIMITED,Eris Lifesciences Private Limited
746,U24232MP2002PTC015293,SYMBIOTEC PHARMALAB PRIVATE LIMITED,Symbiotec Pharmalab Private Limited
747,U24233UP2010PLC040828,KANPUR FERTILIZERS & CEMENT LIMITED,Kanpur Fertilizers & Cement Limited
748,U24239AP1978PLC002276,GLAND PHARMA LTD,Gland Pharma Ltd
749,U24239DL2006PTC144368,OTSUKA CHEMICAL (INDIA) PRIVATE LIMITED,Otsuka Chemical (India) Private Limited
750,U24239KA2001PLC029391,AURIGENE DISCOVERY TECHNOLOGIES LIMITED,Aurigene Discovery Technologies Limited
751,U24239MH1953PTC029952,BAJAJ SEVASHRAM PRIVATE LIMITED,Bajaj Sevashram Private Limited
752,U24239MH1971PTC015282,UNIVERSAL MEDICARE PRIVATE LIMITED,Universal Medicare Private Limited
753,U24239MH1972PLC015744,UNIQUE PHARMACEUTICAL LABORATORIES LIMITED,Unique Pharmaceutical Laboratories Limited
754,U24239MH1998PTC113551,DOW CHEMICAL INTERNATIONAL PRIVATE LIMITED,Dow Chemical International Private Limited
755,U24239TG1992PTC014939,DIVIS PHARMACEUTICALS PVT.LTD.,Divis Pharmaceuticals Pvt.Ltd.
756,U24239TG2005FTC046253,NEKTAR THERAPEUTICS (INDIA) PRIVATE LIMITED,Nektar Therapeutics (India) Private Limited
757,U24240GJ1980PLC003670,NIRMA LIMITED,Nirma Limited
758,U24249GJ1979PTC003607,NIRMA INDUSTRIES PRIVATE LIMITED,Nirma Industries Private Limited
759,U24290KL2012GOI030732,HLL BIOTECH LIMITED,Hll Biotech Limited
760,U24292KA1989PTC023435,SUA EXPLOSIVES ANDACCESSORIES PRIVATE LIMITED,Sua Explosives Andaccessories Private Limited
761,U24292MH1995PLC091808,ECONOMIC EXPLOSIVES LIMITED,Economic Explosives Limited
762,U24292TG1970GOI001353,BHARAT DYNAMICS LIMITED,Bharat Dynamics Limited
763,U24297MH1991PTC248032,LUBRIZOL ADVANCED MATERIALS INDIA PRIVATE LIMITED,Lubrizol Advanced Materials India Private Limited
764,U24298TN2009PTC072270,ARCHEAN CHEMICAL INDUSTRIES PRIVATE LIMITED,Archean Chemical Industries Private Limited
765,U24299HR1998PTC034086,E I DUPONT INDIA PRIVATE LIMITED,E I Dupont India Private Limited
766,U25100MH1981PLC023895,PODDAR TYRES LIMITED,Poddar Tyres Limited
767,U25111KA1981PLC004112,MYSORE POLYMERS AND RUBBER PRODUCTS LIMITED,Mysore Polymers And Rubber Products Limited
768,U25111MH2007PTC172456,ATC TIRES PRIVATE LIMITED,Atc Tires Private Limited
769,U25191KL1980PTC003164,PRUDENTIAL RUBBER PVT LTD,Prudential Rubber Pvt Ltd
770,U25193KL1966GOI002621,HLL LIFECARE LIMITED,Hll Lifecare Limited
771,U25199KL1997PTC024585,MIDAS TREADS (INDIA) PRIVATE LIMITED,Midas Treads (India) Private Limited
772,U25199KL1998PTC012185,VEEKESY ELASTOMERS PRIVATE LIMITED,Veekesy Elastomers Private Limited
773,U25199PY1999PLC001488,UCAL POLYMER INDUSTRIES LIMITED,Ucal Polymer Industries Limited
774,U25199TN1990PTC019280,COASTAL RUBBER EQUIPMENT PRIVATE LIMITED,Coastal Rubber Equipment Private Limited
775,U25199WB1976PLC030532,TEGA INDUSTRIES LIMITED,Tega Industries Limited
776,U25200DL2008PLC181088,KLJ PLASTICIZERS LIMITED,Klj Plasticizers Limited.
777,U25200MH1997PLC240268,SUN PHARMA LABORATORIES LIMITED,Sun Pharma Laboratories Limited
778,U25200TN2008PLC068513,HARITA FEHRER LIMITED,Harita Fehrer Limited
779,U25202AS2004PTC007382,ABDOS LAMITUBES PRIVATE LIMITED,Abdos Lamitubes Private Limited
780,U25202MH1985PLC036120,SHANKAR PACKAGINGS LIMITED,Shankar Packagings Limited
781,U25209DD2008PTC004669,CELLO TIPS AND PENS PRIVATE LIMITED,Cello Tips And Pens Private Limited
782,U25209MH1991PLC060602,KRYFS POWER COMPONENTS LIMITED,Kryfs Power Components Limited
783,U25209MH1994PTC077596,INDORE COMPOSITE P LIMITED,Indore Composite P Ltd
784,U25209MH1995PTC090037,VARROC POLYMERS PRIVATE LIMITED,Varroc Polymers Private Limited
785,U25209MH2007PTC168369,KRIS FLEXIPACKS PRIVATE LIMITED,Kris Flexipacks Private Limited
786,U25209RJ2005PTC020449,HARMONY PLASTICS PRIVATE LIMITED,Harmony Plastics Private Limited
787,U26100MH1994PTC083938,SCHOTT KAISHA PRIVATE LIMITED,Schott Kaisha Private Limited
788,U26900GJ2012PLC069426,GUJARAT CREDO MINERAL INDUSTRIES LIMITED,Gujarat Credo Mineral Industries Limited
789,U26911WB1962PLC025691,RUNGTA MINES LIMITED,Rungta Mines Limited
790,U26919TG2004PTC042401,R.A.K.CERAMICS INDIA PRIVATE LIMITED,R.A.K.Ceramics India Private Limited
791,U26919TN1982PLC009622,MURUGAPPA MORGAN THERMAL CERAMICS LTD,Murugappa Morgan Thermal Ceramics Ltd
792,U26921OR1958PLC000349,TRL KROSAKI REFRACTORIES LIMITED,Trl Krosaki Refractories Limited
793,U26933GJ2009PTC057909,SUNSHINE TILES COMPANY PRIVATE LIMITED,Sunshine Tiles Company Private Limited
794,U26940CH2009PTC031641,ASIAN CONCRETES AND CEMENTS PRIVATE LIMITED,Asian Concretes And Cements Privatelimited
795,U26941TN2000PTC044765,FLSMIDTH PRIVATE LIMITED,Flsmidth Private Limited
796,U26941WB1996PLC076612,BINANI CEMENT LIMITED,Binani Cement Limited
797,U26942TG1993PLC015764,PARASAKTI CEMENT INDUSTRIES LIMITED,Parasakti Cement Industries Limited
798,U26943WB1974PLC140600,UAL INDUSTRIES LIMITED,Ual Industries Limited.
799,U26957MH2006PLC160839,JSW CEMENT LIMITED,Jsw Cement Limited
800,U27100DL1999PLC108350,BHUSHAN POWER & STEEL LIMITED,Bhushan Power & Steel Limited
801,U27100MH1985PLC037346,JSW STEEL COATED PRODUCTS LIMITED,Jsw Steel Coated Products Limited
802,U27100MH1987PLC045013,SANVIJAY ROLLING AND ENGINEERING LIMITED,Sanvijay Rolling And Engineering Limited
803,U27100MH2005PLC154167,SHARDASHREE ISPAT LIMITED,Shardashree Ispat Limited
804,U27101KA1978PLC003360,RAMGAD MINERALS AND MINING LIMITED,Ramgad Minerals And Mining Limited
805,U27101KA2006PTC038481,MINERA STEEL & POWER PRIVATE LIMITED,Minera Steel & Power Private Limited
806,U27101UP1970PLC020637,JINDAL PIPES LIMITED,Jindal Pipes Limited
807,U27101UP1991PLC012679,RIM JHIM ISPAT LIMTED,Rim Jhim Ispat Limted
808,U27102CT1989GOI005468,FERRO SCRAP NIGAM LIMITED,Ferro Scrap Nigam Limited
809,U27102WB1999PLC114830,MSP SPONGE IRON LIMITED,Msp Sponge Iron Limited
810,U27104HR1996PTC033093,SUNBEAM AUTO PRIVATE LIMITED,Sunbeam Auto Private Limited
811,U27104WB1999PLC096987,NEZONE STRIPS LIMITED,Nezone Strips Limited
812,U27106AP1990PLC018706,UMSL LIMITED,Umsl Limited
813,U27106CT2002PLC015184,SHRI BAJRANG POWER AND ISPAT LIMITED,Shri Bajrang Power And Ispat Limited
814,U27106PN1960PLC020566,ATLAS COPCO (INDIA) LIMITED,Atlas Copco (India) Limited
815,U27106TN2003PLC051727,KAMACHI SPONGE & POWER CORPORATION LIMITED,Kamachi Industries Limited
816,U27107RJ1970PTC001305,MAN STRUCTURALS PRIVATE LIMITED,Man Structurals Private Limited
817,U27108WB1995PLC071253,APEEJAY TEA LIMITED,Apeejay Tea Limited
818,U27109AP1982GOI003404,RASHTRIYA ISPAT NIGAM LIMITED,Rashtriya Ispat Nigam Ltd
819,U27109DL1970GOI117585,ENGINEERING PROJECTS (INDIA) LIMITED,Engineering Projects (India) Limited
820,U27109KA1999PTC025888,TAEGUTEC INDIA PRIVATE LIMITED,Taegutec India Private Limited
821,U27109MH2006PTC161325,ROTHE ERDE INDIA PRIVATE LIMITED,Rothe Erde India Private Limited
822,U27109OR2004PLC009683,T S ALLOYS LIMITED,T S Alloys Limited
823,U27109PB1993PLC014037,AARTI INTERNATIONAL LIMITED,Aarti International Limited
824,U27109TG2002PLC038726,KOYA AND COMPANY CONSTRUCTION LIMITED,Koya And Company Construction Limited
825,U27109TZ1979SGC000834,TAMILNADU MAGNESITE LIMITED,Tamilnadu Magnesite Limited
826,U27109TZ1991PLC003510,ADWAITH LAKSHMI INDUSTRIES LIMITED,Adwaith Lakshmi Industries Limited
827,U27109TZ2008FTC017737,RENOLD CHAIN INDIA PRIVATE LIMITED,Renold Chain India Private Limited
828,U27109WB1995PLC071548,SHYAM FERRO ALLOYS LTD.,Shyam Ferro Alloys Ltd.
829,U27109WB2004PTC097565,PRABHU INTERNATIONAL VYAPAR PRIVATE LIMITED,Prabhu International Vyapar Private Limited
830,U27200MH1998PTC114831,MSS INDIA PRIVATE LIMITED,Mss India Private Limited
831,U27203KA1970PLC002806,JINDAL ALUMINIUM LIMITED,Jindal Aluminium Limited.
832,U27203KL2005PTC018923,ANNA ALUMINIUM COMPANY PRIVATE LIMITED,Anna Aluminium Company Private Limited
833,U27205HR1982PLC014609,TEX CORP LIMITED,Tex Corp Limited
834,U27209TN1935PTC002515,THIAGARAJAR MILLS PRIVATE LIMITED,Thiagarajar Mills Private Limited
835,U27300DL1995PLC073456,SONA BLW PRECISION FORGINGS LIMITED,Sona Blw Precision Forgings Limited
836,U27300HR1991PTC031378,A G INDUSTRIES PVT LTD,A G Industries Pvt Ltd
837,U27310HR2008PTC042218,MMTC - PAMP INDIA PRIVATE LIMITED,Mmtc - Pamp India Private Limited
838,U28113MH1960PLC011575,NICHROME INDIA LIMITED,Nichrome India Limited
839,U28129MH1993PLC071999,ZODIAC FINSEC AND HOLDINGS LIMITED,Zodiac Finsec And Holdings Limited
840,U28910GJ2003PTC041991,ROLEX RINGS PRIVATE LIMITED,Rolex Rings Private Limited
841,U28910MH1981PLC024161,MINEX METALLURGICAL COMPANY LIMITED,Minex Metallurgical Company Limited
842,U28910TN1961PLC004478,THE METAL POWDER COMPANY LIMITED,The Metal Powder Company Limited
843,U28920MH1988PTC047335,VARROC ENGINEERING PRIVATE LIMITED,Varroc Engineering Private Limited
844,U28920MH1994PLC083035,L AND T CHIYODA LIMITED,L And T Chiyoda Limited
845,U28920PN2006PTC022240,KIRLOSKAR CORROCOAT PRIVATE LIMITED,Kirloskar Corrocoat Private Limited
846,U28920TN1993PTC025794,SUNDARAM DYNACAST PRIVATE LIMITED,Sundaram Dynacast Private Limited
847,U28931WB1990PLC049621,PATTON INTERNATIONAL LTD,Patton International Ltd
848,U28932PN1996PTC016924,SECO TOOLS INDIA PRIVATE LIMITED,Seco Tools India Private Limited
849,U28933MH1990PTC234233,HENKEL ADHESIVES TECHNOLOGIES INDIA PRIVATE LIMITED,Henkel Adhesives Technologies India Private Limited
850,U28939MH2004PTC149545,BEBITZ FLANGES WORKS PRIVATE LIMITED,Bebitz Flanges Works Private Limited
851,U28939TN1914PLC000008,ADDISON & CO. LIMITED,Addison & Co. Limited
852,U28991TZ1986PTC001816,CRAFTSMAN AUTOMATION PRIVATE LIMITED,Craftsman Automation Private Limited
853,U28999GJ1995FTC025601,KLOECKNER DESMA MACHINERY PRIVATE LIMITED,Kloeckner Desma Machinery Private Limited
854,U28999GJ1996PTC029188,TRANSPEK-SILOX INDUSTRY PRIVATE LIMITED,Transpek-Silox Industry Private Limited
855,U28999TN2001PLC047056,XOMOX SANMAR LIMITED,Xomox Sanmar Limited
856,U29100KA1980PLC003819,INFORMATICS (INDIA) LIMITED,Informatics (India) Limited
857,U29111PN1958PTC011125,J N MARSHALL PRIVATE LIMITED,J N Marshall Private Limited
858,U29120TZ1992PTC003779,FLOW LINK SYSTEMS PRIVATE LIMITED,Flow Link Systems Private Limited
859,U29120TZ1996PTC006902,C R I PUMPS PRIVATE LIMITED,C R I Pumps Private Limited
860,U29120WB1981PLC098963,NEZONE TUBES LIMITED,Nezone Tubes Limited
861,U29129TN1960PLC004337,TRACTORS AND FARM EQUIPMENT LIMITED.,Tractors And Farm Equipment Limited.
862,U29130MH1988PTC046951,MARATHWADA AUTO COMPO PRIVATE LIMITED,Marathwada Auto Compo Private Limited
