,SNo.,company,amount
0,1,B C Sen & Company Ltd,"2,400,000.00"
1,2,Ifb Agro Industries Ltd.,"900,000.00"
2,3,Cesc Ltd,"300,000.00"
3,4,Power Grid Corporation Of India Limited,"100,000.00"
