,SNo.,company,amount
0,1,Golden Goenka Fincorp Limited,"1,300,000.00"
1,2,Pricewaterhousecoopers Service Delivery Center (Kolkata) Private Limited,"400,000.00"
2,3,The Peerless General Finance & Investment Co Ltd,"200,000.00"
3,4,West Bengalstate Electricity Distribution Company Limited,"200,000.00"
