,SNo.,company,amount
0,1,Coal India Ltd Govt Of India Undertaking,"32,769,000.00"
1,2,General Insurance Corporation Of India,"2,500,000.00"
2,3,Railtel Corporation Of India Limited,"2,200,000.00"
3,4,West Bengalstate Electricity Distribution Company Limited,"1,486,456.00"
4,5,Innoven Capital India Private Limited,"990,000.00"
5,6,Vision Sponge Iron Private Limited,"619,500.00"
6,7,West Bengal Infrastructure Development Finance Corpn Ltd (Wbgovt Company),"600,000.00"
7,8,Star Pipe Products (India) Private Limited,"300,000.00"
8,9,Tpsc (India) Private Limited,"250,000.00"
