,SNo.,company,amount
0,1,Power Grid Corporation Of India Limited,"3,019,000.00"
1,2,J Thomas & Co Pvt Ltd,"500,000.00"
2,3,West Bengalstate Electricity Distribution Company Limited,"312,790.00"
