,SNo.,company,amount
0,1,Strides Shasun Limited,"88,750,000.00"
1,2,Hindustan Aeronautics Limited,"69,714,000.00"
2,3,Goldman Sachs Services Private Limited,"32,900,000.00"
3,4,Itc Infotech India Limited,"28,300,000.00"
4,5,Biocon Limited,"28,200,000.00"
5,6,Fanuc India Private Limited,"10,710,270.00"
6,7,Buhler (India) Private Limited,"10,521,492.00"
7,8,Provimi Animal Nutrition India Private Limited,"9,843,988.00"
8,9,Taegutec India Private Limited,"9,585,675.00"
9,10,Sonata Software Limited,"8,753,000.00"
10,11,Sansera Engineering Private Limited,"7,780,000.00"
11,12,Triveni Turbine Limited,"7,110,000.00"
12,13,Skf India Limited,"7,110,000.00"
13,14,Padmini Vna Mechatronics Private Limited,"7,000,000.00"
14,15,Manhattan Associates (India) Development  Centre Pvt Ltd Isc,"5,822,252.00"
15,16,General Insurance Corporation Of India,"4,852,750.00"
16,17,Mac Charles (India) Limited,"4,280,000.00"
17,18,Sandisk India Device Design Centre Private Limited,"4,178,780.00"
18,19,Centurylink Technologies India Private Limited,"3,750,000.00"
19,20,Sabic Research And Technology Private Limited,"3,286,080.00"
20,21,Ansys Software Private Limited,"3,021,830.00"
21,22,Hibu India Private Limited,"3,000,000.00"
22,23,Swiss Re Global Business Solutions India Private Limited,"2,988,003.00"
23,24,Unitedhealth Group Information Services Private Limited,"2,820,000.00"
24,25,Edelweiss Financial Services Limited,"2,290,000.00"
25,26,Alpha Design Technologies Private Limited,"2,225,000.00"
26,27,Bloom Energy (India) Private Limited,"2,118,000.00"
27,28,Tecnotree Convergence Private Limited,"2,060,014.00"
28,29,Etisalat Software Solutions Private Limited,"2,000,000.00"
29,30,Analog Devices India Private Limited,"1,952,855.00"
30,31,Nxp India Private Limited,"1,875,000.00"
31,32,Mfar Developers Private Limited,"1,800,000.00"
32,33,Vihaan Direct Selling (India) Private Limited,"1,657,000.00"
33,34,Chaithanya Projects Private Limited,"1,559,904.00"
34,35,Amadeus Software Labs India Private Limited,"1,500,000.00"
35,36,Global Edge Software Limited,"1,500,000.00"
36,37,Gmr Airport Developers Limited,"1,000,000.00"
37,38,Dboi Global Services Private Limited,"1,000,000.00"
38,39,Creative Textile Mills Private Limited,"1,000,000.00"
39,40,Karnataka Rural Infrastructure Development Limited,"1,000,000.00"
40,41,Pragati Automation Private Limited,"1,000,000.00"
41,42,Hyderabad Duty Free Retail Limited,"1,000,000.00"
42,43,Ariba Technologies India Private Limited,"975,898.00"
43,44,Marketing Communication & Advertising Limited,"898,000.00"
44,45,Aig Analytics & Services Private Limited,"850,000.00"
45,46,Nidec Industrial Automation India Private Limited,"740,000.00"
46,47,Bachhraj Factories Private Limited,"600,000.00"
47,48,Gerb Vibration Control Systems Private Limited,"500,000.00"
48,49,Accord Software And Systems Private Limited,"491,260.00"
49,50,Bae Systems India (Services) Private Limited,"447,329.00"
50,51,Indegene Private Limited,"434,585.00"
51,52,Eygbs (India) Private Limited,"400,000.00"
52,53,Juki India Private Limited,"360,000.00"
53,54,Symantec Software Solutions Private Limited,"344,000.00"
54,55,Rishi Fibc Solutions Private Limited,"319,680.00"
55,56,Radhamani Textiles Private Limited,"300,000.00"
56,57,Provident Housing Limited,"278,000.00"
57,58,Aci Worldwide Solutions Private Limited,"263,281.00"
58,59,Take Solutions Limited,"200,000.00"
59,60,Aditya Birla Money Mart Limited,"200,000.00"
60,61,Yaskawa India Private Limited,"150,000.00"
61,62,Tangoe India Softek Services Private Limited,"100,000.00"
62,63,Neelikon Food Dyes And Chemicals Limited,"100,000.00"
63,64,Alltech Biotechnology Private Limited,"96,000.00"
64,65,Amd Industries Limited,"21,000.00"
65,66,Triton Valves Limited,"10,000.00"
66,67,Sara Suole Private Limited,0.00
67,68,Misys Software Solutions (India) Private  Limited,0.00
68,69,Dickinson Fowler Private Limited,0.00
69,70,Alufit (India) Private Limited,0.00
70,71,Purva Star Properties Private Limited,0.00
71,72,Chamundeswari Build-Tech Private Limited,0.00
72,73,Metricstream Infotech (India) Private Limited,0.00
73,74,Karnataka State Electronic Development Corporation Limited,0.00
74,75,Sri Srinivasa Educational And Charitable  Trust,0.00
75,76,Hitachi Koki India Private Limited,0.00
76,77,Aradhya Steel Private Limited,0.00
