,SNo.,company,amount
0,1,Bharatiya Reserve Bank Note Mudran Private Limited,"13,400,000.00"
1,2,Sandoz Private Limited,"8,500,000.00"
2,3,Bajaj Auto Limited.,"3,600,000.00"
3,4,Cyient Dlm Private Limited,"2,800,000.00"
4,5,Plansee India High Performance Materials Private Limited,"2,500,000.00"
5,6,Maini Precision Products Limited,"1,949,904.00"
6,7,Mitsubishi Heavy Industries-Vst Diesel Engines Private Limited,"1,520,086.00"
7,8,Triton Valves Limited,"1,133,030.00"
8,9,Nadathur Estates Private Limited,"800,000.00"
9,10,Fanuc India Private Limited,"800,000.00"
10,11,Mysore Paints And Varnish Limited,"680,000.00"
11,12,L-3 Communications India Private Limited,"675,200.00"
12,13,Food Ingredient Specialities Private Limited,"510,000.00"
13,14,Poddar Tyres Limited,"500,000.00"
14,15,Red Earth Good Living And Hospitalityprivate Limited,"400,000.00"
15,16,Manipal Global Education Services Private Limited,"400,000.00"
16,17,Parry Agro Industries Limited,"362,000.00"
17,18,Karnataka Silk Industries Corporation Limited,"275,000.00"
18,19,Unilog Content Solutions Private Limited,"233,000.00"
19,20,Sonus Networks India Private Limited,"150,000.00"
20,21,Wuerth Elektronik India Private Limited,"115,857.00"
21,22,M K Agrotech Private Limited,"100,000.00"
22,23,Enpro Industries Private Limited,"100,000.00"
23,24,Cisco Development India Private Limited,"67,244.00"
24,25,Indecomm Global Services (India) Private  Limited,0.00
25,26,Procter & Gamble Hygiene And Health Care Limited,0.00
26,27,Mysore Polymers And Rubber Products Limited,0.00
