,SNo.,company,amount
0,1,Franklin Templeton Asset Management (India) Private Limited,"2,480,000.00"
1,2,The Seksaria Biswan Sugar Factory Limiited,"2,090,304.00"
2,3,Power Grid Corporation Of India Limited,"1,683,000.00"
