,SNo.,company,amount
0,1,Kothari Products Limited.,"15,210,426.00"
1,2,Superhouse Limited,"7,455,778.00"
2,3,Hindustan Media Ventures Limited,"5,900,000.00"
3,4,Super Tannery Limited,"2,568,600.00"
4,5,Global Information Systems Technology Private Limited,"2,000,000.00"
5,6,Pan Parag India Limited,"1,600,000.00"
6,7,Euro Footwear Private Limited,"1,100,000.00"
7,8,Shubham Goldiee Masale Private Limited,"784,133.00"
8,9,Indian Sugar Exim Corporation Ltd.,"681,412.00"
9,10,Johnson Matthey Chemicals India Private Limited,"388,900.00"
10,11,Resinova Chemie Limited,"135,000.00"
11,12,Ganesha Ecosphere Limited,"122,000.00"
12,13,Hindustan Aeronautics Limited,"89,000.00"
13,14,Kpl Exports Private Limited,0.30
14,15,Alstom India Limited,0.00
15,16,Kanpur Plastipack Limited,0.00
