,SNo.,company,amount
0,1,Hindustan Copper Ltd,"27,245,000.00"
1,2,Gannon Dunkerley And Company Limited,"21,806,000.00"
2,3,Peninsula Land Limited,"8,000,000.00"
3,4,Kothari Metals Ltd,"2,325,000.00"
4,5,Pudumjee Pulp And Paper Mills Limited,"1,020,000.00"
5,6,Hardcastle Petrofer Private Limited,"100,000.00"
