,SNo.,company,amount
0,1,Rites Limited,"11,600,000.00"
1,2,Copal Research India Private Limited,"3,497,185.00"
2,3,Amba Research (India) Private Limited,"3,032,036.00"
3,4,Rural Electrification Corporation Limited,"2,894,182.00"
4,5,Ecl Finance Limited,"1,500,000.00"
5,6,Secure Meters Limited,"1,220,003.00"
6,7,Nec Technologies India Private Limited,"500,000.00"
7,8,Desiccant Rotors International Private Limited,"361,500.00"
8,9,Harmony Plastics Private Limited,"351,365.00"
9,10,Genus Power Infrastructures Limited,"350,000.00"
10,11,Utstarcom India Telecom Private Limited,"200,000.00"
11,12,Shree Agencies P. Ltd. (Transfrom From Culcutta To Rajasthan,"192,000.00"
12,13,Arvindbhai Bechardas Jewellers Private Limited,"11,000.00"
13,14,Miraj Products Private Limited,2.65
14,15,Orient Refractories Limited,0.00
15,16,Pacific Industries Limited,0.00
16,17,Western Drugs Limited,0.00
