,SNo.,company,amount
0,1,Malco Energy Limited,"2,500,000.00"
1,2,Power Grid Corporation Of India Limited,"2,100,000.00"
2,3,Sri Narasus Coffee Company Private Limited,"1,600,000.00"
3,4,Nyk Auto Logistics (India) Private Limited,"1,350,000.00"
4,5,Megawin Switchgear Private Limited,"1,350,000.00"
5,6,Arthanari Loom Centre Textile Private Limited,"1,250,000.00"
6,7,Tamilnadu Magnesite Limited,"721,722.00"
7,8,Sambandam Spinning Mills Limited,"280,000.00"
8,9,Sree Narasimha Textiles Private Limited,"275,000.00"
9,10,Kandagiri Spinning Mills Limited,0.00
