,SNo.,company,amount
0,1,M K Agrotech Private Limited,"7,700,000.00"
1,2,Sandoz Private Limited,"6,800,000.00"
2,3,Aditya Birla Sun Life Insurance Company Limited,"6,200,000.00"
3,4,Cholamandalam Investment And Finance Company Limited,"4,000,000.00"
4,5,Fanuc India Private Limited,"3,400,000.00"
5,6,Maini Precision Products Limited,"3,200,000.00"
6,7,Mysore Polymers And Rubber Products Limited,"3,100,000.00"
7,8,Mitsubishi Heavy Industries-Vst Diesel Engines Private Limited,"1,600,000.00"
8,9,Veekesy Sandals (India) Private Limited,"1,100,000.00"
9,10,Triton Valves Limited,"400,000.00"
10,11,Kurlon Enterprise Limited,"300,000.00"
11,12,Bhuruka Gases Limited,"300,000.00"
12,13,San Engineering And Locomotive Company Limited.,"300,000.00"
13,14,Vbl Innovations Private Limited,"300,000.00"
14,15,Sonus Networks India Private Limited,"100,000.00"
15,16,Radhamani Textiles Private Limited,"100,000.00"
16,17,Talisma Corporation Private Limited,0.00
17,18,Nabard Financial Services Limited,0.00
18,19,Hari Shankar Singania Elastomer And Tyre  Research Institute,0.00
19,20,Chamundeshwari Electricity Supply Corporation Limited,0.00
