,SNo.,company,amount
0,1,Kitex Garments Limited,"61,100,000.00"
1,2,Kitex Childrenswear Limited,"26,900,000.00"
2,3,Cochin Shipyard Limited,"12,200,000.00"
3,4,Muthoot Fincorp Limited,"8,700,000.00"
4,5,Agappe Diagnostics Limited,"4,900,000.00"
5,6,Fragomen Immigration Services India Private Limited,"3,900,000.00"
6,7,The South Indian Bank Limited,"3,500,000.00"
7,8,Muthoot Capital Services Limited,"3,400,000.00"
8,9,Geojit Technologies Private Limited,"3,400,000.00"
9,10,O E N India Ltd,"3,000,000.00"
10,11,Arjuna Natural Extracts Ltd,"2,900,000.00"
11,12,Kitco Limited,"2,400,000.00"
12,13,Igus (India) Private Limited,"2,200,000.00"
13,14,Lakeshore Hospital And Research Centre Limited,"2,000,000.00"
14,15,Fci Oen Connectors Limited,"1,400,000.00"
15,16,Cii Guardian International Limited,"1,200,000.00"
16,17,Dynamic Techno Medicals Private Limited,"1,000,000.00"
17,18,Hinduja Leyland Finance Limited,"1,000,000.00"
18,19,Muthoot Microfin Limited,"1,000,000.00"
19,20,Nedspice Processing India Private Limited,"800,000.00"
20,21,V Star Creations Private Limited,"700,000.00"
21,22,Herbal Isolates Pvt Ltd,"500,000.00"
22,23,Skyline Foundations And Structures Private Limited,"400,000.00"
23,24,The New India Assurance Company Limited,"200,000.00"
24,25,Cochin Minerals And Rutile Ltd,0.00
25,26,Glenworth Estate Limited,0.00
26,27,Muthoot Finance Limited,0.00
27,28,Bharat Financial Inclusion Limited,0.00
28,29,Escapade Resorts Pvt Ltd,0.00
29,30,Media Systems India Soft Solutions Private Limited,0.00
30,31,Naik Seafoods Private Limited,0.00
31,32,Dentcare Dental Lab Private Limited,0.00
32,33,Equity Intelligence India Private Limited,0.00
